"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,761393503,"sixers1212 (2/15)",0,125.65,"OF Khris Davis P Jake Arrieta 1B Anthony Rizzo C Willson Contreras 3B Kris Bryant 2B Javier Báez OF Franchy Cordero SS Chad Pinder OF Kyle Schwarber P Sean Manaea",NA,"Jake Arrieta","81.46%",21.3
1,761462393,"charlesrayallday (2/4)",0,125.65,"OF Matt Joyce P Jake Arrieta C Willson Contreras OF Mark Canha 3B Kris Bryant SS Francisco Lindor 1B Ryon Healy 2B Chad Pinder OF Kyle Schwarber P Sean Manaea",NA,"Mike Clevinger","60.54%",18.8
1,761491196,"bulldog222 (1/2)",0,125.65,"OF Khris Davis P Jake Arrieta 1B Anthony Rizzo C Willson Contreras 3B Kris Bryant 2B Javier Báez OF Franchy Cordero SS Chad Pinder OF Kyle Schwarber P Sean Manaea",NA,"Francisco Lindor","50.51%",14
4,761424945,"STEELERSRULE7",0,117.65,"OF Austin Jackson P Jake Arrieta 1B Anthony Rizzo C Willson Contreras OF Mark Canha 3B Kris Bryant OF Hunter Renfroe SS Chad Pinder P Sean Manaea 2B Ian Happ",NA,"Kyle Schwarber","44.56%",0
5,761423202,"mdb770 (10/15)",0,116.65,"2B Ben Zobrist OF Matt Joyce P Jake Arrieta 1B Yonder Alonso C Willson Contreras OF Mark Canha 3B Kris Bryant SS Chad Pinder OF Kyle Schwarber P Sean Manaea",NA,"Jason Heyward","43.88%",0
6,761445457,"babykyttie",0,115.65,"OF Matt Joyce OF Khris Davis P Jake Arrieta 1B Anthony Rizzo C Willson Contreras 3B Kris Bryant OF Cory Spangenberg SS Chad Pinder P Sean Manaea 2B Ian Happ",NA,"Yan Gomes","40.82%",0
6,761590775,"bill21911",0,115.65,"1B Edwin Encarnación OF Ben Zobrist OF Khris Davis P Jake Arrieta 2B Jason Kipnis 3B Ryan Schimpf C Willson Contreras OF Hunter Renfroe SS Chad Pinder P Sean Manaea",NA,"Kris Bryant","40.14%",5
6,761631321,"ROCKEY11 (1/2)",0,115.65,"2B Ben Zobrist OF Matt Joyce P Jake Arrieta 1B Anthony Rizzo OF Jaff Decker C Willson Contreras 3B Kris Bryant SS Chad Pinder OF Kyle Schwarber P Sean Manaea",NA,"Khris Davis","37.59%",0
6,761640658,"ROCKEY11 (2/2)",0,115.65,"2B Ben Zobrist OF Matt Joyce P Jake Arrieta 1B Anthony Rizzo OF Jaff Decker C Willson Contreras 3B Kris Bryant SS Chad Pinder OF Kyle Schwarber P Sean Manaea",NA,"José Ramírez","37.24%",2
10,761423249,"mdb770 (15/15)",0,114.65,"OF Ben Zobrist 3B Trevor Plouffe OF Matt Joyce OF Khris Davis P Jake Arrieta 1B Anthony Rizzo C Willson Contreras SS Chad Pinder P Sean Manaea 2B Ian Happ",NA,"Willson Contreras","34.35%",9
10,761536201,"mbolt1 (4/15)",0,114.65,"OF Ben Zobrist 3B Trevor Plouffe 2B Jed Lowrie P Jake Arrieta 1B Anthony Rizzo C Willson Contreras OF Mark Canha SS Chad Pinder OF Kyle Schwarber P Sean Manaea",NA,"Anthony Rizzo","32.99%",9
