"Place_lo","Place_hi","Payout"
"1","1","1000000"
"2","2","200000"
"3","3","100000"
"4","4","50000"
"5","5","30000"
"6","6","20000"
"7","8","15000"
"9","10","10000"
"11","15","7500"
"16","25","5000"
"26","50","3500"
"51","75","2500"
"76","100","1500"
"101","150","1000"
"151","250","750"
"251","400","500"
"401","600","300"
"601","1000","200"
"1001","1800","150"
"1801","3000","125"
"3001","5500","100"
"5501","9000","80"
"9001","17000","60"
"17001","32002","40"
"32003","67166","30"
