"Place_lo","Place_hi","Payout"
"1","1","25000"
"2","2","15000"
"3","3","10000"
"4","4","7000"
"5","5","5000"
"6","6","4000"
"7","8","3000"
"9","10","2000"
"11","15","1500"
"16","25","1000"
"26","35","800"
"36","50","700"
"51","70","600"
"71","122","500"
