Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,11056,Antonio Brown,WR,14,PIT,CIN,0,0,0,0,0,8,102,1,27.20
2,13320,Cam Newton,QB,14,CAR,ATL,232,2,1,41,1,0,0,0,26.38
3,2428,Carson Palmer,QB,14,ARI,MIN,294,3,1,2,0,0,0,0,22.96
4,16389,Odell Beckham Jr,WR,14,NYG,MIA,0,0,0,0,0,7,92,1,22.20
5,14986,DeAndre Hopkins,WR,14,HOU,NE,0,0,0,0,0,7,89,1,21.90
6,13291,Julio Jones,WR,14,ATL,CAR,0,0,0,0,0,7,83,1,21.30
7,16524,Devonta Freeman,RB,14,ATL,CAR,0,0,0,60,1,5,39,0,20.90
8,12845,AJ Green,WR,14,CIN,PIT,0,0,0,0,0,6,88,1,20.80
9,14187,Alshon Jeffery,WR,14,CHI,WAS,0,0,0,0,0,6,83,1,20.30
10,14536,Russell Wilson,QB,14,SEA,BAL,240,2,1,35,0,0,0,0,20.10
11,11667,Brandon Marshall,WR,14,NYJ,TEN,0,0,0,0,0,6,80,1,20
12,5571,Larry Fitzgerald,WR,14,ARI,MIN,0,0,0,0,0,6,80,1,20
13,16263,Allen Robinson,WR,14,JAX,IND,0,0,0,0,0,6,79,1,19.90
14,6029,Calvin Johnson,WR,14,DET,LA,0,0,0,0,0,6,77,1,19.70
15,16245,Blake Bortles,QB,14,JAX,IND,265,2,1,19,0,0,0,0,19.50
16,2593,Aaron Rodgers,QB,14,GB,DAL,257,2,1,22,0,0,0,0,19.48
17,11197,Demaryius Thomas,WR,14,DEN,OAK,0,0,0,0,0,6,74,1,19.40
18,3807,Ben Roethlisberger,QB,14,PIT,CIN,295,2,1,5,0,0,0,0,19.30
19,11932,LeSean McCoy,RB,14,BUF,PHI,0,0,0,94,1,2,19,0,19.30
20,7242,Drew Brees,QB,14,NO,TB,298,2,1,2,0,0,0,0,19.12
21,16020,Jarvis Landry,WR,14,MIA,NYG,0,0,0,4,0,6,67,1,19.10
22,7580,DeAngelo Williams,RB,14,PIT,CIN,0,0,0,76,1,3,24,0,19
23,16568,Brandin Cooks,WR,14,NO,TB,0,0,0,0,0,6,70,1,19
24,12841,Andy Dalton,QB,14,CIN,PIT,267,2,1,13,0,0,0,0,18.98
25,12831,Tyrod Taylor,QB,14,BUF,PHI,222,2,1,31,0,0,0,0,18.98
26,16135,Johnny Manziel,QB,14,CLE,SF,244,2,1,22,0,0,0,0,18.96
27,9038,Matthew Stafford,QB,14,DET,LA,277,2,1,8,0,0,0,0,18.88
28,16763,Marcus Mariota,QB,14,TEN,NYJ,230,2,1,26,0,0,0,0,18.80
29,1658,Greg Olsen,TE,14,CAR,ATL,0,0,0,0,0,6,68,1,18.80
30,8283,Ryan Fitzpatrick,QB,14,NYJ,TEN,250,2,1,17,0,0,0,0,18.70
