Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,13291,Julio Jones,WR,5,ATL,WAS,0,0,0,0,0,8,104,1,27.40
2,4314,Tom Brady,QB,5,NE,DAL,304,3,1,3,0,0,0,0,26.46
3,2593,Aaron Rodgers,QB,5,GB,LA,276,3,1,17,0,0,0,0,23.74
4,14967,Le'Veon Bell,RB,5,PIT,SD,0,0,0,94,1,4,34,0,22.80
5,11197,Demaryius Thomas,WR,5,DEN,OAK,0,0,0,0,0,7,92,1,22.20
6,7969,Jamaal Charles,RB,5,KC,CHI,0,0,0,78,1,4,35,0,21.30
7,15076,Keenan Allen,WR,5,SD,PIT,0,0,0,0,0,7,83,1,21.30
8,8355,Julian Edelman,WR,5,NE,DAL,0,0,0,4,0,7,78,1,21.20
9,16389,Odell Beckham Jr,WR,5,NYG,SF,0,0,0,2,0,6,88,1,21
10,14986,DeAndre Hopkins,WR,5,HOU,IND,0,0,0,0,0,6,84,1,20.40
11,13227,Randall Cobb,WR,5,GB,LA,0,0,0,2,0,6,80,1,20.20
12,11056,Antonio Brown,WR,5,PIT,SD,0,0,0,1,0,6,79,1,20
13,11063,Emmanuel Sanders,WR,5,DEN,OAK,0,0,0,2,0,6,77,1,19.90
14,14536,Russell Wilson,QB,5,SEA,CIN,226,2,1,38,0,0,0,0,19.84
15,12845,AJ Green,WR,5,CIN,SEA,0,0,0,0,0,6,78,1,19.80
16,8914,Jeremy Maclin,WR,5,KC,CHI,0,0,0,0,0,6,77,1,19.70
17,6029,Calvin Johnson,WR,5,DET,ARI,0,0,0,0,0,6,76,1,19.60
18,5571,Larry Fitzgerald,WR,5,ARI,DET,0,0,0,0,0,6,74,1,19.40
19,732,Matt Ryan,QB,5,ATL,WAS,298,2,1,4,0,0,0,0,19.32
20,7242,Drew Brees,QB,5,NO,PHI,298,2,1,3,0,0,0,0,19.22
21,10974,Rob Gronkowski,TE,5,NE,DAL,0,0,0,0,0,6,71,1,19.10
22,9369,Justin Forsett,RB,5,BAL,CLE,0,0,0,80,1,3,18,0,18.80
23,9447,Michael Vick,QB,5,PIT,SD,222,2,1,29,0,0,0,0,18.78
24,8244,Philip Rivers,QB,5,SD,PIT,285,2,1,2,0,0,0,0,18.60
25,12831,Tyrod Taylor,QB,5,BUF,TEN,221,2,1,27,0,0,0,0,18.54
26,16524,Devonta Freeman,RB,5,ATL,WAS,0,0,0,71,1,3,24,0,18.50
27,6739,Alex Smith,QB,5,KC,CHI,237,2,1,20,0,0,0,0,18.48
28,16245,Blake Bortles,QB,5,JAX,TB,237,2,1,20,0,0,0,0,18.48
29,11792,Arian Foster,RB,5,HOU,IND,0,0,0,71,1,3,22,0,18.30
