QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Jameis Winston (7147189),Lamar Miller (7147386),LeSean McCoy (7147371),Julio Jones (7147473),Mike Evans (7147483),Kenny Stills (7147687),Zach Ertz (7147805),Martellus Bennett (7147929),Saints  (7148612)
Russell Wilson (7147252),Lamar Miller (7147386),Christine Michael (7147414),Julio Jones (7147473),Jarvis Landry (7147693),Tyler Lockett (7147698),Coby Fleener (7147830),Jared Cook (7147878),Texans  (7148617)
Jimmy Garoppolo (7147274),Spencer Ware (7147358),Christine Michael (7147414),Julio Jones (7147473),DeAndre Hopkins (7147645),Julian Edelman (7147756),Crockett Gillmore (7147859),Michael Floyd (7147757),Colts  (7148626)
Drew Brees (7147213),Justin Forsett (7147369),James White (7147466),Julio Jones (7147473),Brandin Cooks (7147574),Amari Cooper (7147576),Zach Ertz (7147805),Crockett Gillmore (7147859),Bears  (7148618)
Robert Griffin III (7147202),Spencer Ware (7147358),T.J. Yeldon (7147407),Julio Jones (7147473),DeAndre Hopkins (7147645),Jordan Matthews (7147521),Martellus Bennett (7147929),Corey Coleman (7147534),Lions  (7148625)
Matt Ryan (7147183),David Johnson (7147465),Spencer Ware (7147358),Julio Jones (7147473),Larry Fitzgerald (7147754),Vincent Jackson (7147469),Martellus Bennett (7147929),James White (7147466),Seahawks  (7148622)
Drew Brees (7147213),David Johnson (7147465),Spencer Ware (7147358),Mike Evans (7147483),Jeremy Maclin (7147586),Michael Crabtree (7147564),Jared Cook (7147878),Willie Snead (7147570),Packers  (7148619)
Matt Ryan (7147183),Doug Martin (7147277),Spencer Ware (7147358),Julio Jones (7147473),Amari Cooper (7147576),Marvin Jones (7147733),Jason Witten (7147901),Vincent Jackson (7147469),Lions  (7148625)
Andy Dalton (7147206),Spencer Ware (7147358),T.J. Yeldon (7147407),Julio Jones (7147473),A.J. Green (7147544),Eric Decker (7147540),Coby Fleener (7147830),Tajae Sharpe (7147509),Browns  (7148607)
Matt Ryan (7147183),Lamar Miller (7147386),James White (7147466),Julio Jones (7147473),Mike Evans (7147483),Michael Crabtree (7147564),Jason Witten (7147901),Tajae Sharpe (7147509),Packers  (7148619)
Matthew Stafford (7147265),Spencer Ware (7147358),T.J. Yeldon (7147407),Julio Jones (7147473),T.Y. Hilton (7147734),Marvin Jones (7147733),Delanie Walker (7147790),Zach Ertz (7147805),Seahawks  (7148622)
Jameis Winston (7147189),David Johnson (7147465),Spencer Ware (7147358),Julio Jones (7147473),Odell Beckham (7147717),Adam Humphries (7147484),Martellus Bennett (7147929),Tajae Sharpe (7147509),Texans  (7148617)
Jameis Winston (7147189),Doug Martin (7147277),Latavius Murray (7147345),Julio Jones (7147473),Mike Evans (7147483),Marvin Jones (7147733),Martellus Bennett (7147929),James White (7147466),Texans  (7148617)
Tyrod Taylor (7147232),Lamar Miller (7147386),Doug Martin (7147277),Julio Jones (7147473),Robert Woods (7147623),Mike Wallace (7147612),Delanie Walker (7147790),Spencer Ware (7147358),Packers  (7148619)
Aaron Rodgers (7147242),Spencer Ware (7147358),Christine Michael (7147414),Julio Jones (7147473),Randall Cobb (7147661),Allen Hurns (7147666),Delanie Walker (7147790),Jared Cook (7147878),Texans  (7148617)
Jameis Winston (7147189),Mark Ingram (7147344),Christine Michael (7147414),Julio Jones (7147473),Mike Evans (7147483),Julian Edelman (7147756),Zach Ertz (7147805),Jared Cook (7147878),Bengals  (7148609)
Russell Wilson (7147252),Doug Martin (7147277),Christine Michael (7147414),Julio Jones (7147473),Doug Baldwin (7147683),Michael Crabtree (7147564),Coby Fleener (7147830),Kenny Stills (7147687),Lions  (7148625)
Dak Prescott (7147263),Doug Martin (7147277),Spencer Ware (7147358),Julio Jones (7147473),Dez Bryant (7147707),Victor Cruz (7147705),Coby Fleener (7147830),Christine Michael (7147414),Seahawks  (7148622)
Jimmy Garoppolo (7147274),Lamar Miller (7147386),James White (7147466),Julio Jones (7147473),Larry Fitzgerald (7147754),Julian Edelman (7147756),Delanie Walker (7147790),Tajae Sharpe (7147509),Seahawks  (7148622)
Tyrod Taylor (7147232),Lamar Miller (7147386),Christine Michael (7147414),Julio Jones (7147473),Sammy Watkins (7147628),Michael Crabtree (7147564),Jared Cook (7147878),Mike Wallace (7147612),Cardinals  (7148628)
Drew Brees (7147213),Lamar Miller (7147386),Spencer Ware (7147358),Brandin Cooks (7147574),Amari Cooper (7147576),John Brown (7147760),Zach Ertz (7147805),Martellus Bennett (7147929),Colts  (7148626)
