"Mike Trout_LAA","Miguel Cabrera_DET","Joey Votto_CIN","Ian Kinsler_DET","JD Martinez_DET","Billy Hamilton_CIN","Justin Upton_DET","Adam Duvall_CIN","Hunter Pence_SF","Buster Posey_SF","Eugenio Suarez_CIN","Nicholas Castellanos_DET","Eduardo Nunez_SF","Brandon Belt_SF","Zack Cozart_CIN","Albert Pujols_LAA","Denard Span_SF","Joe Panik_SF","Kole Calhoun_LAA","Christian Arroyo_SF","Victor Martinez_DET","Cameron Maybin_LAA","Brandon Crawford_SF","Alex Avila_DET","CJ Cron_LAA","Luis Valbuena_LAA","Yunel Escobar_LAA","Jefry Marte_LAA","Tyler Collins_DET","Jose Peraza_CIN","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Jim Adduci_DET","Ben Revere_LAA","Nick Hundley_SF","Andrelton Simmons_LAA","Arismendy Alcantara_CIN","Mac Williamson_SF","Danny Espinosa_LAA","Aaron Hill_SF","Gorkys Hernandez_SF","Kelby Tomlinson_SF","JaCoby Jones_DET","James McCann_DET","Jesse Winker_CIN","Phillip Ervin_CIN","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Jose Iglesias_DET","Conor Gillaspie_SF","Justin Ruggiano_SF","Drew Stubbs_SF","Devin Mesoraco_CIN","Michael Morse_SF","Tucker Barnhart_CIN","Martin Maldonado_LAA","Juan Graterol_LAA","Tim Federowicz_SF","Patrick Kivlehan_CIN","Andrew Romine_DET","Carlos Perez_LAA","Cliff Pennington_LAA","Chris Marrero_SF","Stuart Turner_CIN"
28.951566951567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3384615384615,0,0,4.54,0,0,-5.22222222222222,0,0,-6.17948717948718,0,6.47692307692308,-1.71428571428571,0,0,0,0,0,0,12.1333333333333,0,-5.71384615384615,0,0,6.80434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.81168831168831,10.5,0,0,0,0,25,0,0
0,53.2426470588235,0,3.15909090909091,0,0,16.5238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17142857142857,0,0,28.1,0,0,0,0,-5.39393939393939,0,0,0,0,-8.4,0,0,0,0,0,0,0,0,0,3.28571428571429,0.636363636363636,0,0,-10,0,14,22.6857142857143,0,0,0,0,0,0,0,0,0,0,-17.9166666666667,0,0,0,0
0,0,63.7290322580645,0,0,-0.880541871921182,0,-3.65740740740741,0,0,4.63492063492064,0,0,0,6.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8531746031746,-11.9090909090909,0,-0.376847290640394,0,0,0,0,54.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,0,2.2034632034632,0,0,0,-9.83333333333333,0,0,0,0,5.33333333333333
0,3.15909090909091,0,48.9619047619048,0,0,22.233918128655,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1738095238095,0,0,39.8409090909091,0,0,0,0,17.6285714285714,0,0,0,0,31.8571428571429,0,0,0,0,0,0,0,0,0,-4.66666666666667,31.1060606060606,0,0,12.5,-6.5,-0.2,-9.78095238095238,0,0,0,0,0,0,0,0,0,0,24.7954545454545,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.880541871921182,0,0,78.9630541871921,0,15.9384615384615,0,0,27.4123076923077,0,0,0,9.61666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.3547008547009,-41.2638888888889,0,0.00925925925925926,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.35,0,-0.381578947368421,0,0,0,52.5,0,0,0,0,31
0,16.5238095238095,0,22.233918128655,0,0,63.911231884058,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27272727272727,0,0,32.0909090909091,0,0,0,0,14.6875,0,0,0,0,33.0777777777778,0,0,0,0,0,0,0,0,0,9.13333333333333,7.14285714285714,0,0,0,22.0833333333333,26.1333333333333,1.49019607843137,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0
0,0,-3.65740740740741,0,0,15.9384615384615,0,79.3055555555556,0,0,10.7116666666667,0,0,0,-8.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8166666666667,26.4464285714286,0,-4.58615384615385,0,0,0,0,58.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,8.0672514619883,0,0,0,0,0,0,0,0,-8.66666666666667
0,0,0,0,0,0,0,0,28.3913978494624,13.2119565217391,0,0,10.5221674876847,4.46723646723647,0,0,3.73636363636364,8.10846560846561,0,-9.3030303030303,0,0,16.4154411764706,0,0,0,0,0,0,0,0,2.97619047619048,0,0,0,15.3782051282051,0,0,0,0,-22.1666666666667,4.17279411764706,-28,0,0,0,0,0,0,0,0,2.78571428571429,0,-7,0,2.66666666666667,0,0,0,0,0,0,0,0,14.8392857142857,0
0,0,0,0,0,0,0,0,13.2119565217391,38.4615384615385,0,0,-5.15076923076923,-1.62252964426877,0,0,1.26190476190476,-6.66798418972332,0,8.90909090909091,0,0,0.807692307692308,0,0,0,0,0,0,0,0,-6.41666666666667,0,0,0,7.52380952380952,0,0,0,0,4.5,-10.2058823529412,-24,0,0,0,0,0,0,0,0,-36.6666666666667,0,-17.3333333333333,0,6.66666666666667,0,0,0,0,0,0,0,0,2.8,0
