"Corey Seager_LAD","Wil Myers_SD","Buster Posey_SF","Maikel Franco_PHI","Hunter Pence_SF","Adrian Gonzalez_LAD","Justin Turner_LAD","Odubel Herrera_PHI","Logan Forsythe_LAD","Yasiel Puig_LAD","Brandon Belt_SF","Eduardo Nunez_SF","Tommy Joseph_PHI","Joc Pederson_LAD","Joe Panik_SF","Denard Span_SF","Cesar Hernandez_PHI","Michael Saunders_PHI","Brandon Crawford_SF","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Aaron Altherr_PHI","Aaron Hill_SF","Freddy Galvis_PHI","Kike Hernandez_LAD","Howie Kendrick_PHI","Ryan Schimpf_SD","Cody Bellinger_LAD","Rhys Hoskins_PHI","Chris Taylor_LAD","Yangervis Solarte_SD","Christian Arroyo_SF","Jarrett Parker_SF","Cameron Rupp_PHI","Daniel Nava_PHI","Trayce Thompson_LAD","Nick Hundley_SF","Alex Dickerson_SD","Hunter Renfroe_SD","Manuel Margot_SD","Andrew Knapp_PHI","Austin Barnes_LAD","Andrew Toles_LAD","Cory Spangenberg_SD","Mac Williamson_SF","Rob Segedin_LAD","Kelby Tomlinson_SF","Andre Ethier_LAD","Travis Jankowski_SD","Scott Van Slyke_LAD","Brock Stassi_PHI","Gorkys Hernandez_SF","Andres Blanco_PHI","Conor Gillaspie_SF","Christian Bethancourt_SD","Austin Hedges_SD","Drew Stubbs_SF","Michael Morse_SF","Erick Aybar_SD","Ty Kelly_PHI","Tim Federowicz_SF","Luis Sardinas_SD","Allen Cordoba_SD","Jabari Blash_SD","Hector Sanchez_SD","Brett Eibner_LAD","Luis Torrens_SD","Chris Marrero_SF"
64.8904761904762,0,0,0,0,9.41830065359477,24.6783625730994,0,37.7909090909091,9.68421052631579,0,0,0,42.8,0,0,0,0,0,35.6397058823529,-2.46428571428571,27.5,0,0,0,0,0,0,-19.25,0,-17.3333333333333,0,0,0,0,0,0,0,0,0,0,0,46,-0.318181818181818,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,67.9762845849802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.312865497076,0,0,0,10.2094861660079,0,0,0,0,0,0,0,4.45454545454545,0.285714285714286,0,0,0,-16.3333333333333,0,0,0,0,-8.87179487179487,0,0,0,0,0,0,10.2368421052632,0,0,-16.1052631578947,0,0,10.5,-7.9,-6,0,0,19.3333333333333,0
0,0,24.4958333333333,0,11.9666666666667,0,0,0,0,0,4.25238095238095,-2.78333333333333,0,0,-3.1025641025641,1.26190476190476,0,0,0.807692307692308,0,0,0,0,4.5,0,0,0,0,0,0,0,0,16,-6.41666666666667,0,0,0,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.96428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
0,0,0,69.9117647058823,0,0,0,-10.375,0,0,0,0,15.352380952381,0,0,0,-32.4411764705882,12.2142857142857,0,0,0,0,15.25,0,-3.35294117647059,0,-4,0,0,0,0,0,0,0,-18.1602564102564,-7.65,0,0,0,0,0,20.4,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11.9666666666667,0,26.9199134199134,0,0,0,0,0,2.14736842105263,16.0578947368421,0,0,8.45321637426901,3.73636363636364,0,0,16.4154411764706,0,0,0,0,-22.1666666666667,0,0,0,0,0,0,0,0,-2.33333333333333,2.97619047619048,0,0,0,18.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.125,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8392857142857
9.41830065359477,0,0,0,0,22.2614379084967,9.5,0,3.25,-0.959558823529412,0,0,0,11.6666666666667,0,0,0,0,0,18.8857142857143,-6.82142857142857,15,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,1.92727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.6783625730994,0,0,0,0,9.5,25.1026315789474,0,15.0555555555556,14.1754385964912,0,0,0,19.9333333333333,0,0,0,0,0,17.8571428571429,4,20.5,0,0,0,0,0,0,9.91666666666667,0,-0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,24.9,8.98888888888889,0,0,0,0,0,0,1.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-10.375,0,0,0,18.7352941176471,0,0,0,0,6.34615384615385,0,0,0,10.8666666666667,10.4065934065934,0,0,0,0,9.08928571428571,0,-2.41911764705882,0,17.7142857142857,0,0,0,0,0,0,0,7.99242424242424,6.25,0,0,0,0,0,-12.15,0,0,0,0,0,0,0,0,0,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.7909090909091,0,0,0,0,3.25,15.0555555555556,0,34.7636363636364,7.15454545454545,0,0,0,20.6333333333333,0,0,0,0,0,25.5714285714286,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6666666666667,22,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.68421052631579,0,0,0,0,-0.959558823529412,14.1754385964912,0,7.15454545454545,58.5476190476191,0,0,0,-2.61818181818182,0,0,0,0,0,5.45833333333333,1.30952380952381,-2,0,0,0,0,0,0,-1.0842021724855e-19,0,-7,0,0,0,0,0,0,0,0,0,0,0,40.3,0.177777777777778,0,0,0,0,0,0,-4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
