"Place_lo","Place_hi","Payout"
"1","1","50"
"2","2","25"
"3","3","15"
"4","4","10"
"5","5","9"
"6","6","7"
"7","8","5.5"
"9","10","4"
"11","15","3.5"
"16","20","3"
"21","25","2.5"
"26","30","2"
"31","40","1.5"
"41","50","1.25"
"51","75","1"
"76","100","0.9"
"101","150","0.8"
"151","200","0.7"
"201","300","0.6"
"301","500","0.5"
