"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Cole Hamels","Robert Gsellman","Austin Hedges","Wil Myers","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Manuel Margot","Guillermo Heredia"
"2","Cole Hamels","Hector Santiago","Jose Lobaton","Wil Myers","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","Nelson Cruz","Kyle Schwarber"
"3","Cole Hamels","Tyler Glasnow","Mike Zunino","Ryan Zimmerman","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","David Peralta","Manuel Margot"
"4","Dylan Bundy","Tyler Glasnow","Austin Hedges","Wil Myers","Yangervis Solarte","Jake Lamb","Trea Turner","Bryce Harper","Adam Eaton","Manuel Margot"
"5","Cole Hamels","Dylan Bundy","Austin Hedges","Anthony Rizzo","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","Hunter Renfroe","Jabari Blash"
"6","Cole Hamels","Tyler Glasnow","Jose Lobaton","Wil Myers","Yangervis Solarte","Anthony Rendon","Trea Turner","Bryce Harper","Hunter Renfroe","Jabari Blash"
"7","Dylan Bundy","Hector Santiago","Jose Lobaton","Anthony Rizzo","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Adam Eaton","Manuel Margot"
"8","Cole Hamels","Robert Gsellman","Jose Lobaton","Anthony Rizzo","Yangervis Solarte","Jake Lamb","Trea Turner","Bryce Harper","Manuel Margot","Michael Conforto"
"9","Cole Hamels","Dylan Bundy","Jose Lobaton","Wil Myers","Daniel Murphy","Jake Lamb","Trea Turner","David Peralta","Manuel Margot","Guillermo Heredia"
"10","Tyler Glasnow","Hector Santiago","Austin Hedges","Wil Myers","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Nelson Cruz","David Peralta"
"11","Cole Hamels","Hector Santiago","Austin Hedges","Danny Valencia","Daniel Murphy","Jake Lamb","Trea Turner","Bryce Harper","Giancarlo Stanton","Manuel Margot"
"12","Cole Hamels","Hector Santiago","Austin Hedges","Anthony Rizzo","Yangervis Solarte","Anthony Rendon","Trea Turner","Bryce Harper","Kyle Schwarber","Jason Heyward"
"13","James Paxton","Tyler Glasnow","Jose Lobaton","Wil Myers","Cory Spangenberg","Nolan Arenado","Trea Turner","Bryce Harper","Manuel Margot","Michael Conforto"
"14","Dylan Bundy","Robert Gsellman","Buster Posey","Wil Myers","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","AJ Pollock","David Peralta"
"15","Cole Hamels","Tyler Glasnow","Austin Hedges","Wil Myers","Cory Spangenberg","Nolan Arenado","Trea Turner","Adam Eaton","Nelson Cruz","Jabari Blash"
"16","Cole Hamels","Hector Santiago","Mike Zunino","Wil Myers","Yangervis Solarte","Yunel Escobar","Trea Turner","Bryce Harper","Adam Eaton","David Peralta"
"17","Cole Hamels","Tyler Glasnow","James McCann","Wil Myers","Daniel Murphy","Jake Lamb","Trea Turner","Bryce Harper","AJ Pollock","Jaff Decker"
"18","Cole Hamels","Tyler Glasnow","Robinson Chirinos","Danny Valencia","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Nelson Cruz","AJ Pollock"
"19","Cole Hamels","Hector Santiago","Mike Zunino","Wil Myers","Daniel Murphy","Anthony Rendon","Trea Turner","Kyle Schwarber","AJ Pollock","Manuel Margot"
"20","Cole Hamels","Trevor Cahill","Jose Lobaton","Anthony Rizzo","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Nelson Cruz","Guillermo Heredia"
"21","Cole Hamels","Dylan Bundy","Jose Lobaton","Ryan Zimmerman","Cory Spangenberg","Yunel Escobar","Trea Turner","Bryce Harper","AJ Pollock","Guillermo Heredia"
