"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Cole Hamels","Robert Gsellman","Austin Hedges","Wil Myers","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Manuel Margot","Guillermo Heredia"
"2","Cole Hamels","Tyler Glasnow","Jose Lobaton","Wil Myers","Yangervis Solarte","Jake Lamb","Trea Turner","Bryce Harper","Manuel Margot","Hunter Renfroe"
"3","Cole Hamels","Hector Santiago","Jose Lobaton","Ryan Zimmerman","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","Nelson Cruz","David Peralta"
"4","Cole Hamels","Dylan Bundy","Austin Hedges","Anthony Rizzo","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","Hunter Renfroe","Jabari Blash"
"5","Dylan Bundy","Hector Santiago","Jose Lobaton","Anthony Rizzo","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Adam Eaton","Manuel Margot"
"6","Cole Hamels","Hector Santiago","Jose Lobaton","Wil Myers","Daniel Murphy","Anthony Rendon","Trea Turner","Bryce Harper","Jason Heyward","Jabari Blash"
"7","Luis Severino","Tyler Glasnow","Jose Lobaton","Wil Myers","Cory Spangenberg","Anthony Rendon","Trea Turner","Bryce Harper","Nelson Cruz","AJ Pollock"
"8","Tyler Glasnow","Hector Santiago","Austin Hedges","Wil Myers","Daniel Murphy","Jake Lamb","Trea Turner","Bryce Harper","Adam Eaton","Nelson Cruz"
"9","Dylan Bundy","Tyler Glasnow","Austin Hedges","Ryan Zimmerman","Yangervis Solarte","Anthony Rendon","Trea Turner","Bryce Harper","Nelson Cruz","Manuel Margot"
"10","Wei-Yin Chen","Robert Gsellman","Jose Lobaton","Wil Myers","Cory Spangenberg","Jake Lamb","Trea Turner","Bryce Harper","Adam Eaton","Kyle Schwarber"
"11","Cole Hamels","Dylan Bundy","Jose Lobaton","Wil Myers","Cory Spangenberg","Nolan Arenado","Trea Turner","Kyle Schwarber","Manuel Margot","Jabari Blash"
"12","Cole Hamels","Trevor Cahill","Jose Lobaton","Anthony Rizzo","Yangervis Solarte","Anthony Rendon","Trea Turner","Bryce Harper","Nelson Cruz","Kyle Schwarber"
"13","Cole Hamels","Tyler Glasnow","Austin Hedges","Ryan Zimmerman","Cory Spangenberg","Yunel Escobar","Trea Turner","Bryce Harper","Adam Eaton","Michael Conforto"
"14","Cole Hamels","Hector Santiago","Austin Hedges","Wil Myers","Cory Spangenberg","Nolan Arenado","Trea Turner","Adam Eaton","David Peralta","Hunter Renfroe"
