"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd"
"TE","Dennis Pitta (7688835)","Dennis Pitta",7688835,3800,"Pit@Bal 01:00PM ET","Bal","Dennis","Pitta","Pit",12.74,13.4,2,0.19016393442623,12.3472707895332,12.1264343854752,1
"RB","Shaun Draughn (7688629)","Shaun Draughn",7688629,3800,"NO@SF 04:05PM ET","SF","Shaun","Draughn","NO",4.58,5.6,5,0.0666666666666667,4.89366480357578,4.79036880331851,0
"WR","Rishard Matthews (7688781)","Rishard Matthews",7688781,3800,"Ten@SD 04:25PM ET","Ten","Rishard","Matthews","SD",9.43,9.8,3,0.142307692307692,9.07043119563395,8.9105905713492,0
"RB","Wendell Smallwood (7688593)","Wendell Smallwood",7688593,3700,"Phi@NYG 01:00PM ET","Phi","Wendell","Smallwood","NYG",3.69,2.4,9,0.0135135135135135,2.71553833061475,2.69681248071555,0
"WR","Terrance Williams (7688718)","Terrance Williams",7688718,3700,"Dal@Cle 01:00PM ET","Dal","Terrance","Williams","Cle",8.27,8.2,4,0.144736842105263,7.72542434120002,7.59729418152306,0
"TE","Jason Witten (7688827)","Jason Witten",7688827,3700,"Dal@Cle 01:00PM ET","Dal","Jason","Witten","Cle",10.21,10.2,2,0.201754385964912,9.58208482923848,9.42156352471774,1
"RB","Benny Cunningham (7688641)","Benny Cunningham",7688641,3700,"Car@LA 04:05PM ET","LA","Benny","Cunningham","Car",2.17,4.1,6,0.0294117647058824,3.15931467510566,3.06618790327768,0
"WR","Phillip Dorsett (7688765)","Phillip Dorsett",7688765,3700,"Ind@GB 04:25PM ET","Ind","Phillip","Dorsett","GB",6.79,6.7,3,0.0953846153846154,6.32397989762036,6.21977335494787,0
"WR","Anquan Boldin (7688670)","Anquan Boldin",7688670,3600,"Det@Min 01:00PM ET","Det","Anquan","Boldin","Min",8.88,10.9,3,0.155932203389831,9.51276812806815,9.31119748559666,1
"RB","T.J. Yeldon (7688606)","T.J. Yeldon",7688606,3600,"Jax@KC 01:00PM ET","Jax","T.J.","Yeldon","KC",9.09,9.6,5,0.109634551495017,8.83250253393332,8.6737417330233,1
"RB","Kenneth Dixon (7688625)","Kenneth Dixon",7688625,3600,"Pit@Bal 01:00PM ET","Bal","Kenneth","Dixon","Pit",6.53,6.8,11,0.0131147540983607,6.28902009459659,6.17791408422886,0
"RB","Cameron Artis-Payne (7688644)","Cameron Artis-Payne",7688644,3600,"Car@LA 04:05PM ET","Car","Cameron","Artis-Payne","LA",0,0,10,0.00380228136882129,0,0,0
"TE","Jack Doyle (7688860)","Jack Doyle",7688860,3600,"Ind@GB 04:25PM ET","Ind","Jack","Doyle","GB",6.84,6,2,0.123076923076923,5.93510382818877,5.85301585209473,1
"TE","Zach Ertz (7688807)","Zach Ertz",7688807,3500,"Phi@NYG 01:00PM ET","Phi","Zach","Ertz","NYG",7.96,7.8,5,0.103603603603604,7.38201336555088,7.26151502872318,0
"WR","Kamar Aiken (7688729)","Kamar Aiken",7688729,3500,"Pit@Bal 01:00PM ET","Bal","Kamar","Aiken","Pit",3.97,11,6,0.0852459016393443,7.81327990059211,7.53603784754945,0
"RB","Kapri Bibbs (7688665)","Kapri Bibbs",7688665,3500,"Den@Oak 08:30PM ET","Den","Kapri","Bibbs","Oak",4.25,3.9,12,0.0072992700729927,3.78765672032428,3.73140076149677,0
"RB","Orleans Darkwa (7688591)","Orleans Darkwa",7688591,3400,"Phi@NYG 01:00PM ET","NYG","Orleans","Darkwa","Phi",0,0,10,0.0143884892086331,0,0,0
"WR","Marqise Lee (7688708)","Marqise Lee",7688708,3400,"Jax@KC 01:00PM ET","Jax","Marqise","Lee","KC",9.8,8.6,3,0.142857142857143,8.50555030132911,8.38783171026711,0
"WR","Tyreek Hill (7688713)","Tyreek Hill",7688713,3400,"Jax@KC 01:00PM ET","KC","Tyreek","Hill","Jax",7.78,7.1,4,0.08984375,6.91080578265176,6.80902438942155,0
"TE","Coby Fleener (7688843)","Coby Fleener",7688843,3400,"NO@SF 04:05PM ET","NO","Coby","Fleener","SF",10.56,8.4,4,0.136807817589577,8.6613810518645,8.5610109158253,1
"WR","Brian Quick (7688751)","Brian Quick",7688751,3400,"Car@LA 04:05PM ET","LA","Brian","Quick","Car",9.43,8,4,0.134453781512605,8.02444033254851,7.91957449394819,0
"WR","Devin Funchess (7688758)","Devin Funchess",7688758,3400,"Car@LA 04:05PM ET","Car","Devin","Funchess","LA",6.48,5.5,5,0.0988593155893536,5.51568409393325,5.44354261219198,0
"RB","Robert Turbin (7688647)","Robert Turbin",7688647,3400,"Ind@GB 04:25PM ET","Ind","Robert","Turbin","GB",3.89,3.7,9,0.0430769230769231,3.542568796583,3.48709686782753,0
"RB","Derek Watt (7688658)","Derek Watt",7688658,3400,"Ten@SD 04:25PM ET","SD","Derek","Watt","Ten",0,0,10,0.0102739726027397,0,0,0
"WR","Cordarrelle Patterson (7688676)","Cordarrelle Patterson",7688676,3300,"Det@Min 01:00PM ET","Min","Cordarrelle","Patterson","Det",10.39,8.2,4,0.103305785123967,8.48430611750944,8.38753004791785,0
"WR","Breshad Perriman (7688736)","Breshad Perriman",7688736,3300,"Pit@Bal 01:00PM ET","Bal","Breshad","Perriman","Pit",6.78,10.2,4,0.108196721311475,8.35427138926616,8.14302153333371,0
"RB","Aaron Ripkowski (7688650)","Aaron Ripkowski",7688650,3300,"Ind@GB 04:25PM ET","GB","Aaron","Ripkowski","Ind",0,2.9,11,0.013840830449827,1.68520750163765,1.59663701359051,0
"WR","Jeff Janis (7688772)","Jeff Janis",7688772,3300,"Ind@GB 04:25PM ET","GB","Jeff","Janis","Ind",5.73,9.9,7,0.0380622837370242,7.80407832161753,7.58646178157449,0
"TE","Hunter Henry (7688872)","Hunter Henry",7688872,3300,"Ten@SD 04:25PM ET","SD","Hunter","Henry","Ten",0,0,6,0.113013698630137,0,0,1
"RB","DeAndre Washington (7688666)","DeAndre Washington",7688666,3300,"Den@Oak 08:30PM ET","Oak","DeAndre","Washington","Den",3.96,5.4,7,0.0445103857566766,4.55550647330598,4.44914919018575,0
"RB","Dwayne Washington (7688585)","Dwayne Washington",7688585,3200,"Det@Min 01:00PM ET","Det","Dwayne","Washington","Min",2.85,0,12,0.00677966101694915,1.02019484079333,1.06234538642696,0
"RB","Chris Ivory (7688601)","Chris Ivory",7688601,3200,"Jax@KC 01:00PM ET","Jax","Chris","Ivory","KC",6.27,5.7,7,0.0299003322259136,5.55673304951587,5.47537742857584,0
"TE","Julius Thomas (7688821)","Julius Thomas",7688821,3200,"Jax@KC 01:00PM ET","Jax","Julius","Thomas","KC",10.9,8.2,4,0.122923588039867,8.66686729954614,8.5776339591732,1
"WR","Andrew Hawkins (7688714)","Andrew Hawkins",7688714,3200,"Dal@Cle 01:00PM ET","Cle","Andrew","Hawkins","Dal",8.17,5.9,4,0.123333333333333,6.35308415038758,6.29372058368281,0
"WR","Markus Wheaton (7688731)","Markus Wheaton",7688731,3200,"Pit@Bal 01:00PM ET","Pit","Markus","Wheaton","Bal",0,2.8,9,0.036231884057971,1.6270968981329,1.54158056484601,0
"WR","Eli Rogers (7688735)","Eli Rogers",7688735,3200,"Pit@Bal 01:00PM ET","Pit","Eli","Rogers","Bal",6.37,6.9,6,0.0688405797101449,6.2898566017761,6.17333009022658,1
"RB","Fozzy Whittaker (7688640)","Fozzy Whittaker",7688640,3200,"Car@LA 04:05PM ET","Car","Fozzy","Whittaker","LA",6.57,4.5,5,0.0988593155893536,4.96679473806873,4.92652587379204,0
"TE","Eric Ebron (7688801)","Eric Ebron",7688801,3100,"Det@Min 01:00PM ET","Det","Eric","Ebron","Min",10.1,11.4,5,0.122033898305085,10.2400361300718,10.0412381052633,1
"WR","Nelson Agholor (7688688)","Nelson Agholor",7688688,3100,"Phi@NYG 01:00PM ET","Phi","Nelson","Agholor","NYG",7.16,7.6,2,0.175675675675676,6.97942167691519,6.85319991750029,0
"RB","Damien Williams (7688597)","Damien Williams",7688597,3100,"NYJ@Mia 01:00PM ET","Mia","Damien","Williams","NYJ",4.89,4.4,4,0.0619047619047619,4.30730612314897,4.24524477620638,0
"WR","Chris Conley (7688707)","Chris Conley",7688707,3100,"Jax@KC 01:00PM ET","KC","Chris","Conley","Jax",6.93,6.3,3,0.14453125,6.14165231788596,6.0517329473733,0
"WR","Corey Brown (7688754)","Corey Brown",7688754,3100,"Car@LA 04:05PM ET","Car","Corey","Brown","LA",0,4.6,3,0.125475285171103,2.67308776121833,2.53259664224702,0
"RB","Knile Davis (7688649)","Knile Davis",7688649,3100,"Ind@GB 04:25PM ET","GB","Knile","Davis","Ind",0,0,11,0.01171875,0,0,0
"RB","Don Jackson (7688652)","Don Jackson",7688652,3100,"Ind@GB 04:25PM ET","GB","Don","Jackson","Ind",2.57,6.9,13,0.0069204152249135,4.92959681405166,4.75686957499063,0
"WR","Dontrelle Inman (7688777)","Dontrelle Inman",7688777,3100,"Ten@SD 04:25PM ET","SD","Dontrelle","Inman","Ten",8.11,7.4,3,0.136986301369863,7.20326541683681,7.09720214882028,0
"RB","Justin Forsett (7688577)","Justin Forsett",7688577,3000,"Det@Min 01:00PM ET","Det","Justin","Forsett","Min",2.33,1.1,9,0.0101694915254237,1.47327066628851,1.47413488368944,0
"RB","Zach Line (7688579)","Zach Line",7688579,3000,"Det@Min 01:00PM ET","Min","Zach","Line","Det",0,0,12,0.00413223140495868,0,0,0
"RB","Ronnie Hillman (7688581)","Ronnie Hillman",7688581,3000,"Det@Min 01:00PM ET","Min","Ronnie","Hillman","Det",2.73,1.1,8,0.0289256198347107,1.61645590710161,1.62323599055638,0
"RB","Michael Burton (7688582)","Michael Burton",7688582,3000,"Det@Min 01:00PM ET","Det","Michael","Burton","Min",0,0,0,0,0,0,0
"RB","Zach Zenner (7688584)","Zach Zenner",7688584,3000,"Det@Min 01:00PM ET","Det","Zach","Zenner","Min",4.22,4.2,6,0.0271186440677966,3.95124963777754,3.88538752471526,0
"WR","Andre Roberts (7688671)","Andre Roberts",7688671,3000,"Det@Min 01:00PM ET","Det","Andre","Roberts","Min",2.32,1.6,6,0.0271186440677966,1.76024405279191,1.74568959974027,0
"WR","Charles Johnson (7688672)","Charles Johnson",7688672,3000,"Det@Min 01:00PM ET","Min","Charles","Johnson","Det",4.24,1.7,6,0.0661157024793388,2.50564381219953,2.51643136144609,0
"WR","Jarius Wright (7688675)","Jarius Wright",7688675,3000,"Det@Min 01:00PM ET","Min","Jarius","Wright","Det",0,1.9,9,0.0206611570247934,1.10410146659018,1.04607252614551,0
"WR","Laquon Treadwell (7688679)","Laquon Treadwell",7688679,3000,"Det@Min 01:00PM ET","Min","Laquon","Treadwell","Det",0,1,14,0,0.581106035047464,0.550564487445005,0
"RB","Bobby Rainey (7688588)","Bobby Rainey",7688588,3000,"Phi@NYG 01:00PM ET","NYG","Bobby","Rainey","Phi",6.22,9.7,5,0.079136690647482,7.86325903460409,7.65899773999749,0
"RB","Kenjon Barner (7688590)","Kenjon Barner",7688590,3000,"Phi@NYG 01:00PM ET","Phi","Kenjon","Barner","NYG",0,1.8,10,0.0045045045045045,1.04599086308544,0.991016077401009,0
"RB","Paul Perkins (7688592)","Paul Perkins",7688592,3000,"Phi@NYG 01:00PM ET","NYG","Paul","Perkins","Phi",0,4,9,0.0287769784172662,2.32442414018986,2.20225794978002,0
"WR","Dwayne Harris (7688681)","Dwayne Harris",7688681,3000,"Phi@NYG 01:00PM ET","NYG","Dwayne","Harris","Phi",2.02,0,14,0,0.723085466106148,0.752960589678055,0
"WR","Tavarres King (7688682)","Tavarres King",7688682,3000,"Phi@NYG 01:00PM ET","NYG","Tavarres","King","Phi",0,0,13,0.00359712230215827,0,0,0
"WR","Josh Huff (7688684)","Josh Huff",7688684,3000,"Phi@NYG 01:00PM ET","Phi","Josh","Huff","NYG",0,2.5,0,0,1.45276508761866,1.37641121861251,0
"WR","Dorial Green-Beckham (7688686)","Dorial Green-Beckham",7688686,3000,"Phi@NYG 01:00PM ET","Phi","Dorial","Green-Beckham","NYG",6.72,9,3,0.157657657657658,7.63546636108723,7.45997898236966,0
"WR","Bryce Treggs (7688687)","Bryce Treggs",7688687,3000,"Phi@NYG 01:00PM ET","Phi","Bryce","Treggs","NYG",2.25,0,11,0,0.80541697957368,0.838693726126546,0
"WR","Roger Lewis (7688690)","Roger Lewis",7688690,3000,"Phi@NYG 01:00PM ET","NYG","Roger","Lewis","Phi",0,1.1,10,0.0143884892086331,0.639216638552211,0.605620936189506,0
"RB","Kenyan Drake (7688598)","Kenyan Drake",7688598,3000,"NYJ@Mia 01:00PM ET","Mia","Kenyan","Drake","NYJ",0,4.4,9,0.0333333333333333,2.55686655420884,2.42248374475802,0
"RB","Troymaine Pope (7688599)","Troymaine Pope",7688599,3000,"NYJ@Mia 01:00PM ET","NYJ","Troymaine","Pope","Mia",0,0,0,0,0,0,0
"WR","Charone Peake (7688695)","Charone Peake",7688695,3000,"NYJ@Mia 01:00PM ET","NYJ","Charone","Peake","Mia",4.4,4.1,7,0.056140350877193,3.95757239263869,3.89742657406088,0
"WR","Jakeem Grant (7688697)","Jakeem Grant",7688697,3000,"NYJ@Mia 01:00PM ET","Mia","Jakeem","Grant","NYJ",0,0,14,0,0,0,0
"WR","Devin Smith (7688698)","Devin Smith",7688698,3000,"NYJ@Mia 01:00PM ET","NYJ","Devin","Smith","Mia",0,0,0,0,0,0,0
"WR","Robby Anderson (7688699)","Robby Anderson",7688699,3000,"NYJ@Mia 01:00PM ET","NYJ","Robby","Anderson","Mia",6.16,6.6,5,0.087719298245614,6.04035253983498,5.92988266288793,0
"WR","Leonte Carroo (7688700)","Leonte Carroo",7688700,3000,"NYJ@Mia 01:00PM ET","Mia","Leonte","Carroo","NYJ",1.97,0,12,0.00952380952380952,0.705187311004511,0.734322951319687,0
"WR","Jalin Marshall (7688701)","Jalin Marshall",7688701,3000,"NYJ@Mia 01:00PM ET","NYJ","Jalin","Marshall","Mia",2.8,2.2,8,0.0456140350877193,2.28072996279611,2.2549496204476,0
"RB","Anthony Sherman (7688602)","Anthony Sherman",7688602,3000,"Jax@KC 01:00PM ET","KC","Anthony","Sherman","Jax",0,1.1,11,0.01171875,0.639216638552211,0.605620936189506,0
"RB","Denard Robinson (7688603)","Denard Robinson",7688603,3000,"Jax@KC 01:00PM ET","Jax","Denard","Robinson","KC",0,0,12,0.00664451827242525,0,0,0
"RB","Corey Grant (7688605)","Corey Grant",7688605,3000,"Jax@KC 01:00PM ET","Jax","Corey","Grant","KC",0,0,14,0.00332225913621262,0,0,0
"WR","Bryan Walters (7688702)","Bryan Walters",7688702,3000,"Jax@KC 01:00PM ET","Jax","Bryan","Walters","KC",0,0,11,0.00996677740863787,0,0,0
"WR","Arrelious Benn (7688704)","Arrelious Benn",7688704,3000,"Jax@KC 01:00PM ET","Jax","Arrelious","Benn","KC",3.42,0,8,0.026578073089701,1.22423380895199,1.27481446371235,0
"WR","Albert Wilson (7688706)","Albert Wilson",7688706,3000,"Jax@KC 01:00PM ET","KC","Albert","Wilson","Jax",4.02,3.4,6,0.0703125,3.41477218933302,3.37038538132578,0
"WR","Rashad Greene Sr. (7688709)","Rashad Greene",7688709,3000,"Jax@KC 01:00PM ET","Jax","Rashad","Greene","KC",0,1,9,0.0232558139534884,0.581106035047464,0.550564487445005,0
"WR","De'Anthony Thomas (7688710)","De'Anthony Thomas",7688710,3000,"Jax@KC 01:00PM ET","KC","De'Anthony","Thomas","Jax",0,0,9,0.01953125,0,0,0
"WR","Demarcus Robinson (7688712)","Demarcus Robinson",7688712,3000,"Jax@KC 01:00PM ET","KC","Demarcus","Robinson","Jax",0,0,0,0,0,0,0
"RB","Darren McFadden (7688608)","Darren McFadden",7688608,3000,"Dal@Cle 01:00PM ET","Dal","Darren","McFadden","Cle",0,0,0,0,0,0,0
"RB","Lance Dunbar (7688610)","Lance Dunbar",7688610,3000,"Dal@Cle 01:00PM ET","Dal","Lance","Dunbar","Cle",0,4.2,8,0.0263157894736842,2.44064534719935,2.31237084726902,0
"RB","Rod Smith (7688611)","Rod Smith",7688611,3000,"Dal@Cle 01:00PM ET","Dal","Rod","Smith","Cle",0,0,0,0,0,0,0
"RB","Keith Smith (7688612)","Keith Smith",7688612,3000,"Dal@Cle 01:00PM ET","Dal","Keith","Smith","Cle",0,0,9,0.0131578947368421,0,0,0
"RB","George Atkinson III (7688614)","George Atkinson III",7688614,3000,"Dal@Cle 01:00PM ET","Cle","George","Atkinson III","Dal",0,0,0,0,0,0,0
"RB","Darius Jackson (7688616)","Darius Jackson",7688616,3000,"Dal@Cle 01:00PM ET","Dal","Darius","Jackson","Cle",0,0,0,0,0,0,0
"WR","Jordan Payton (7688720)","Jordan Payton",7688720,3000,"Dal@Cle 01:00PM ET","Cle","Jordan","Payton","Dal",0,0,11,0.01,0,0,0
"WR","Ricardo Louis (7688721)","Ricardo Louis",7688721,3000,"Dal@Cle 01:00PM ET","Cle","Ricardo","Louis","Dal",5.57,6.7,5,0.106666666666667,5.88726491314041,5.7650149790037,0
"WR","Lucky Whitehead (7688723)","Lucky Whitehead",7688723,3000,"Dal@Cle 01:00PM ET","Dal","Lucky","Whitehead","Cle",0,1.1,11,0.0043859649122807,0.639216638552211,0.605620936189506,0
"WR","Rashard Higgins (7688724)","Rashard Higgins",7688724,3000,"Dal@Cle 01:00PM ET","Cle","Rashard","Higgins","Dal",1.59,1.7,8,0.0233333333333333,1.55704159181276,1.5286365284526,0
"RB","Kyle Juszczyk (7688619)","Kyle Juszczyk",7688619,3000,"Pit@Bal 01:00PM ET","Bal","Kyle","Juszczyk","Pit",0,4.8,5,0.0885245901639344,2.78930896822783,2.64270953973602,0
"RB","Fitzgerald Toussaint (7688620)","Fitzgerald Toussaint",7688620,3000,"Pit@Bal 01:00PM ET","Pit","Fitzgerald","Toussaint","Bal",0,0,12,0.0036231884057971,0,0,0
"RB","Roosevelt Nix (7688622)","Roosevelt Nix",7688622,3000,"Pit@Bal 01:00PM ET","Pit","Roosevelt","Nix","Bal",0,0,0,0,0,0,0
"RB","Javorius Allen (7688624)","Javorius Allen",7688624,3000,"Pit@Bal 01:00PM ET","Bal","Javorius","Allen","Pit",0,0,10,0.019672131147541,0,0,0
"RB","Lorenzo Taliaferro (7688626)","Lorenzo Taliaferro",7688626,3000,"Pit@Bal 01:00PM ET","Bal","Lorenzo","Taliaferro","Pit",0,0,12,0.00983606557377049,0,0,0
"WR","Devin Hester (7688726)","Devin Hester",7688726,3000,"Pit@Bal 01:00PM ET","Bal","Devin","Hester","Pit",0,0,0,0,0,0,0
"WR","Darrius Heyward-Bey (7688727)","Darrius Heyward-Bey",7688727,3000,"Pit@Bal 01:00PM ET","Pit","Darrius","Heyward-Bey","Bal",6.63,2,8,0.0507246376811594,3.53550743657204,3.57247982120957,0
"WR","Cobi Hamilton (7688732)","Cobi Hamilton",7688732,3000,"Pit@Bal 01:00PM ET","Pit","Cobi","Hamilton","Bal",0,0,10,0.0289855072463768,0,0,0
"WR","Chris Moore (7688734)","Chris Moore",7688734,3000,"Pit@Bal 01:00PM ET","Bal","Chris","Moore","Pit",0,3,8,0.0459016393442623,1.74331810514239,1.65169346233502,0
"RB","John Kuhn (7688628)","John Kuhn",7688628,3000,"NO@SF 04:05PM ET","NO","John","Kuhn","SF",3.18,2.3,8,0.0293159609120521,2.4748665450733,2.4516521207157,0
"RB","DuJuan Harris (7688630)","DuJuan Harris",7688630,3000,"NO@SF 04:05PM ET","SF","DuJuan","Harris","NO",8.17,10.4,12,0.00952380952380952,8.96806130810117,8.77126077718533,0
"RB","Travaris Cadet (7688631)","Travaris Cadet",7688631,3000,"NO@SF 04:05PM ET","NO","Travaris","Cadet","SF",6.75,5,5,0.0977198697068404,5.32178111395836,5.26890361560466,0
"RB","Marcus Murphy (7688634)","Marcus Murphy",7688634,3000,"NO@SF 04:05PM ET","NO","Marcus","Murphy","SF",0,0,13,0,0,0,0
"RB","Daniel Lasco (7688635)","Daniel Lasco",7688635,3000,"NO@SF 04:05PM ET","NO","Daniel","Lasco","SF",0,0,12,0.0130293159609121,0,0,0
"WR","Keshawn Martin (7688739)","Keshawn Martin",7688739,3000,"NO@SF 04:05PM ET","SF","Keshawn","Martin","NO",0,0,0,0,0,0,0
"WR","Rod Streater (7688740)","Rod Streater",7688740,3000,"NO@SF 04:05PM ET","SF","Rod","Streater","NO",2.02,4,8,0.0333333333333333,3.047509606296,2.95521853945808,0
"WR","Brandon Coleman (7688741)","Brandon Coleman",7688741,3000,"NO@SF 04:05PM ET","NO","Brandon","Coleman","SF",6.57,1.3,7,0.0618892508143322,3.10725542591685,3.16471951396802,0
"WR","Quinton Patton (7688743)","Quinton Patton",7688743,3000,"NO@SF 04:05PM ET","SF","Quinton","Patton","NO",8,5.2,2,0.152380952380952,5.88545619850879,5.84495747205286,0
"WR","Tommylee Lewis (7688745)","Tommylee Lewis",7688745,3000,"NO@SF 04:05PM ET","NO","Tommylee","Lewis","SF",0,0,8,0.0293159609120521,0,0,0
"WR","Aaron Burbridge (7688747)","Aaron Burbridge",7688747,3000,"NO@SF 04:05PM ET","SF","Aaron","Burbridge","NO",0,1.5,9,0.0238095238095238,0.871659052571196,0.825846731167508,0
"WR","Jake Lampman (7688748)","Jake Lampman",7688748,3000,"NO@SF 04:05PM ET","NO","Jake","Lampman","SF",0,0,0,0,0,0,0
"RB","Mike Tolbert (7688637)","Mike Tolbert",7688637,3000,"Car@LA 04:05PM ET","Car","Mike","Tolbert","LA",0,3.7,8,0.026615969581749,2.15009232967562,2.03708860354652,0
"RB","Chase Reynolds (7688639)","Chase Reynolds",7688639,3000,"Car@LA 04:05PM ET","LA","Chase","Reynolds","Car",0,0,0,0,0,0,0
"RB","Malcolm Brown (7688642)","Malcolm Brown",7688642,3000,"Car@LA 04:05PM ET","LA","Malcolm","Brown","Car",0,0,9,0.00840336134453781,0,0,0
"WR","Brenton Bersin (7688752)","Brenton Bersin",7688752,3000,"Car@LA 04:05PM ET","Car","Brenton","Bersin","LA",0,0,10,0.00380228136882129,0,0,0
"WR","Bradley Marquez (7688755)","Bradley Marquez",7688755,3000,"Car@LA 04:05PM ET","LA","Bradley","Marquez","Car",1.5,0,8,0.0168067226890756,0.53694465304912,0.559129150751031,0
"WR","Nelson Spruce (7688757)","Nelson Spruce",7688757,3000,"Car@LA 04:05PM ET","LA","Nelson","Spruce","Car",0,0,0,0,0,0,0
"WR","Pharoh Cooper (7688759)","Pharoh Cooper",7688759,3000,"Car@LA 04:05PM ET","LA","Pharoh","Cooper","Car",0,0,11,0,0,0,0
"WR","Mike Thomas (7688760)","Mike Thomas",7688760,3000,"Car@LA 04:05PM ET","LA","Mike","Thomas","Car",0,0,9,0.00840336134453781,0,0,0
"RB","Jordan Todman (7688648)","Jordan Todman",7688648,3000,"Ind@GB 04:25PM ET","Ind","Jordan","Todman","GB",0,0,13,0,0,0,0
"RB","Josh Ferguson (7688651)","Josh Ferguson",7688651,3000,"Ind@GB 04:25PM ET","Ind","Josh","Ferguson","GB",4.4,0,6,0.0769230769230769,1.57503764894408,1.64011217553636,0
"WR","Devin Street (7688764)","Devin Street",7688764,3000,"Ind@GB 04:25PM ET","Ind","Devin","Street","GB",1.4,0,11,0.0184615384615385,0.501148342845845,0.521853874034296,0
"WR","Trevor Davis (7688769)","Trevor Davis",7688769,3000,"Ind@GB 04:25PM ET","GB","Trevor","Davis","Ind",0,0,9,0.0242214532871972,0,0,0
"WR","Tevaun Smith (7688770)","Tevaun Smith",7688770,3000,"Ind@GB 04:25PM ET","Ind","Tevaun","Smith","GB",0,0,0,0,0,0,0
"WR","Chester Rogers (7688771)","Chester Rogers",7688771,3000,"Ind@GB 04:25PM ET","Ind","Chester","Rogers","GB",2.95,1.9,7,0.0646153846153846,2.16009261758678,2.1456931892892,0
"WR","Geronimo Allison (7688773)","Geronimo Allison",7688773,3000,"Ind@GB 04:25PM ET","GB","Geronimo","Allison","Ind",2.76,0,11,0.013840830449827,0.98797816161038,1.0287976373819,0
"RB","Dexter McCluster (7688654)","Dexter McCluster",7688654,3000,"Ten@SD 04:25PM ET","SD","Dexter","McCluster","Ten",2.13,0,7,0.0376712328767123,0.76246140732975,0.793963394066464,0
"RB","Jalston Fowler (7688655)","Jalston Fowler",7688655,3000,"Ten@SD 04:25PM ET","Ten","Jalston","Fowler","SD",0,0,12,0.00384615384615385,0,0,0
"RB","Antonio Andrews (7688656)","Antonio Andrews",7688656,3000,"Ten@SD 04:25PM ET","Ten","Antonio","Andrews","SD",0,0,0,0,0,0,0
"RB","Kenneth Farrow (7688659)","Kenneth Farrow",7688659,3000,"Ten@SD 04:25PM ET","SD","Kenneth","Farrow","Ten",1.4,1.4,12,0.00342465753424658,1.31469679191229,1.2926441564573,0
"WR","Andre Johnson (7688774)","Andre Johnson",7688774,3000,"Ten@SD 04:25PM ET","Ten","Andre","Johnson","SD",0,0,5,0.111538461538462,0,0,0
"WR","Harry Douglas (7688775)","Harry Douglas",7688775,3000,"Ten@SD 04:25PM ET","Ten","Harry","Douglas","SD",3.33,3.4,9,0.0307692307692308,3.16777764893042,3.11318597198031,0
"WR","Marc Mariani (7688776)","Marc Mariani",7688776,3000,"Ten@SD 04:25PM ET","Ten","Marc","Mariani","SD",0,0,0,0,0,0,0
"WR","Griff Whalen (7688779)","Griff Whalen",7688779,3000,"Ten@SD 04:25PM ET","SD","Griff","Whalen","Ten",0,4.1,11,0.00684931506849315,2.3825347436946,2.25731439852452,0
"WR","Isaiah Burse (7688782)","Isaiah Burse",7688782,3000,"Ten@SD 04:25PM ET","SD","Isaiah","Burse","Ten",0,0,14,0,0,0,0
"WR","Tajae Sharpe (7688784)","Tajae Sharpe",7688784,3000,"Ten@SD 04:25PM ET","Ten","Tajae","Sharpe","SD",6.69,8.9,1,0.2,7.5666168645215,7.39373995061014,0
"TE","Antonio Gates (7688866)","Antonio Gates",7688866,3000,"Ten@SD 04:25PM ET","SD","Antonio","Gates","Ten",12.47,14,4,0.133561643835616,12.5992843730128,12.356129830807,1
"RB","Taiwan Jones (7688661)","Taiwan Jones",7688661,3000,"Den@Oak 08:30PM ET","Oak","Taiwan","Jones","Den",0,0,12,0.00593471810089021,0,0,0
"RB","Juwan Thompson (7688663)","Juwan Thompson",7688663,3000,"Den@Oak 08:30PM ET","Den","Juwan","Thompson","Oak",0,1.3,0,0,0.755437845561703,0.715733833678507,0
"RB","Jamize Olawale (7688664)","Jamize Olawale",7688664,3000,"Den@Oak 08:30PM ET","Oak","Jamize","Olawale","Den",0,1.4,10,0.0178041543026706,0.81354844906645,0.770790282423007,0
"RB","Andy Janovich (7688667)","Andy Janovich",7688667,3000,"Den@Oak 08:30PM ET","Den","Andy","Janovich","Oak",0,0,9,0.0182481751824818,0,0,0
"RB","Jalen Richard (7688668)","Jalen Richard",7688668,3000,"Den@Oak 08:30PM ET","Oak","Jalen","Richard","Den",5.03,6,6,0.0623145400593472,5.2871906135095,5.17833334352182,0
"WR","Jordan Norwood (7688785)","Jordan Norwood",7688785,3000,"Den@Oak 08:30PM ET","Den","Jordan","Norwood","Oak",4.25,3,4,0.0875912408759124,3.26466128878157,3.23589272279627,0
"WR","Bennie Fowler (7688789)","Bennie Fowler",7688789,3000,"Den@Oak 08:30PM ET","Den","Bennie","Fowler","Oak",2.94,2,7,0.0547445255474453,2.2146235900712,2.19702211036203,0
"WR","Jordan Taylor (7688790)","Jordan Taylor",7688790,3000,"Den@Oak 08:30PM ET","Den","Jordan","Taylor","Oak",0,0,8,0.0255474452554745,0,0,0
