"Mike Trout_LAA","Aaron Altherr_PHI","Cesar Hernandez_PHI","Cameron Rupp_PHI","Andrelton Simmons_LAA","Luis Valbuena_LAA","Tommy Joseph_PHI","Odubel Herrera_PHI","Buster Posey_SF","Brandon Belt_SF","Marcus Semien_OAK","Freddy Galvis_PHI","Yonder Alonso_OAK","Cameron Maybin_LAA","Chris Carter_OAK","Khris Davis_OAK","Albert Pujols_LAA","Yunel Escobar_LAA","Maikel Franco_PHI","Nick Hundley_SF","Joe Panik_SF","Jefry Marte_LAA","Denard Span_SF","Pablo Sandoval_SF","Matt Joyce_OAK","Rajai Davis_OAK","Hunter Pence_SF","Brandon Crawford_SF","Nick Franklin_LAA","Nick Williams_PHI","CJ Cron_LAA","Jed Lowrie_OAK","Jarrett Parker_SF","Chad Pinder_OAK","Christian Arroyo_SF","Dustin Fowler_OAK","Hyun Soo Kim_PHI","Roman Quinn_PHI","Rhys Hoskins_PHI","Gorkys Hernandez_SF","Ryon Healy_OAK","Ben Revere_LAA","Daniel Nava_PHI","Mac Williamson_SF","Kole Calhoun_LAA","Josh Phegley_OAK","Mark Canha_OAK","Kelby Tomlinson_SF","Andrew Knapp_PHI","Joey Wendle_OAK","Martin Maldonado_LAA","Scott Kingery_PHI","David Fletcher_LAA","Aaron Hill_SF","Brock Stassi_PHI","Nolan Fontana_LAA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Matt Chapman_OAK","Justin Ruggiano_SF","Conor Gillaspie_SF","Bruce Maxwell_OAK","Juan Graterol_LAA","Carlos Perez_LAA","Cameron Perkins_PHI","Michael Morse_SF","Eric Young_LAA","Cliff Pennington_LAA","Tim Federowicz_SF","Chris Marrero_SF","Andres Blanco_PHI","Shane Robinson_LAA","Ty Kelly_PHI","Kaleb Cowart_LAA","Jorge Alfaro_PHI","Carlos Moncrief_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","Jaycob Brugman_OAK","Renato Nunez_OAK","Austin Slater_SF","Miguel Gomez_SF","Matt Olson_OAK","Ryder Jones_SF","Franklin Barreto_OAK","Orlando Calixte_SF","Jae-gyun Hwang_SF"
0,0,0,0,0,0,0,0,0,0,28,0,22,0,0,27,0,0,0,0,0,0,0,0,23,20,0,0,0,0,0,26,0,0,0,0,0,0,0,0,25,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
0,69,67,54,0,0,88,89,0,0,0,97,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,43,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,22,0,79,0,0,76,0,0,0,0,0,0,0,0,69,45,0,0,0,0,0,72,0,26,0,0,0,0,0,0,70,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,21,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,27,0,0,0,9,0,7,0,0
38,0,0,0,69,38,0,0,0,0,0,0,0,70,0,0,63,53,0,0,0,23,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,21,0,0,66,0,0,0,0,0,58,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,27,0,76,0,0,94,0,0,0,0,0,0,0,0,75,57,0,0,0,0,0,86,0,35,0,0,0,0,0,0,85,0,0,0,0,31,19,0,0,0,0,0,0,0,0,0,0,2,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,30,0,0,0,10,0,9,0,0
50,0,0,0,88,43,0,0,0,0,0,0,0,63,0,0,90,74,0,0,0,22,0,0,0,0,0,0,4,0,30,0,0,0,0,0,0,0,0,0,0,39,0,0,84,0,0,0,0,0,76,0,0,0,0,3,0,0,0,0,0,0,11,3,0,0,24,28,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,77,34,0,0,0,0,0,0,0,53,0,0,74,79,0,0,0,20,0,0,0,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,0,37,0,0,75,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,23,23,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64,62,53,0,0,84,85,0,0,0,92,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,39,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17,25,0,0,0,0,0,0,0,0,0,32,27,0,18,0,0,0,23,24,0,0,0,0,2,0,7,0,0,0,0,17,0,0,0,2,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,3,6,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,5
0,0,0,0,0,0,0,0,72,78,0,0,0,0,0,0,0,0,0,27,87,0,61,0,0,0,62,70,0,0,0,0,7,0,25,0,0,0,0,45,0,0,0,9,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,10,11,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,6,11
22,0,0,0,27,5,0,0,0,0,0,0,0,23,0,0,22,20,0,0,0,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,26,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,58,67,0,0,0,0,0,0,0,0,0,18,61,0,71,0,0,0,47,70,0,0,0,0,6,0,12,0,0,0,0,26,0,0,0,9,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,3,0,3,0,5,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,23,0,69,0,0,75,0,0,0,0,0,0,0,0,78,41,0,0,0,0,0,72,0,22,0,0,0,0,0,0,69,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,23,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,27,0,0,0,10,0,8,0,0
0,0,0,0,0,0,0,0,0,0,20,0,45,0,0,57,0,0,0,0,0,0,0,0,41,59,0,0,0,0,0,54,0,23,0,0,0,0,0,0,53,0,0,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,4,0,6,0,0
0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,23,62,0,47,0,0,0,74,56,0,0,0,0,7,0,14,0,0,0,0,42,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,2,0,3,0,3,12
0,0,0,0,0,0,0,0,70,76,0,0,0,0,0,0,0,0,0,24,70,0,70,0,0,0,56,82,0,0,0,0,6,0,14,0,0,0,0,36,0,0,0,9,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,3,0,3,0,5,13
3,0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,13,9,0,0,21,20,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,35,8,0,0,0,0,0,0,0,19,0,0,30,27,0,0,0,5,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,16,0,0,33,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,9,9,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,26,0,72,0,0,86,0,0,0,0,0,0,0,0,72,54,0,0,0,0,0,89,0,31,0,0,0,0,0,0,80,0,0,0,0,26,19,0,0,0,0,0,0,0,0,0,0,2,23,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,27,0,0,0,8,0,7,0,0
0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,2,7,0,6,0,0,0,7,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,35,0,0,0,0,0,0,0,0,22,23,0,0,0,0,0,31,0,35,0,0,0,0,0,0,35,0,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,0,0,0,7,25,0,12,0,0,0,14,14,0,0,0,0,0,0,30,0,0,0,0,16,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,49,45,0,0,0,0,0,0,0,0,0,17,45,0,26,0,0,0,42,36,0,0,0,0,0,0,16,0,0,0,0,54,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,6,7,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,0,2,0,0,9
0,0,0,0,0,0,0,0,0,0,25,0,70,0,0,85,0,0,0,0,0,0,0,0,69,53,0,0,0,0,0,80,0,35,0,0,0,0,0,0,88,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0,2,19,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,26,0,0,0,11,0,6,0,0
24,0,0,0,45,30,0,0,0,0,0,0,0,21,0,0,39,37,0,0,0,7,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,46,0,0,41,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,7,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,12,12,0,0,24,25,0,0,0,29,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,2,9,0,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,93,49,0,0,0,0,0,0,0,66,0,0,84,75,0,0,0,26,0,0,0,0,0,0,5,0,33,0,0,0,0,0,0,0,0,0,0,41,0,0,95,0,0,0,0,0,76,0,0,0,0,3,0,0,0,0,0,0,16,3,0,0,26,29,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,0,18,0,0,31,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,26,0,18,0,0,0,0,0,0,30,0,0,0,0,31,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,4,0,4,0,0
0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,19,0,0,0,0,0,0,0,0,10,14,0,0,0,0,0,19,0,10,0,0,0,0,0,0,20,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,8,6,0,5,0,0,0,11,8,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,3
0,28,27,0,0,0,35,42,0,0,0,43,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,43,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,81,42,0,0,0,0,0,0,0,58,0,0,76,66,0,0,0,22,0,0,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,32,0,0,76,0,0,0,0,0,82,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,26,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,0,0,0,6,6,0,8,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
0,7,10,4,0,0,3,11,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,19,0,21,0,0,24,0,0,0,0,0,0,0,0,23,15,0,0,0,0,0,23,0,0,0,0,0,0,0,0,19,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,3,10,0,8,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,6,11,0,6,0,0,0,9,5,0,0,0,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14,0,26,0,0,26,0,0,0,0,0,0,0,0,25,14,0,0,0,0,0,24,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,5,0,0
6,0,0,0,16,10,0,0,0,0,0,0,0,11,0,0,11,10,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,14,0,0,0,0,0,0,0,16,0,0,24,23,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,26,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,29,20,0,0,0,0,0,0,0,16,0,0,28,23,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,0,0,29,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,10,31,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
