"Place_lo","Place_hi","Payout"
"1","1","7500"
"2","2","4000"
"3","3","2000"
"4","4","1000"
"5","5","500"
"6","6","400"
"7","8","300"
"9","10","200"
"11","15","150"
"16","20","100"
"21","30","80"
"31","40","70"
"41","65","60"
"66","100","50"
"101","150","40"
"151","250","30"
"251","400","25"
"401","700","20"
"701","1250","15"
"1251","2490","10"
"2491","4640","8"
