"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,774606148,"eagsixcards (4/6)",0,150.7,"P Ricky Nolasco C Martín Maldonado 3B Yunel Escobar OF Cameron Maybin P Jeff Samardzija OF Brandon Belt 1B Buster Posey OF Kole Calhoun SS Andrelton Simmons 2B Joe Panik",NA,"Cody Bellinger","74.83%",2
2,774771757,"antman08 (2/3)",0,143.7,"P Ricky Nolasco C Martín Maldonado OF Hunter Pence 3B Yunel Escobar OF Cameron Maybin P Jeff Samardzija OF Brandon Belt 1B Buster Posey SS Brandon Crawford 2B Joe Panik",NA,"Rich Hill","73.30%",19.55
3,775004378,"bestgames (3/15)",0,141.7,"1B Albert Pujols P Ricky Nolasco OF Denard Span C Martín Maldonado OF Hunter Pence 3B Yunel Escobar P Jeff Samardzija OF Brandon Belt SS Andrelton Simmons 2B Joe Panik",NA,"Jeff Samardzija","55.78%",20.65
3,775007411,"fordyak",0,141.7,"1B Albert Pujols P Ricky Nolasco OF Denard Span 3B Yunel Escobar OF Cameron Maybin P Jeff Samardzija OF Brandon Belt C Buster Posey SS Andrelton Simmons 2B Joe Panik",NA,"Justin Turner","52.89%",0
3,774666460,"zsavior (4/15)",0,141.7,"1B Albert Pujols P Ricky Nolasco OF Denard Span 3B Yunel Escobar P Jeff Samardzija OF Brandon Belt C Buster Posey 2B Danny Espinosa OF Kole Calhoun SS Andrelton Simmons",NA,"German Márquez","51.87%",-3
3,775004382,"bestgames (7/15)",0,141.7,"P Ricky Nolasco OF Denard Span OF Hunter Pence P Jeff Samardzija 1B Brandon Belt C Buster Posey 2B Danny Espinosa OF Kole Calhoun SS Andrelton Simmons 3B Ryder Jones",NA,"Charlie Blackmon","47.96%",5
7,774666457,"zsavior (1/15)",0,139.7,"P Ricky Nolasco OF Hunter Pence OF Cameron Maybin P Jeff Samardzija 1B Brandon Belt C Buster Posey OF Kole Calhoun SS Andrelton Simmons 2B Joe Panik 3B Ryder Jones",NA,"Yasmani Grandal","47.45%",2
8,774992483,"danbutakov26 (4/12)",0,138.7,"P Ricky Nolasco OF Denard Span C Martín Maldonado OF Hunter Pence 3B Yunel Escobar OF Cameron Maybin P Jeff Samardzija 1B Brandon Belt 2B Danny Espinosa SS Brandon Crawford",NA,"Joc Pederson","40.31%",2
9,774666463,"zsavior (7/15)",0,136.7,"P Ricky Nolasco C Martín Maldonado OF Hunter Pence 3B Yunel Escobar OF Cameron Maybin P Jeff Samardzija 1B Brandon Belt 2B Danny Espinosa SS Brandon Crawford OF Kole Calhoun",NA,"Buster Posey","38.44%",17
10,774666461,"zsavior (5/15)",0,135.7,"P Ricky Nolasco OF Denard Span OF Eric Young Jr. C Martín Maldonado 3B Yunel Escobar OF Cameron Maybin P Jeff Samardzija 1B Brandon Belt SS Andrelton Simmons 2B Joe Panik",NA,"Brandon Crawford","38.10%",7
11,774666468,"zsavior (12/15)",0,132.7,"1B Albert Pujols P Ricky Nolasco C Martín Maldonado OF Hunter Pence 3B Yunel Escobar P Jeff Samardzija OF Gorkys Hernández OF Kole Calhoun SS Andrelton Simmons 2B Joe Panik",NA,"Chris Taylor","36.56%",5
11,774666465,"zsavior (9/15)",0,132.7,"1B Albert Pujols P Ricky Nolasco OF Denard Span C Martín Maldonado P Jeff Samardzija OF Brandon Belt SS Brandon Crawford OF Kole Calhoun 2B Joe Panik 3B Ryder Jones",NA,"Cameron Maybin","32.14%",10
