"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,755180674,"scout326 (4/25)",0,228.7,"2B Brandon Phillips OF Grégor Blanco OF Matt Kemp C Kurt Suzuki OF David Peralta P Chris Sale 1B Paul Goldschmidt 3B Jake Lamb SS Dansby Swanson P Ariel Miranda",NA,"Chris Sale","41.22%",27.55
2,755300627,"ehafner (1/20)",0,203.7,"2B Brandon Phillips OF Nick Markakis OF Matt Kemp C Kurt Suzuki OF David Peralta P Chris Sale 1B Paul Goldschmidt 3B Jake Lamb SS Johan Camargo P Ariel Miranda",NA,"Luis Severino","36.28%",18.45
3,755300642,"ehafner (16/20)",0,200.4,"OF Grégor Blanco OF Matt Kemp C Kurt Suzuki OF David Peralta SS Chris Owings 1B Paul Goldschmidt 3B Jake Lamb P Jacob deGrom 2B Johan Camargo P Luis Severino",NA,"Alex Avila","35.98%",2
4,755300634,"ehafner (8/20)",0,194.3,"2B Brandon Phillips OF Grégor Blanco OF Matt Kemp C Kurt Suzuki P Chris Sale 1B Paul Goldschmidt 3B Jake Lamb P Daniel Norris OF Jace Peterson SS Dansby Swanson",NA,"Jake Lamb","27.74%",36
5,755494696,"golions85 (3/10)",0,187.05,"1B Ryan Zimmerman OF David Peralta OF Brett Eibner SS Kiké Hernández 3B Jake Lamb P Jacob deGrom C Austin Barnes P Alex Wood 2B Chris Taylor OF Cody Bellinger",NA,"Paul Goldschmidt","27.45%",11
6,755287708,"ilikepie123 (1/2)",0,185.75,"OF Jayson Werth OF Grégor Blanco C Kurt Suzuki SS Adam Rosales OF Chris Owings 1B Paul Goldschmidt 3B Jake Lamb P José Quintana P Jacob deGrom 2B Brandon Drury",NA,"Alex Wood","25.61%",23.1
7,755243514,"TeeJayOrTj (1/2)",0,182.05,"OF Grégor Blanco C Kurt Suzuki OF David Peralta 2B Josh Harrison SS Kiké Hernández 1B Paul Goldschmidt 3B Jake Lamb P Jacob deGrom P Alex Wood OF Yasmany Tomás",NA,"David Peralta","22.31%",21
8,755276090,"dahladino (5/5)",0,179.7,"2B Brandon Phillips OF Matt Kemp C Kurt Suzuki 1B Logan Morrison 3B Evan Longoria P Chris Sale OF Corey Dickerson OF Kevin Kiermaier SS Trea Turner P Ariel Miranda",NA,"Nate Karns","21.92%",12.25
9,755494967,"golions85 (5/10)",0,179.4,"OF Grégor Blanco 1B Logan Morrison OF David Peralta 3B Jake Lamb P Jacob deGrom 2B Brandon Drury C Austin Barnes P Luis Severino SS Corey Seager OF Yasmany Tomás",NA,"Jayson Werth","21.92%",4
10,755495028,"golions85 (6/10)",0,177.85,"C Kurt Suzuki SS Chris Owings 1B Paul Goldschmidt 3B Jake Lamb 2B Brandon Drury OF Aaron Judge P Daniel Norris P Alex Wood OF Michael Conforto OF Yasmany Tomás",NA,"Bryce Harper","21.92%",0
