"Paul Goldschmidt_ARI","Mike Trout_LAA","Jay Bruce_NYM","Ryan Braun_MIL","Michael Conforto_NYM","Robinson Cano_SEA","Neil Walker_NYM","Eric Thames_MIL","Jean Segura_SEA","AJ Pollock_ARI","Jose Abreu_CWS","Jake Lamb_ARI","Corey Seager_LAD","Nelson Cruz_SEA","Wil Myers_SD","Jonathan Villar_MIL","Cody Bellinger_LAD","Yonder Alonso_OAK","Keon Broxton_MIL","Travis Shaw_MIL","Buster Posey_SF","Asdrubal Cabrera_NYM","Yasmany Tomas_ARI","Chris Owings_ARI","Yoenis Cespedes_NYM","Ben Gamel_SEA","Jose Reyes_NYM","David Peralta_ARI","Lucas Duda_NYM","Justin Turner_LAD","Todd Frazier_CWS","Avisail Garcia_CWS","David Wright_NYM","Brandon Drury_ARI","Hernan Perez_MIL","Domingo Santana_MIL","Joc Pederson_LAD","Yasiel Puig_LAD","Albert Pujols_LAA","Yunel Escobar_LAA","Rajai Davis_OAK","Kyle Seager_SEA","Hunter Pence_SF","Trevor Plouffe_OAK","Matt Joyce_OAK","Khris Davis_OAK","Ryon Healy_OAK","Curtis Granderson_NYM","Manuel Margot_SD","Adrian Gonzalez_LAD","Eduardo Nunez_SF","Brandon Belt_SF","Yasmani Grandal_LAD","Luis Valbuena_LAA","Cameron Maybin_LAA","Jed Lowrie_OAK","Mitch Haniger_SEA","Marcus Semien_OAK","Logan Forsythe_LAD","Melky Cabrera_CWS","CJ Cron_LAA","Danny Valencia_SEA","Taylor Motter_SEA","Jeremy Hazelbaker_ARI","Ryan Schimpf_SD","Denard Span_SF","Jefry Marte_LAA","Leury Garcia_CWS","Leonys Martin_SEA","Chris Herrmann_ARI","Wilmer Flores_NYM","TJ Rivera_NYM","Nick Franklin_MIL","Alex Dickerson_SD","Chase Utley_LAD","Ben Revere_LAA","Matt Davidson_CWS","Kole Calhoun_LAA","Tim Anderson_CWS","Jarrod Dyson_SEA","Chris Iannetta_ARI","Socrates Brito_ARI","Jesus Aguilar_MIL","Jett Bandy_MIL","Orlando Arcia_MIL","Cory Spangenberg_SD","Franklin Gutierrez_LAD","Scott Van Slyke_LAD","Brandon Crawford_SF","Joe Panik_SF","Christian Arroyo_SF","Gregor Blanco_ARI","Travis d'Arnaud_NYM","Yangervis Solarte_SD","Hunter Renfroe_SD","Andre Ethier_LAD","Chris Taylor_LAD","Tyler Saladino_CWS","Mike Zunino_SEA","Brandon Nimmo_NYM","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Travis Jankowski_SD","Trayce Thompson_LAD","Jarrett Parker_SF","Austin Barnes_LAD","Charlie Tilson_CWS","Stephen Vogt_OAK","Josh Phegley_OAK","Mark Canha_OAK","Guillermo Heredia_SEA","Matt Szczur_SD","Eric Sogard_MIL","Austin Hedges_SD","Kike Hernandez_LAD","Andrew Toles_LAD","Andrelton Simmons_LAA","Juan Lagares_NYM","Nick Ahmed_ARI","Gavin Cecchini_NYM","Aaron Hill_SF","Nick Hundley_SF","Rob Segedin_LAD","Mac Williamson_SF","Danny Espinosa_LAA","Shawn O'Malley_SEA","Daniel Descalso_ARI","Matt Reynolds_NYM","Kevin Plawecki_NYM","Erick Aybar_SD","Christian Bethancourt_SD","Kelby Tomlinson_SF","Jacob May_CWS","Carlos Ruiz_SEA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Boog Powell_SEA","Yolmer Sanchez_CWS","Cody Asche_CWS","Adam Rosales_OAK","Tuffy Gosewisch_SEA","Bruce Maxwell_OAK","Chad Pinder_OAK","Rene Rivera_NYM","Luis Sardinas_SD","Allen Cordoba_SD","Brett Eibner_LAD","Geovany Soto_CWS","Martin Maldonado_LAA","Juan Graterol_LAA","Omar Narvaez_CWS","Willy Garcia_CWS","Jabari Blash_SD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Carlos Perez_LAA","Jaff Decker_OAK","Mike Freeman_SEA","Daniel Vogelbach_SEA","Hector Sanchez_SD","Justin Ruggiano_SF","Drew Stubbs_SF","Kevan Smith_CWS","Jeff Mathis_ARI","Michael Morse_SF","Cliff Pennington_LAA","Tim Federowicz_SF","Zack Collins_CWS","Matt Olson_OAK","Luis Torrens_SD","Chris Marrero_SF"
79.3179231863442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,43.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,108.229055258467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,66.4266666666667,0,0,0,25.8996212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,130.548913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,73.3185483870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,52.0336134453782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,25.8996212121212,0,0,0,91.7903225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,59.2540322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
