"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,751187362,"youdacao (137/150)",0.17,194.3,"OF Denard Span C Chris Iannetta 3B Luis Valbuena SS Cliff Pennington P Johnny Cueto OF David Peralta P Matt Shoemaker OF A.J. Pollock 1B Paul Goldschmidt 2B Brandon Drury",NA,"Johnny Cueto","61.34%",21.2
2,750733402,"headchopper (19/50)",0,188.3,"C Martín Maldonado 1B Luis Valbuena SS Cliff Pennington P Johnny Cueto OF David Peralta P Matt Shoemaker OF A.J. Pollock OF Mike Trout 3B Jake Lamb 2B Brandon Drury",NA,"Mike Trout","44.83%",16
3,751187343,"youdacao (118/150)",0.17,181.3,"OF Denard Span C Chris Iannetta SS Cliff Pennington 3B Yunel Escobar P Johnny Cueto OF David Peralta P Matt Shoemaker OF A.J. Pollock 1B Paul Goldschmidt 2B Brandon Drury",NA,"A.J. Pollock","43.86%",17
4,751187364,"youdacao (139/150)",0.17,180.3,"C Chris Iannetta 3B Luis Valbuena SS Cliff Pennington P Johnny Cueto OF Brandon Belt OF David Peralta P Matt Shoemaker OF A.J. Pollock 1B Paul Goldschmidt 2B Brandon Drury",NA,"Patrick Corbin","43.81%",10.7
4,750820056,"ttucowboy (1/2)",0.17,180.3,"OF Denard Span C Martín Maldonado SS Cliff Pennington P Johnny Cueto OF David Peralta P Matt Shoemaker OF A.J. Pollock 1B Paul Goldschmidt 3B Jake Lamb 2B Brandon Drury",NA,"Scott Feldman","38.64%",10.95
4,751187277,"youdacao (52/150)",0.17,180.3,"OF Denard Span C Martín Maldonado SS Cliff Pennington P Johnny Cueto OF David Peralta P Matt Shoemaker OF A.J. Pollock 1B Paul Goldschmidt 3B Jake Lamb 2B Brandon Drury",NA,"Buster Posey","36.93%",3
4,751129776,"mattb17 (60/72)",0,180.3,"C Martín Maldonado 3B Luis Valbuena SS Cliff Pennington P Johnny Cueto OF David Peralta P Matt Shoemaker OF Mike Trout 1B Paul Goldschmidt OF Kole Calhoun 2B Brandon Drury",NA,"Paul Goldschmidt","36.13%",9
8,750796937,"suidmach (97/150)",0.17,177.3,"OF Denard Span C Chris Iannetta 1B Luis Valbuena P Johnny Cueto OF Cameron Maybin P Matt Shoemaker OF A.J. Pollock 3B Jake Lamb SS Andrelton Simmons 2B Brandon Drury",NA,"Jake Lamb","35.12%",15
9,751095486,"mbolt1 (7/62)",0,176.3,"1B Albert Pujols C Martín Maldonado 3B Luis Valbuena SS Cliff Pennington P Johnny Cueto OF David Peralta P Matt Shoemaker OF A.J. Pollock OF Mike Trout 2B Brandon Drury",NA,"Matt Shoemaker","34.67%",29.1
10,750733421,"headchopper (38/50)",0.17,175.9,"OF Denard Span C Chris Iannetta 3B Luis Valbuena SS Cliff Pennington P Johnny Cueto OF David Peralta OF A.J. Pollock P Patrick Corbin 1B Paul Goldschmidt 2B Brandon Drury",NA,"David Peralta","34.65%",22
11,751187332,"youdacao (107/150)",0.17,175.3,"1B Victor Martinez OF Denard Span C Chris Iannetta P Johnny Cueto OF David Peralta SS Jordy Mercer P Matt Shoemaker OF A.J. Pollock 3B Jake Lamb 2B Brandon Drury",NA,"Josh Harrison","32.57%",5
12,751187322,"youdacao (97/150)",0.17,174.3,"OF Denard Span C Chris Iannetta SS Cliff Pennington P Johnny Cueto 3B David Freese OF David Peralta P Matt Shoemaker OF A.J. Pollock 1B Paul Goldschmidt 2B Brandon Drury",NA,"Chris Owings","28.17%",5
13,751106366,"cheffrank (33/47)",0,173.3,"C Chris Iannetta P Johnny Cueto OF David Peralta SS Jordy Mercer P Matt Shoemaker OF A.J. Pollock 3B Jake Lamb OF José Osuna 2B Brandon Drury 1B Josh Bell",NA,"Brandon Drury","27.00%",26
14,751173153,"Fraiby",0.51,172.3,"OF Denard Span SS Cliff Pennington P Johnny Cueto 1B Brandon Belt OF David Peralta C Buster Posey P Matt Shoemaker OF A.J. Pollock 3B Jake Lamb 2B Brandon Drury",NA,"Ian Kinsler","25.33%",0
14,750796938,"suidmach (98/150)",0.17,172.3,"C Chris Iannetta 1B Luis Valbuena SS Cliff Pennington 3B Yunel Escobar P Johnny Cueto OF Brandon Belt P Matt Shoemaker OF A.J. Pollock OF Mike Trout 2B Brandon Drury",NA,"Andrew McCutchen","24.72%",3
14,751143980,"Reynab1973",0,172.3,"C Chris Iannetta 1B Luis Valbuena OF Andrew McCutchen P Johnny Cueto OF David Peralta SS Jordy Mercer P Matt Shoemaker 3B Jake Lamb OF Kole Calhoun 2B Brandon Drury",NA,"Jordy Mercer","22.97%",5
17,751187323,"youdacao (98/150)",0.17,171.3,"OF Justin Ruggiano C Chris Iannetta 3B Luis Valbuena P Johnny Cueto OF David Peralta SS Jordy Mercer P Matt Shoemaker OF A.J. Pollock 1B Paul Goldschmidt 2B Brandon Drury",NA,"Alex Avila","22.88%",2
18,751187345,"youdacao (120/150)",0,170.3,"C Chris Iannetta SS Cliff Pennington P Johnny Cueto 3B David Freese OF David Peralta P Matt Shoemaker OF A.J. Pollock 1B Paul Goldschmidt OF Kole Calhoun 2B Brandon Drury",NA,"Justin Upton","22.31%",7
19,751129767,"mattb17 (51/72)",0,170.15,"P Scott Feldman C Martín Maldonado 1B Luis Valbuena SS Cliff Pennington P Johnny Cueto OF David Peralta OF A.J. Pollock OF Mike Trout 3B Jake Lamb 2B Brandon Drury",NA,"Yasmany Tomás","20.42%",7
20,750748910,"SadSoxFan (7/75)",0,169.3,"C Chris Stewart 1B Luis Valbuena P Johnny Cueto OF David Peralta P Matt Shoemaker OF A.J. Pollock 3B Jake Lamb SS Andrelton Simmons 2B Brandon Drury OF Yasmany Tomás",NA,"Billy Hamilton","18.23%",2
