"JD Martinez_DET","Miguel Cabrera_DET","Corey Dickerson_TB","Brian Dozier_MIN","Jose Abreu_CWS","Logan Morrison_TB","Miguel Sano_MIN","Max Kepler_MIN","Ian Kinsler_DET","Avisail Garcia_CWS","Steven Souza_TB","Justin Upton_DET","Brad Miller_TB","Victor Martinez_DET","Evan Longoria_TB","Robbie Grossman_MIN","Melky Cabrera_CWS","Todd Frazier_CWS","Tim Anderson_CWS","Joe Mauer_MIN","Wilson Ramos_TB","Leury Garcia_CWS","Matt Davidson_CWS","Colby Rasmus_TB","Kennys Vargas_MIN","Kevin Kiermaier_TB","Alex Avila_DET","Nicholas Castellanos_DET","Yoan Moncada_CWS","Matt Duffy_TB","Jorge Polanco_MIN","Byron Buxton_MIN","Tyler Collins_DET","Jake Bauers_TB","Andrew Romine_DET","Jose Iglesias_DET","James McCann_DET","Tyler Saladino_CWS","Rickie Weeks_TB","Eduardo Escobar_MIN","Mallex Smith_TB","Yolmer Sanchez_CWS","JaCoby Jones_DET","Charlie Tilson_CWS","Peter Bourjos_TB","Jesus Sucre_TB","Tim Beckham_TB","Jason Castro_MIN","Eddie Rosario_MIN","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Derek Norris_TB","Curt Casali_TB","Chris Gimenez_MIN","Daniel Robertson_TB","Jim Adduci_DET","Jacob May_CWS","Cody Asche_CWS","Willy Garcia_CWS","Michael Martinez_TB","Geovany Soto_CWS","Omar Narvaez_CWS","Shane Peterson_TB","Ehire Adrianza_MIN","Kevan Smith_CWS","Zack Collins_CWS"
0,0,3.70840336134454,0,0,-1.36491935483871,0,0,0,0,52.0560975609756,0,22.457264957265,0,2.43117408906883,0,0,0,0,0,0,0,0,15.9444444444444,0,11.0620782726046,0,0,0,0,0,0,0,0,0,0,0,0,7.69047619047619,0,-1.33333333333333,0,0,0,1.78181818181818,33.6666666666667,-4.64564564564565,0,0,0,0,0,-7.84852216748769,0,0,-1.1798418972332,0,0,0,0,0,0,0,5.10714285714286,0,0,0
51.2083333333333,10.8260869565217,0,0,0,0,0,0,10.7126436781609,0,0,69.4571428571429,0,0.845161290322581,0,0,0,0,0,0,0,0,0,0,0,0,13.8198529411765,0,0,0,0,0,-0.22463768115942,0,13.8368421052632,0.83994708994709,5.30434782608696,0,0,0,0,0,9.13333333333333,0,0,0,0,0,0,-6.8,22.0833333333333,10.2638888888889,0,0,0,0,33.0777777777778,0,0,0,0,0,0,0,0,0,0
0,0,-6.84259259259259,0,0,22.1908831908832,0,0,0,0,22.457264957265,0,45.6774193548387,0,1.42758620689655,0,0,0,0,0,0,0,0,8.42857142857143,0,13.7206896551724,0,0,0,0,0,0,0,0,0,0,0,0,-1.59090909090909,0,19.6666666666667,0,0,0,-4.2,-3.80555555555556,-9.38624338624339,0,0,0,0,0,2.97233201581028,0,0,-0.572727272727273,0,0,0,0,0,0,0,0.666666666666667,0,0,0
94.5535714285714,5.76811594202899,0,0,0,0,0,0,16.7709677419355,0,0,0.845161290322581,0,36.4171122994652,0,0,0,0,0,0,0,0,0,0,0,0,6.94166666666667,0,0,0,0,0,-7.86363636363636,0,5.54970760233918,-7.94153846153846,2.93939393939394,0,0,0,0,0,-8.82142857142857,0,0,0,0,0,0,1.46666666666667,-11.9166666666667,3.55555555555556,0,0,0,0,14.5972222222222,0,0,0,0,0,0,0,0,0,0
0,0,13.0108974358974,0,0,6.77311522048364,0,0,0,0,2.43117408906883,0,1.42758620689655,0,46.987922705314,0,0,0,0,0,0,0,0,-12.1142857142857,0,11.2954545454545,0,0,0,0,0,0,0,0,0,0,0,0,20.0409356725146,0,-6,0,0,0,6.4,-0.0705128205128205,-6.5780487804878,0,0,0,0,0,6.07575757575758,0,0,9.96,0,0,0,0,3,0,0,7.45833333333333,0,0,0
0,0,0,-7.31620553359684,0,0,16.3833333333333,21.2631578947368,0,0,0,0,0,0,0,36.9733333333333,0,0,0,4.69210526315789,0,0,0,0,2.71428571428571,0,0,0,0,0,8.08695652173913,0.956709956709957,0,0,0,0,0,0,0,9.36363636363636,0,0,0,0,0,0,0,1.22058823529412,-2.87142857142857,0,0,0,0,0,3.02777777777778,0,0,0,0,0,0,0,0,0,-30,0,0
0,0,0,0,23.0828877005348,0,0,0,0,13.4375,0,0,0,0,0,0,25.7142857142857,9.1957671957672,6.43448275862069,0,0,-8.78571428571429,33.6833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575098814229249,0,0,0,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8,9.65909090909091,13.9761904761905,0,-7.88888888888889,11.0350877192982,0,0,2.53333333333333,0
0,0,0,0,8.22758620689655,0,0,0,0,38.5184729064039,0,0,0,0,0,0,9.1957671957672,45.0236559139785,28.4169230769231,0,0,0.458333333333333,8.68382352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40058479532164,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56666666666667,7.77777777777778,12.1666666666667,0,14.7083333333333,15.8833333333333,0,0,10.3,0
0,0,0,0,-0.138709677419355,0,0,0,0,27.5402298850575,0,0,0,0,0,0,6.43448275862069,28.4169230769231,55.7086693548387,0,0,9.94666666666667,40.5522875816993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67631578947368,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14285714285714,4.9,15.8,0,-10.0714285714286,3.11695906432749,0,0,5.7,0
0,0,0,1.64957264957265,0,0,24.8902116402116,12.2250712250712,0,0,0,0,0,0,0,4.69210526315789,0,0,0,28.1699507389163,0,0,0,0,10.1,0,0,0,0,0,1.14672364672365,11.4583333333333,0,0,0,0,0,0,0,4.16363636363636,0,0,0,0,0,0,0,5.04347826086957,6.97666666666667,0,0,0,0,0,10.3333333333333,0,0,0,0,0,0,0,0,0,1.5,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-12.3860215053763,0,0,0,0,7.76206896551724,0,0,0,0,0,0,-8.78571428571429,0.458333333333333,9.94666666666667,0,0,55.4747983870968,-11.219298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571146245059289,0,0,0,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666666666667,5.72727272727273,17.8,0,-6.08333333333333,2.90073529411765,0,0,-3.5,0
0,0,0,0,11.9822134387352,0,0,0,0,19.9802371541502,0,0,0,0,0,0,33.6833333333333,8.68382352941176,40.5522875816993,0,0,-11.219298245614,80.4764492753623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10661764705882,0,0,0,6.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.33333333333333,9.83333333333333,36.0952380952381,0,-47.4,4.59090909090909,0,0,-6.19047619047619,0
0,0,30,0,0,8.18571428571429,0,0,0,0,15.9444444444444,0,8.42857142857143,0,-12.1142857142857,0,0,0,0,0,0,0,0,86.6,0,-4.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,90.5,0,0,0,0,0,0,-33.75,-2.85897435897436,0,0,0,0,0,14.5555555555556,0,0,-6.56666666666667,0,0,0,0,8,0,0,0,0,0,0
0,0,0,5.58974358974359,0,0,9.19230769230769,-12.8555555555556,0,0,0,0,0,0,0,2.71428571428571,0,0,0,10.1,0,0,0,0,54.7809523809524,0,0,0,0,0,18.4505494505494,19.4428571428571,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,-9.26666666666667,9.08333333333333,0,0,0,0,0,5.86666666666667,0,0,0,0,0,0,0,0,0,-28.1666666666667,0,0
0,0,1.28717948717949,0,0,6.35277382645804,0,0,0,0,11.0620782726046,0,13.7206896551724,0,11.2954545454545,0,0,0,0,0,0,0,0,-4.35714285714286,0,44.280193236715,0,0,0,0,0,0,0,0,0,0,0,0,2.39869281045752,0,-19.8333333333333,0,0,0,5.9,9.06060606060606,-0.684756097560976,0,0,0,0,0,-0.698752228163993,0,0,-2.67692307692308,0,0,0,0,4,0,0,10.3035714285714,0,0,0
92.85,46.3888888888889,0,0,0,0,0,0,36.9542483660131,0,0,13.8198529411765,0,6.94166666666667,0,0,0,0,0,0,0,0,0,0,0,0,90.4575163398693,0,0,0,0,0,5.59558823529412,0,16.9285714285714,10.6923076923077,77.2,0,0,0,0,0,31.5,0,0,0,0,0,0,0,31.5,-9,0,0,0,0,37.7857142857143,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.520689655172414,0,0,9.38709677419355,5.73504273504274,0,0,0,0,0,0,0,8.08695652173913,0,0,0,1.14672364672365,0,0,0,0,18.4505494505494,0,0,0,0,0,22.7518939393939,4.72413793103448,0,0,0,0,0,0,0,-5.8,0,0,0,0,0,0,0,-0.596837944664032,3.17118226600985,0,0,0,0,0,-4.88181818181818,0,0,0,0,0,0,0,0,0,-17.5,0,0
0,0,0,16.3862433862434,0,0,17.0448275862069,19.395,0,0,0,0,0,0,0,0.956709956709957,0,0,0,11.4583333333333,0,0,0,0,19.4428571428571,0,0,0,0,0,4.72413793103448,29.8129032258065,0,0,0,0,0,0,0,-15.4487179487179,0,0,0,0,0,0,0,11.3,4.43304843304843,0,0,0,0,0,2.44545454545455,0,0,0,0,0,0,0,0,0,4.5,0,0
-52,-3.76470588235294,0,0,0,0,0,0,13.0849802371542,0,0,-0.22463768115942,0,-7.86363636363636,0,0,0,0,0,0,0,0,0,0,0,0,5.59558823529412,0,0,0,0,0,82.8015384615385,0,11,-8.68831168831169,16.8,0,0,0,0,0,22,0,0,0,0,0,0,4.5,0,-12,0,0,0,0,-2.47222222222222,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.16666666666667,-10.0514705882353,0,0,0,0,0,0,25.4338235294118,0,0,13.8368421052632,0,5.54970760233918,0,0,0,0,0,0,0,0,0,0,0,0,16.9285714285714,0,0,0,0,0,11,0,44.7359307359307,-20.5166666666667,14.5583333333333,0,0,0,0,0,-23.75,0,0,0,0,0,0,11.6666666666667,0,1.23333333333333,0,0,0,0,40.65,0,0,0,0,0,0,0,0,0,0
24.2321428571429,16.2450592885376,0,0,0,0,0,0,-2.22833333333333,0,0,0.83994708994709,0,-7.94153846153846,0,0,0,0,0,0,0,0,0,0,0,0,10.6923076923077,0,0,0,0,0,-8.68831168831169,0,-20.5166666666667,57.2229885057471,5.05,0,0,0,0,0,31.8,0,0,0,0,0,0,-23.5,21.8333333333333,-36.1190476190476,0,0,0,0,33.3035714285714,0,0,0,0,0,0,0,0,0,0
30.2857142857143,7.36601307189542,0,0,0,0,0,0,26.7642857142857,0,0,5.30434782608696,0,2.93939393939394,0,0,0,0,0,0,0,0,0,0,0,0,77.2,0,0,0,0,0,16.8,0,14.5583333333333,5.05,54.3938461538462,0,0,0,0,0,-6,0,0,0,0,0,0,14.9333333333333,0,-3.05555555555556,0,0,0,0,39.4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.625,0,0,0,0,14.7572463768116,0,0,0,0,0,0,0.575098814229249,4.40058479532164,6.67631578947368,0,0,0.571146245059289,6.10661764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3215384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,2.17857142857143,0.5,0,12.7222222222222,5.10909090909091,0,0,4.1,0
0,0,25.2692307692308,0,0,22.5636363636364,0,0,0,0,7.69047619047619,0,-1.59090909090909,0,20.0409356725146,0,0,0,0,0,0,0,0,90.5,0,2.39869281045752,0,0,0,0,0,0,0,0,0,0,0,0,45.9868421052632,0,0,0,0,0,16.9393939393939,4.13333333333333,6.95321637426901,0,0,0,0,0,10.8681318681319,0,0,12.0054945054945,0,0,0,0,0,0,0,4.5,0,0,0
0,0,0,5.76923076923077,0,0,26.85,14.2424242424242,0,0,0,0,0,0,0,9.36363636363636,0,0,0,4.16363636363636,0,0,0,0,0.0714285714285714,0,0,0,0,0,-5.8,-15.4487179487179,0,0,0,0,0,0,0,54.4852941176471,0,0,0,0,0,0,0,-3.81111111111111,-2.66666666666667,0,0,0,0,0,-23.1428571428571,0,0,0,0,0,0,0,0,0,-8,0,0
0,0,6.5,0,0,-29.1666666666667,0,0,0,0,-1.33333333333333,0,19.6666666666667,0,-6,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.3333333333333,0,0,0,0,-3.5,-8.4,0,0,0,0,0,21.5,0,0,-12,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,12.1,0,0,0,0,51.8,0,0,0,0,0,0,21.2,0.6,14.7,0,0,-13,6.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,6.33333333333333,0,0,4.5,0
0,3.28571428571429,0,0,0,0,0,0,-4.66666666666667,0,0,9.13333333333333,0,-8.82142857142857,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,22,0,-23.75,31.8,-6,0,0,0,0,0,30.5535714285714,0,0,0,0,0,0,0,0,-0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.466666666666667,0,0,-6.66666666666667,0,0,0,0,1.78181818181818,0,-4.2,0,6.4,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,16.9393939393939,0,0,0,0,0,23.3333333333333,-7.5,4.51515151515152,0,0,0,0,0,1.21111111111111,0,0,10.0090909090909,0,0,0,0,0,0,0,0,0,0,0
0,0,36.3181818181818,0,0,10.8888888888889,0,0,0,0,33.6666666666667,0,-3.80555555555556,0,-0.0705128205128205,0,0,0,0,0,0,0,0,-33.75,0,9.06060606060606,0,0,0,0,0,0,0,0,0,0,0,0,4.13333333333333,0,-3.5,0,0,0,-7.5,63.9358974358974,14.625,0,0,0,0,0,0,0,0,5.75,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.49249249249249,0,0,-9.11586452762923,0,0,0,0,-4.64564564564565,0,-9.38624338624339,0,-6.5780487804878,0,0,0,0,0,0,0,0,-2.85897435897436,0,-0.684756097560976,0,0,0,0,0,0,0,0,0,0,0,0,6.95321637426901,0,-8.4,0,0,0,4.51515151515152,14.625,66.0664451827243,0,0,0,0,0,10.5276292335116,0,0,-4.11688311688312,0,0,0,0,0,0,0,-11.3571428571429,0,0,0
0,0,0,13.4565217391304,0,0,6.70652173913043,1.78260869565217,0,0,0,0,0,0,0,1.22058823529412,0,0,0,5.04347826086957,0,0,0,0,-9.26666666666667,0,0,0,0,0,-0.596837944664032,11.3,0,0,0,0,0,0,0,-3.81111111111111,0,0,0,0,0,0,0,26.4066666666667,-7.37229437229437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,-7.5628078817734,0,0,-4.17471264367816,3.04166666666667,0,0,0,0,0,0,0,-2.87142857142857,0,0,0,6.97666666666667,0,0,0,0,9.08333333333333,0,0,0,0,0,3.17118226600985,4.43304843304843,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0,0,-7.37229437229437,25.0064516129032,0,0,0,0,0,-7.86666666666667,0,0,0,0,0,0,0,0,0,-16.5,0,0
6.16666666666667,3.45,0,0,0,0,0,0,7.5,0,0,-6.8,0,1.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,11.6666666666667,-23.5,14.9333333333333,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-6.5,0,0,22.0833333333333,0,-11.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,21.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5833333333333,0,0,0,0,0,22.5,0,0,0,0,0,0,0,0,0,0
-43,6.71428571428571,0,0,0,0,0,0,-6.61111111111111,0,0,10.2638888888889,0,3.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,-12,0,1.23333333333333,-36.1190476190476,-3.05555555555556,0,0,0,0,0,-0.833333333333333,0,0,0,0,0,0,10.8333333333333,0,23.6181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12.9689655172414,0,0,2.23029556650246,0,0,0,0,-7.84852216748769,0,2.97233201581028,0,6.07575757575758,0,0,0,0,0,0,0,0,14.5555555555556,0,-0.698752228163993,0,0,0,0,0,0,0,0,0,0,0,0,10.8681318681319,0,21.5,0,0,0,1.21111111111111,0,10.5276292335116,0,0,0,0,0,30.4319327731092,0,0,9.73202614379085,0,0,0,0,0,0,0,-7.57142857142857,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.25,0,0,10.6727272727273,12,0,0,0,0,0,0,0,3.02777777777778,0,0,0,10.3333333333333,0,0,0,0,5.86666666666667,0,0,0,0,0,-4.88181818181818,2.44545454545455,0,0,0,0,0,0,0,-23.1428571428571,0,0,0,0,0,0,0,0,-7.86666666666667,0,0,0,0,0,22.2727272727273,0,0,0,0,0,0,0,0,0,15,0,0
0,0,10.3333333333333,0,0,-2.03921568627451,0,0,0,0,-1.1798418972332,0,-0.572727272727273,0,9.96,0,0,0,0,0,0,0,0,-6.56666666666667,0,-2.67692307692308,0,0,0,0,0,0,0,0,0,0,0,0,12.0054945054945,0,-12,0,0,0,10.0090909090909,5.75,-4.11688311688312,0,0,0,0,0,9.73202614379085,0,0,22.4558404558405,0,0,0,0,-1,0,0,0,0,0,0
0,-8.4,0,0,0,0,0,0,31.8571428571429,0,0,33.0777777777778,0,14.5972222222222,0,0,0,0,0,0,0,0,0,0,0,0,37.7857142857143,0,0,0,0,0,-2.47222222222222,0,40.65,33.3035714285714,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,57.1222222222222,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.98214285714286,0,0,0,0,0.333333333333333,0,0,0,0,0,0,-2.8,6.56666666666667,4.14285714285714,0,0,0.416666666666667,-7.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98214285714286,-1,0,0,0,5.65,0,0,0,0
0,0,0,0,16.8076923076923,0,0,0,0,15.5384615384615,0,0,0,0,0,0,9.65909090909091,7.77777777777778,4.9,0,0,5.72727272727273,9.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,10.4358974358974,0,0,2.7,5.28571428571429,0,0,0,0
0,0,0,0,5.65277777777778,0,0,0,0,58.25,0,0,0,0,0,0,13.9761904761905,12.1666666666667,15.8,0,0,17.8,36.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8611111111111,0,0,7.2,0,0,1.33333333333333,0
0,0,-2.5,0,0,-7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0.5,0,0,0,0,0,0
0,0,0,0,-12.8055555555556,0,0,0,0,44.0444444444444,0,0,0,0,0,0,-7.88888888888889,14.7083333333333,-10.0714285714286,0,0,-6.08333333333333,-47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,25.3777777777778,0,0,0,0,0
0,0,0,0,10.0428571428571,0,0,0,0,14.3473684210526,0,0,0,0,0,0,11.0350877192982,15.8833333333333,3.11695906432749,0,0,2.90073529411765,4.59090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10909090909091,0,0,0,6.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.65,5.28571428571429,7.2,0,0,18.3142857142857,0,0,0,0
