"JD Martinez_DET","Miguel Cabrera_DET","Corey Dickerson_TB","Brian Dozier_MIN","Jose Abreu_CWS","Logan Morrison_TB","Miguel Sano_MIN","Max Kepler_MIN","Ian Kinsler_DET","Avisail Garcia_CWS","Steven Souza_TB","Justin Upton_DET","Brad Miller_TB","Victor Martinez_DET","Evan Longoria_TB","Robbie Grossman_MIN","Melky Cabrera_CWS","Todd Frazier_CWS","Tim Anderson_CWS","Joe Mauer_MIN","Wilson Ramos_TB","Leury Garcia_CWS","Matt Davidson_CWS","Colby Rasmus_TB","Kennys Vargas_MIN","Kevin Kiermaier_TB","Alex Avila_DET","Nicholas Castellanos_DET","Yoan Moncada_CWS","Matt Duffy_TB","Jorge Polanco_MIN","Byron Buxton_MIN","Tyler Collins_DET","Jake Bauers_TB","Andrew Romine_DET","Jose Iglesias_DET","James McCann_DET","Tyler Saladino_CWS","Rickie Weeks_TB","Eduardo Escobar_MIN","Mallex Smith_TB","Yolmer Sanchez_CWS","JaCoby Jones_DET","Charlie Tilson_CWS","Peter Bourjos_TB","Jesus Sucre_TB","Tim Beckham_TB","Jason Castro_MIN","Eddie Rosario_MIN","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Derek Norris_TB","Curt Casali_TB","Chris Gimenez_MIN","Daniel Robertson_TB","Jim Adduci_DET","Jacob May_CWS","Cody Asche_CWS","Willy Garcia_CWS","Michael Martinez_TB","Geovany Soto_CWS","Omar Narvaez_CWS","Shane Peterson_TB","Ehire Adrianza_MIN","Kevan Smith_CWS","Zack Collins_CWS"
0,0,35,0,0,32,0,0,0,0,41,0,27,0,39,0,0,0,0,0,0,0,0,10,0,39,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,11,12,37,0,0,0,0,0,29,0,0,23,0,0,0,0,0,0,0,8,0,0,0
9,24,0,0,0,0,0,0,30,0,0,35,0,31,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,24,0,20,28,24,0,0,0,0,0,6,0,0,0,0,0,0,6,4,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
0,0,28,0,0,27,0,0,0,0,27,0,32,0,30,0,0,0,0,0,0,0,0,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,5,9,28,0,0,0,0,0,23,0,0,11,0,0,0,0,0,0,0,9,0,0,0
8,24,0,0,0,0,0,0,31,0,0,31,0,34,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,23,0,19,26,22,0,0,0,0,0,8,0,0,0,0,0,0,6,4,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
0,0,40,0,0,38,0,0,0,0,39,0,30,0,46,0,0,0,0,0,0,0,0,15,0,45,0,0,0,0,0,0,0,0,0,0,0,0,19,0,7,0,0,0,11,13,41,0,0,0,0,0,33,0,0,25,0,0,0,0,2,0,0,9,0,0,0
0,0,0,23,0,0,25,20,0,0,0,0,0,0,0,25,0,0,0,20,0,0,0,0,7,0,0,0,0,0,24,22,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,17,21,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,34,0,0,0,0,33,0,0,0,0,0,0,35,28,30,0,0,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,0,10,19,0,0,6,0
0,0,0,0,30,0,0,0,0,29,0,0,0,0,0,0,28,31,26,0,0,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,9,16,0,0,6,0
0,0,0,0,31,0,0,0,0,30,0,0,0,0,0,0,30,26,32,0,0,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,6,0,8,19,0,0,5,0
0,0,0,27,0,0,28,27,0,0,0,0,0,0,0,20,0,0,0,29,0,0,0,0,11,0,0,0,0,0,27,25,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,24,25,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,31,0,0,0,0,30,0,0,0,0,0,0,28,25,25,0,0,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,0,9,17,0,0,6,0
0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,21,17,18,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,5,12,0,0,7,0
0,0,15,0,0,15,0,0,0,0,10,0,7,0,15,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,13,0,0,0,0,0,10,0,0,10,0,0,0,0,2,0,0,0,0,0,0
0,0,0,13,0,0,14,10,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,15,0,0,0,0,0,14,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0
0,0,40,0,0,38,0,0,0,0,39,0,30,0,45,0,0,0,0,0,0,0,0,15,0,46,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,0,0,11,12,41,0,0,0,0,0,34,0,0,26,0,0,0,0,2,0,0,8,0,0,0
5,10,0,0,0,0,0,0,18,0,0,17,0,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,17,0,8,14,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,0,0,32,27,0,0,0,0,0,0,0,24,0,0,0,27,0,0,0,0,14,0,0,0,0,0,33,30,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,23,29,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,28,0,0,30,25,0,0,0,0,0,0,0,22,0,0,0,25,0,0,0,0,15,0,0,0,0,0,30,31,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,21,27,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0
6,18,0,0,0,0,0,0,23,0,0,24,0,23,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,26,0,14,22,15,0,0,0,0,0,4,0,0,0,0,0,0,2,2,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,0,0,0,0,0,0,17,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,14,0,22,16,16,0,0,0,0,0,4,0,0,0,0,0,0,4,2,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
8,23,0,0,0,0,0,0,25,0,0,28,0,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,22,0,16,30,21,0,0,0,0,0,6,0,0,0,0,0,0,3,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
8,18,0,0,0,0,0,0,21,0,0,24,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,16,21,26,0,0,0,0,0,6,0,0,0,0,0,0,6,2,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,25,0,0,0,0,24,0,0,0,0,0,0,23,19,20,0,0,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,0,9,11,0,0,6,0
0,0,14,0,0,11,0,0,0,0,15,0,12,0,19,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,6,19,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,2,0,0,0
0,0,0,14,0,0,16,12,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,7,0,0,0,0,0,15,13,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,15,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0
0,0,7,0,0,7,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,5,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0
0,7,0,0,0,0,0,0,7,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,4,6,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,4,0,0,0,0,11,0,5,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,2,12,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0
0,0,12,0,0,10,0,0,0,0,12,0,9,0,13,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,2,13,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0,0,37,0,0,34,0,0,0,0,37,0,28,0,41,0,0,0,0,0,0,0,0,13,0,41,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,12,9,43,0,0,0,0,0,34,0,0,22,0,0,0,0,0,0,0,8,0,0,0
0,0,0,24,0,0,24,24,0,0,0,0,0,0,0,17,0,0,0,24,0,0,0,0,10,0,0,0,0,0,23,21,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,29,0,0,30,25,0,0,0,0,0,0,0,21,0,0,0,25,0,0,0,0,13,0,0,0,0,0,29,27,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,22,31,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0
3,5,0,0,0,0,0,0,5,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3,8,0,0,0,0,0,0,10,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,6,7,9,0,0,0,0,0,4,0,0,0,0,0,0,4,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,30,0,0,29,0,0,0,0,29,0,23,0,33,0,0,0,0,0,0,0,0,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,10,0,34,0,0,0,0,0,35,0,0,18,0,0,0,0,0,0,0,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,11,6,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,6,0,0,0,0,0,11,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0
0,0,22,0,0,18,0,0,0,0,23,0,11,0,25,0,0,0,0,0,0,0,0,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,11,9,22,0,0,0,0,0,18,0,0,27,0,0,0,0,2,0,0,0,0,0,0
0,5,0,0,0,0,0,0,7,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,6,6,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,5,0,0,2,0
0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,12,9,11,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,5,8,0,0,0,0
0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,7,7,6,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,3,0
0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,10,9,8,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0
0,0,0,0,21,0,0,0,0,20,0,0,0,0,0,0,19,16,19,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,0,0,21,0,0,0,0
0,0,9,0,0,9,0,0,0,0,8,0,9,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0
0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,6,6,5,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
