JD Martinez_DET,Miguel Cabrera_DET,Corey Dickerson_TB,Brian Dozier_MIN,Jose Abreu_CWS,Logan Morrison_TB,Miguel Sano_MIN,Max Kepler_MIN,Ian Kinsler_DET,Avisail Garcia_CWS,Steven Souza_TB,Justin Upton_DET,Brad Miller_TB,Victor Martinez_DET,Evan Longoria_TB,Robbie Grossman_MIN,Melky Cabrera_CWS,Todd Frazier_CWS,Tim Anderson_CWS,Joe Mauer_MIN,Wilson Ramos_TB,Leury Garcia_CWS,Matt Davidson_CWS,Colby Rasmus_TB,Kennys Vargas_MIN,Kevin Kiermaier_TB,Alex Avila_DET,Nicholas Castellanos_DET,Yoan Moncada_CWS,Matt Duffy_TB,Jorge Polanco_MIN,Byron Buxton_MIN,Tyler Collins_DET,Jake Bauers_TB,Andrew Romine_DET,Jose Iglesias_DET,James McCann_DET,Tyler Saladino_CWS,Rickie Weeks_TB,Eduardo Escobar_MIN,Mallex Smith_TB,Yolmer Sanchez_CWS,JaCoby Jones_DET,Charlie Tilson_CWS,Peter Bourjos_TB,Jesus Sucre_TB,Tim Beckham_TB,Jason Castro_MIN,Eddie Rosario_MIN,Dixon Machado_DET,John Hicks_DET,Mikie Mahtook_DET,Derek Norris_TB,Curt Casali_TB,Chris Gimenez_MIN,Daniel Robertson_TB,Jim Adduci_DET,Jacob May_CWS,Cody Asche_CWS,Willy Garcia_CWS,Michael Martinez_TB,Geovany Soto_CWS,Omar Narvaez_CWS,Shane Peterson_TB,Ehire Adrianza_MIN,Kevan Smith_CWS,Zack Collins_CWS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,37.65530303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,44.72241579558653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.885484863745734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,36.21122994652407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.993089596949892,0.0,0.0,0.0,6.992742551566082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.241176470588236,0.0,0.0
0.0,0.0,0.0,0.0,61.9060975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10592334494773524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4126016260162615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3164483732123854,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,47.904411764705884,0.0,0.0,0.0,0.0,0.0,0.0,-21.577205882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26806722689076,0.0,9.785539215686278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,72.71096345514951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.266291847687197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.46,51.13333333333333,0.0,0.0,0.0,0.0,-8.854615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.2465625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.988,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.13333333333333,59.35265700483093,0.0,0.0,0.0,0.0,-4.461538461538462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.775000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3062015237546402e-15,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.604651162790695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2285714285714262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
