"Aaron Judge_NYY","Jose Altuve_HOU","George Springer_HOU","Carlos Correa_HOU","Robinson Cano_SEA","Nelson Cruz_SEA","Brian Dozier_MIN","Marwin Gonzalez_HOU","Gary Sanchez_NYY","Brett Gardner_NYY","Jean Segura_SEA","Evan Gattis_HOU","Miguel Sano_MIN","Max Kepler_MIN","Clint Frazier_NYY","Kyle Seager_SEA","Yuli Gurriel_HOU","Josh Reddick_HOU","Jarrod Dyson_SEA","Kennys Vargas_MIN","Carlos Beltran_HOU","Jake Marisnick_HOU","Alex Bregman_HOU","Joe Mauer_MIN","Chase Headley_NYY","Robbie Grossman_MIN","Matt Holliday_NYY","Eduardo Escobar_MIN","Eddie Rosario_MIN","Brian McCann_HOU","Jacoby Ellsbury_NYY","Aaron Hicks_NYY","Mason Williams_NYY","Byron Buxton_MIN","Miguel Andujar_NYY","Ben Gamel_SEA","Didi Gregorius_NYY","Jorge Mateo_NYY","Danny Valencia_SEA","Starlin Castro_NYY","Daniel Palka_MIN","Greg Bird_NYY","Tyler Wade_NYY","Dustin Fowler_NYY","Ji-Man Choi_NYY","Leonys Martin_SEA","Mike Zunino_SEA","Derek Fisher_HOU","Rob Refsnyder_NYY","Mitch Haniger_SEA","Chris Carter_NYY","Jorge Polanco_MIN","Tyler Austin_NYY","Garrett Cooper_NYY","Zack Granite_MIN","Chris Gimenez_MIN","Jason Castro_MIN","Ehire Adrianza_MIN","Norichika Aoki_HOU","JD Davis_HOU","Gleyber Torres_NYY","Shawn O'Malley_SEA","Carlos Ruiz_SEA","DJ Peterson_SEA","Tyler Smith_SEA","Tuffy Gosewisch_SEA","Taylor Motter_SEA","Boog Powell_SEA","Ronald Torreyes_NYY","Guillermo Heredia_SEA","Austin Romine_NYY","Kyle Higashioka_NYY","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Kyle Tucker_HOU","Juan Centeno_HOU","Teoscar Hernandez_HOU","Colin Moran_HOU","Tony Kemp_HOU"
83,0,0,0,0,0,0,0,52,71,0,0,0,0,8,0,0,0,0,0,0,0,0,0,71,0,63,0,0,0,42,47,3,0,0,0,60,0,0,71,0,0,5,0,0,0,0,0,0,0,46,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,37,4,0,0,0,0,0,0,0
0,83,78,74,0,0,0,54,0,0,0,46,0,0,0,0,63,61,0,0,67,36,74,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,78,81,72,0,0,0,54,0,0,0,46,0,0,0,0,62,59,0,0,65,32,73,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,74,72,79,0,0,0,50,0,0,0,43,0,0,0,0,59,58,0,0,64,32,70,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,78,70,0,0,0,0,50,0,0,0,0,73,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,66,0,0,0,0,0,0,13,56,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,42,0,0,46,0,0,0,0,0,0,0,0,0
0,0,0,0,70,80,0,0,0,0,54,0,0,0,0,75,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,68,0,0,0,0,0,0,13,50,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,5,49,0,0,47,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,71,0,0,0,0,0,64,60,0,0,0,0,0,29,0,0,0,57,0,54,0,38,58,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,4,21,52,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,54,54,50,0,0,0,59,0,0,0,35,0,0,0,0,42,41,0,0,45,23,50,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
52,0,0,0,0,0,0,0,55,52,0,0,0,0,7,0,0,0,0,0,0,0,0,0,47,0,40,0,0,0,25,33,2,0,0,0,48,0,0,42,0,0,4,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,11,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,52,75,0,0,0,0,7,0,0,0,0,0,0,0,0,0,64,0,55,0,0,0,36,41,2,0,0,0,56,0,0,62,0,0,5,0,0,0,0,0,0,0,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,29,4,0,0,0,0,0,0,0
0,0,0,0,50,54,0,0,0,0,60,0,0,0,0,57,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,51,0,0,0,0,0,0,6,34,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,26,0,0,38,0,0,0,0,0,0,0,0,0
0,46,46,43,0,0,0,35,0,0,0,50,0,0,0,0,39,33,0,0,33,23,48,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,64,0,0,0,0,0,71,60,0,0,0,0,0,29,0,0,0,57,0,54,0,39,59,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,4,22,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,60,0,0,0,0,0,60,67,0,0,0,0,0,26,0,0,0,58,0,48,0,35,54,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,4,18,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,7,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,5,0,0,0,0,0,7,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0
0,0,0,0,73,75,0,0,0,0,57,0,0,0,0,83,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,72,0,0,0,0,0,0,13,51,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,6,47,0,0,50,0,0,0,0,0,0,0,0,0
0,63,62,59,0,0,0,42,0,0,0,39,0,0,0,0,68,50,0,0,52,29,60,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,61,59,58,0,0,0,41,0,0,0,33,0,0,0,0,50,66,0,0,54,16,60,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,64,67,0,0,0,0,49,0,0,0,0,68,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,61,0,0,0,0,0,0,11,48,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,5,42,0,0,40,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,29,0,0,0,0,0,29,26,0,0,0,0,0,35,0,0,0,25,0,21,0,21,28,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,12,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,67,65,64,0,0,0,45,0,0,0,33,0,0,0,0,52,54,0,0,70,28,62,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36,32,32,0,0,0,23,0,0,0,23,0,0,0,0,29,16,0,0,28,36,33,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74,73,70,0,0,0,50,0,0,0,48,0,0,0,0,60,60,0,0,62,33,79,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,57,0,0,0,0,0,57,58,0,0,0,0,0,25,0,0,0,64,0,45,0,34,52,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,3,16,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,47,64,0,0,0,0,8,0,0,0,0,0,0,0,0,0,75,0,55,0,0,0,41,43,2,0,0,0,51,0,0,62,0,0,4,0,0,0,0,0,0,0,41,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,33,5,0,0,0,0,0,0,0
0,0,0,0,0,0,54,0,0,0,0,0,54,48,0,0,0,0,0,21,0,0,0,45,0,59,0,32,45,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,3,22,39,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,40,55,0,0,0,0,3,0,0,0,0,0,0,0,0,0,55,0,65,0,0,0,30,43,2,0,0,0,46,0,0,62,0,0,0,0,0,0,0,0,0,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,25,3,0,0,0,0,0,0,0
0,0,0,0,0,0,38,0,0,0,0,0,39,35,0,0,0,0,0,21,0,0,0,34,0,32,0,46,38,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,17,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
