"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Corey Kluber","Alex Meyer","Yasmani Grandal","Anthony Rizzo","Ian Kinsler","Justin Turner","Corey Seager","Kyle Schwarber","Yasiel Puig","Andrew Toles"
"2","Corey Kluber","Alex Meyer","Buster Posey","Adrian Gonzalez","Jose Altuve","Justin Turner","Corey Seager","Kyle Schwarber","Yasiel Puig","Joc Pederson"
"3","Corey Kluber","Drew Pomeranz","Buster Posey","Eric Thames","Ian Kinsler","Justin Turner","Corey Seager","Yasiel Puig","Joc Pederson","Andrew Toles"
"4","Jacob deGrom","Drew Pomeranz","Yasmani Grandal","Paul Goldschmidt","Dee Gordon","Justin Turner","Corey Seager","Kyle Schwarber","Yasiel Puig","Andrew Toles"
"5","Jacob deGrom","Alex Meyer","Buster Posey","Anthony Rizzo","Jonathan Villar","Justin Turner","Corey Seager","Yasiel Puig","Joc Pederson","Andrew Toles"
"6","Corey Kluber","Jacob deGrom","James McCann","Adrian Gonzalez","Josh Harrison","Justin Turner","Corey Seager","Yasiel Puig","Josh Reddick","Andrew Toles"
"7","Corey Kluber","Drew Pomeranz","Yasmani Grandal","Adrian Gonzalez","Jose Altuve","Justin Turner","Corey Seager","Kyle Schwarber","AJ Pollock","Andrew Toles"
"8","Corey Kluber","Jacob deGrom","Yasmani Grandal","Eric Thames","Andrew Romine","Justin Turner","Corey Seager","AJ Pollock","Yasiel Puig","Andrew Toles"
"9","Corey Kluber","Drew Pomeranz","Yasmani Grandal","Matt Carpenter","Kolten Wong","Justin Turner","Corey Seager","Kyle Schwarber","Yasiel Puig","Joc Pederson"
"10","Jacob deGrom","Drew Pomeranz","Buster Posey","Adrian Gonzalez","Josh Harrison","Justin Turner","Corey Seager","Kyle Schwarber","Joc Pederson","Andrew Toles"
"11","Corey Kluber","Drew Pomeranz","Yasmani Grandal","Anthony Rizzo","Jonathan Villar","Justin Turner","Corey Seager","Joc Pederson","Josh Reddick","Andrew Toles"
"12","Jacob deGrom","Jose Quintana","Yasmani Grandal","Eric Thames","Ian Kinsler","Justin Turner","Corey Seager","Kyle Schwarber","Joc Pederson","Andrew Toles"
