"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Jacob deGrom","Alex Meyer","Buster Posey","Anthony Rizzo","Jose Altuve","Justin Turner","Corey Seager","Kyle Schwarber","Yasiel Puig","Andrew Toles"
"2","Corey Kluber","Drew Pomeranz","Yasmani Grandal","Eric Thames","Ian Kinsler","Justin Turner","Corey Seager","Kyle Schwarber","Joc Pederson","Josh Reddick"
"3","Corey Kluber","Justin Verlander","Yasmani Grandal","Adrian Gonzalez","Josh Harrison","Justin Turner","Jordy Mercer","AJ Pollock","Yasiel Puig","Andrew Toles"
"4","Corey Kluber","Alex Meyer","Yasmani Grandal","Paul Goldschmidt","Kolten Wong","Kris Bryant","Corey Seager","Bryce Harper","Nelson Cruz","Andrew Toles"
"5","Corey Kluber","Alex Meyer","Buster Posey","Matt Carpenter","Ian Kinsler","Eduardo Nunez","Jordy Mercer","Hunter Pence","Joc Pederson","Andrew Toles"
"6","Corey Kluber","Alex Meyer","Buster Posey","Paul Goldschmidt","Jonathan Villar","Justin Turner","Chris Owings","Denard Span","AJ Pollock","Josh Reddick"
"7","Jon Lester","Alex Meyer","Yasmani Grandal","Brandon Belt","Jonathan Villar","Eduardo Nunez","Corey Seager","AJ Pollock","Yasiel Puig","Joc Pederson"
"8","Corey Kluber","Jacob deGrom","James McCann","Adrian Gonzalez","Cesar Hernandez","Eduardo Nunez","Corey Seager","Josh Reddick","Andrew Toles","Chris Marrero"
"9","Jon Lester","Jacob deGrom","James McCann","Paul Goldschmidt","Kolten Wong","Justin Turner","Jordy Mercer","Yasiel Puig","Joc Pederson","Josh Reddick"
"10","Justin Verlander","Alex Meyer","Buster Posey","Adrian Gonzalez","Josh Harrison","Kris Bryant","Corey Seager","Mookie Betts","Joc Pederson","Josh Reddick"
"11","Corey Kluber","Drew Pomeranz","James McCann","Anthony Rizzo","Jonathan Villar","Kris Bryant","Chris Owings","Yasiel Puig","Joc Pederson","Andrew Toles"
"12","Jacob deGrom","Drew Pomeranz","Yasmani Grandal","Matt Carpenter","Josh Harrison","Kris Bryant","Corey Seager","Yasiel Puig","Yasmany Tomas","Nomar Mazara"
"13","Jon Lester","Jacob deGrom","Yasmani Grandal","Eric Thames","Jonathan Villar","Justin Turner","Chris Owings","Nelson Cruz","Andrew Toles","Chris Marrero"
"14","Jon Lester","Drew Pomeranz","James McCann","Matt Carpenter","Dee Gordon","Justin Turner","Corey Seager","Bryce Harper","AJ Pollock","Andrew Toles"
"15","Jacob deGrom","Jose Quintana","Yasmani Grandal","Brandon Belt","Brad Miller","Kris Bryant","Jordy Mercer","Kyle Schwarber","Joc Pederson","Andrew Toles"
"16","Corey Kluber","Drew Pomeranz","Buster Posey","Brandon Belt","Cesar Hernandez","Justin Turner","Taylor Motter","Bryce Harper","Yasiel Puig","Chris Marrero"
"17","Corey Kluber","Jon Lester","Buster Posey","Adrian Gonzalez","Kolten Wong","Justin Turner","Corey Seager","Corey Dickerson","Guillermo Heredia","Jaff Decker"
"18","Justin Verlander","Alex Meyer","Yasmani Grandal","Anthony Rizzo","Ian Kinsler","Kris Bryant","Chris Owings","Kyle Schwarber","AJ Pollock","Carlos Gomez"
"19","Corey Kluber","Drew Pomeranz","Buster Posey","Miguel Cabrera","Josh Harrison","David Freese","Corey Seager","Andrew McCutchen","Carlos Gomez","Andrew Toles"
"20","Justin Verlander","Drew Pomeranz","Francisco Cervelli","Paul Goldschmidt","Jonathan Villar","Justin Turner","Corey Seager","Nelson Cruz","Carlos Gomez","Yasiel Puig"
