"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Corey Kluber","Alex Meyer","Buster Posey","Adrian Gonzalez","Ian Kinsler","Justin Turner","Corey Seager","Kyle Schwarber","Yasiel Puig","Joc Pederson"
"2","Corey Kluber","Jacob deGrom","Yasmani Grandal","Adrian Gonzalez","Ian Kinsler","Justin Turner","Jordy Mercer","Yasiel Puig","Josh Reddick","Andrew Toles"
"3","Jacob deGrom","Drew Pomeranz","Yasmani Grandal","Adrian Gonzalez","Jonathan Villar","Justin Turner","Corey Seager","Kyle Schwarber","AJ Pollock","Yasiel Puig"
"4","Corey Kluber","Justin Verlander","Yasmani Grandal","Adrian Gonzalez","Kolten Wong","Justin Turner","Corey Seager","Yasiel Puig","Yasmany Tomas","Jaff Decker"
"5","Jon Lester","Alex Meyer","Yasmani Grandal","Adrian Gonzalez","Dee Gordon","Justin Turner","Corey Seager","Hunter Pence","Denard Span","Yasiel Puig"
"6","Jon Lester","Justin Verlander","Yasmani Grandal","Adrian Gonzalez","Andrew Romine","Justin Turner","Chris Owings","Kyle Schwarber","Yasiel Puig","Andrew Toles"
"7","Justin Verlander","Jacob deGrom","James McCann","Adrian Gonzalez","Starlin Castro","Justin Turner","Corey Seager","Yasiel Puig","Joc Pederson","Josh Reddick"
"8","Corey Kluber","Alex Meyer","Yasmani Grandal","Anthony Rizzo","Ian Kinsler","Kris Bryant","Addison Russell","Kyle Schwarber","Jason Heyward","Andrew Toles"
"9","Corey Kluber","Drew Pomeranz","Yasmani Grandal","Adrian Gonzalez","Chase Utley","Eduardo Nunez","Brandon Crawford","Kyle Schwarber","Yasiel Puig","Andrew Toles"
"10","Corey Kluber","Alex Meyer","Buster Posey","Brandon Belt","Andrew Romine","Justin Turner","Brandon Crawford","Hunter Pence","Denard Span","Andrew Toles"
"11","Corey Kluber","Alex Meyer","Buster Posey","Eric Thames","Joe Panik","Eduardo Nunez","Brandon Crawford","Kyle Schwarber","Andrew Toles","Chris Marrero"
"12","Jon Lester","Drew Pomeranz","Willson Contreras","Adrian Gonzalez","Josh Harrison","Justin Turner","Corey Seager","Mike Trout","Yasiel Puig","Joc Pederson"
"13","Drew Pomeranz","Alex Meyer","Buster Posey","Brandon Belt","Ian Kinsler","Eduardo Nunez","Brandon Crawford","Hunter Pence","Kyle Schwarber","Yasiel Puig"
"14","Justin Verlander","Jacob deGrom","Yasmani Grandal","Adrian Gonzalez","Chase Utley","Kris Bryant","Taylor Motter","Yasiel Puig","Corey Dickerson","Andrew Toles"
"15","Corey Kluber","Alex Meyer","Buster Posey","Anthony Rizzo","Jose Altuve","Justin Turner","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"16","Jose Quintana","Tyler Glasnow","Yasmani Grandal","Adrian Gonzalez","Ian Kinsler","Justin Turner","Corey Seager","Mookie Betts","Mike Trout","Yasiel Puig"
"17","Corey Kluber","Alex Meyer","Buster Posey","Paul Goldschmidt","Josh Harrison","Jake Lamb","Chris Owings","Kyle Schwarber","AJ Pollock","Yasmany Tomas"
"18","Corey Kluber","Alex Meyer","Buster Posey","Mike Napoli","Rougned Odor","Justin Turner","Corey Seager","Shin-Soo Choo","Carlos Gomez","Nomar Mazara"
"19","Corey Kluber","Drew Pomeranz","Willson Contreras","Anthony Rizzo","Javier Baez","Justin Turner","Addison Russell","Yasiel Puig","Jason Heyward","Andrew Toles"
"20","Corey Kluber","Jacob deGrom","Yasmani Grandal","Eric Thames","Josh Harrison","David Freese","Jordy Mercer","Andrew McCutchen","Gregory Polanco","Andrew Toles"
"21","Jose Quintana","Drew Pomeranz","Buster Posey","Anthony Rizzo","Josh Harrison","Kris Bryant","Addison Russell","Kyle Schwarber","Yasiel Puig","Jason Heyward"
"22","Jose Quintana","Drew Pomeranz","Yasmani Grandal","Adrian Gonzalez","Jose Altuve","Justin Turner","Aledmys Diaz","Hunter Pence","Yasiel Puig","Andrew Toles"
"23","Jacob deGrom","Alex Meyer","Buster Posey","Anthony Rizzo","Kolten Wong","Kris Bryant","Addison Russell","Kyle Schwarber","Albert Almora","Josh Reddick"
"24","Corey Kluber","Jacob deGrom","Austin Romine","Greg Bird","Starlin Castro","Justin Turner","Corey Seager","Jacoby Ellsbury","Aaron Judge","Andrew Toles"
"25","Jacob deGrom","Drew Pomeranz","Yasmani Grandal","Paul Goldschmidt","Ian Kinsler","Jake Lamb","Chris Owings","AJ Pollock","Yasmany Tomas","Andrew Toles"
"26","Corey Kluber","Jacob deGrom","Carlos Ruiz","Anthony Rizzo","Robinson Cano","Justin Turner","Corey Seager","Mitch Haniger","Jarrod Dyson","Guillermo Heredia"
"27","Corey Kluber","Alex Meyer","Yadier Molina","Matt Carpenter","Jedd Gyorko","Justin Turner","Aledmys Diaz","Kyle Schwarber","Dexter Fowler","Andrew Toles"
"28","Corey Kluber","Jacob deGrom","Yasmani Grandal","Logan Morrison","Brad Miller","Evan Longoria","Corey Seager","Steven Souza","Kevin Kiermaier","Andrew Toles"
"29","Jacob deGrom","Alex Meyer","Buster Posey","Matt Carpenter","Joe Panik","Eduardo Nunez","Brandon Crawford","Hunter Pence","Josh Reddick","Jaff Decker"
"30","Corey Kluber","Alex Meyer","Buster Posey","Justin Bour","Martin Prado","Justin Turner","Corey Seager","Giancarlo Stanton","Christian Yelich","Marcell Ozuna"
"31","Jacob deGrom","Alex Meyer","Willson Contreras","Anthony Rizzo","Jonathan Villar","Kris Bryant","Addison Russell","Yasiel Puig","Joc Pederson","Jason Heyward"
"32","Corey Kluber","Jacob deGrom","James McCann","Anthony Rizzo","Andrew Romine","Justin Turner","Corey Seager","Justin Upton","JaCoby Jones","Mikie Mahtook"
"33","Corey Kluber","Alex Meyer","Buster Posey","Mitch Moreland","Dustin Pedroia","Marco Hernandez","Corey Seager","Mookie Betts","Andrew Benintendi","Andrew Toles"
"34","Jon Lester","Jose Quintana","Yasmani Grandal","Adrian Gonzalez","Chase Utley","Manny Machado","Jordy Mercer","Mike Trout","Yasiel Puig","Andrew Toles"
"35","Corey Kluber","Drew Pomeranz","Yasmani Grandal","Matt Carpenter","Jose Altuve","Alex Bregman","Carlos Correa","Kyle Schwarber","Carlos Beltran","Josh Reddick"
"36","Cole Hamels","Alex Meyer","Yasmani Grandal","Adrian Gonzalez","Jonathan Villar","Justin Turner","Brandon Crawford","Mookie Betts","Yasiel Puig","Andrew Toles"
"37","Cole Hamels","Jose Quintana","Brian McCann","Adrian Gonzalez","Jonathan Villar","Justin Turner","Corey Seager","Hunter Pence","Yasiel Puig","Joc Pederson"
"38","Corey Kluber","Justin Verlander","Yasmani Grandal","Eric Thames","Starlin Castro","Chase Headley","Corey Seager","Brett Gardner","Jacoby Ellsbury","Aaron Judge"
"39","Cole Hamels","Sean Manaea","Yasmani Grandal","Adrian Gonzalez","Jose Altuve","Justin Turner","Corey Seager","Christian Yelich","Yasiel Puig","Josh Reddick"
"40","Corey Kluber","Jacob deGrom","Tyler Flowers","Freddie Freeman","Brandon Phillips","Justin Turner","Jordy Mercer","Matt Kemp","Nick Markakis","Andrew Toles"
"41","Drew Pomeranz","Tyler Glasnow","Buster Posey","Miguel Cabrera","Joe Panik","Eduardo Nunez","Brandon Crawford","Hunter Pence","Joc Pederson","Andrew Toles"
"42","Corey Kluber","Alex Meyer","Buster Posey","Eric Thames","Jonathan Villar","Travis Shaw","Corey Seager","Ryan Braun","Domingo Santana","Andrew Toles"
"43","Jacob deGrom","Drew Pomeranz","Buster Posey","Adrian Gonzalez","Joe Panik","Eduardo Nunez","Brandon Crawford","Yasiel Puig","Chris Marrero","Guillermo Heredia"
"44","Corey Kluber","Jacob deGrom","Yasmani Grandal","Eric Thames","Robinson Cano","Kyle Seager","Taylor Motter","Nelson Cruz","Mitch Haniger","Andrew Toles"
"45","Corey Kluber","Alex Meyer","Francisco Cervelli","Anthony Rizzo","Josh Harrison","David Freese","Corey Seager","Kyle Schwarber","Andrew McCutchen","Gregory Polanco"
"46","Justin Verlander","Tim Adleman","Buster Posey","Brandon Belt","Josh Harrison","Eduardo Nunez","Brandon Crawford","Hunter Pence","Josh Reddick","Andrew Toles"
"47","Corey Kluber","Jacob deGrom","Brian McCann","Yuli Gurriel","Josh Harrison","Justin Turner","Corey Seager","George Springer","Josh Reddick","Norichika Aoki"
"48","Corey Kluber","Jose Quintana","Yasmani Grandal","Paul Goldschmidt","Brandon Drury","Jake Lamb","Chris Owings","Yasiel Puig","Yasmany Tomas","Joc Pederson"
"49","Jacob deGrom","Drew Pomeranz","Yasmani Grandal","Paul Goldschmidt","Jose Altuve","Justin Turner","Carlos Correa","George Springer","Josh Reddick","Norichika Aoki"
"50","Justin Verlander","Jose Quintana","Willson Contreras","Anthony Rizzo","Kolten Wong","Kris Bryant","Addison Russell","Jason Heyward","Josh Reddick","Andrew Toles"
