"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mike Trout",5300,"HOU@LAA 10:07PM ET",11.5,"LAA","HOU",0,9.1,10.34,NA,"3","3",7
"2B","Jose Altuve",4600,"HOU@LAA 10:07PM ET",9.444,"HOU","LAA",0,8.2,10.64,NA,"3","3",10
"SS","Carlos Correa",4600,"HOU@LAA 10:07PM ET",7.12,"HOU","LAA",0,7.7,8.88,NA,"4","4",10
"1B","Miguel Cabrera",4500,"DET@OAK 10:05PM ET",7.722,"DET","OAK",0,7.1,8.5,NA,"3","3",8
"SS","Corey Seager",4400,"LAD@SD 10:10PM ET",8.931,"LAD","SD",0,8.7,8.88,NA,"2","2",7
"OF","JD Martinez",4300,"DET@OAK 10:05PM ET",0,"DET","OAK",NA,0,NA,NA,"x","x",NA
"1B","Wil Myers",4300,"LAD@SD 10:10PM ET",9.966,"SD","LAD",0,6.9,7.97,NA,"3","3",2
"2B","Ian Kinsler",4200,"DET@OAK 10:05PM ET",7.269,"DET","OAK",NA,NA,NA,NA,"1","x",NA
"OF","George Springer",4200,"HOU@LAA 10:07PM ET",8.72,"HOU","LAA",0,7.8,9.86,NA,"1","1",9
"OF","Nelson Cruz",4100,"TEX@SEA 10:10PM ET",9.714,"SEA","TEX",0,6.3,8.02,NA,"4","4",6
"OF","Justin Upton",4000,"DET@OAK 10:05PM ET",8.8,"DET","OAK",0,6.5,7.21,NA,"5","5",7
"2B","Robinson Cano",4000,"TEX@SEA 10:10PM ET",8.393,"SEA","TEX",0,6.8,7.99,NA,"3","3",23
"SS","Jean Segura",4000,"TEX@SEA 10:10PM ET",10.875,"SEA","TEX",0,6.2,8.04,NA,"1","1",11
"2B","Rougned Odor",3900,"TEX@SEA 10:10PM ET",5.964,"TEX","SEA",0,7.4,8.25,NA,"2","2",16
"OF","Khris Davis",3800,"DET@OAK 10:05PM ET",9.615,"OAK","DET",0,7.2,8.05,NA,"4","4",3
"1B","Albert Pujols",3800,"HOU@LAA 10:07PM ET",7.379,"LAA","HOU",0,6.7,7.31,NA,"4","4",14
