"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,784853664,"Wiladrale (1/3)",0,186.35,"OF Adam Jones 3B Justin Turner P Drew Pomeranz P Gerrit Cole C Caleb Joseph 2B Chris Taylor SS Corey Seager OF Yasiel Puig OF Trey Mancini 1B Cody Bellinger",NA,"Jacob deGrom","35.50%",18.2
1,784853668,"Wiladrale (2/3)",0,186.35,"OF Adam Jones 3B Justin Turner P Drew Pomeranz P Gerrit Cole C Caleb Joseph 2B Chris Taylor SS Corey Seager OF Yasiel Puig OF Trey Mancini 1B Cody Bellinger",NA,"Drew Pomeranz","30.03%",20.2
1,784853672,"Wiladrale (3/3)",0,186.35,"OF Adam Jones 3B Justin Turner P Drew Pomeranz P Gerrit Cole C Caleb Joseph 2B Chris Taylor SS Corey Seager OF Yasiel Puig OF Trey Mancini 1B Cody Bellinger",NA,"Gerrit Cole","28.41%",30.15
4,785049417,"mouse8732 (2/2)",0,177.35,"OF Brandon Moss OF Chris Young 1B Miguel Cabrera OF Adam Jones P Gerrit Cole C Alex Avila SS Kiké Hernández 3B Manny Machado P Jacob deGrom 2B Chris Taylor",NA,"Alex Avila","28.16%",0
5,785280434,"KingJones256",0,170.75,"1B Joey Votto OF Adam Jones P Justin Verlander OF Jay Bruce C Francisco Cervelli P Drew Pomeranz 3B Travis Shaw OF Mookie Betts 2B Chris Taylor SS Corey Seager",NA,"Kenta Maeda","27.77%",15.65
6,785464377,"Kbasch (11/20)",0,170.05,"OF David Peralta P Gerrit Cole SS Kiké Hernández 1B Paul Goldschmidt OF J.D. Martinez 3B Jake Lamb P Kevin Gausman C Austin Barnes 2B Chris Taylor OF Yasiel Puig",NA,"J.D. Martinez","26.03%",0
7,785303116,"BigHoj (4/20)",0,168.8,"OF Adam Jones P Kenta Maeda C Salvador Perez SS Rubén Tejada P Gerrit Cole 1B Paul Goldschmidt 2B Jonathan Schoop 3B Manny Machado OF Chris Taylor OF Trey Mancini",NA,"Paul Goldschmidt","23.58%",8
8,785321703,"dht1955",0,168.7,"OF Adam Jones SS Asdrúbal Cabrera P Justin Verlander C Francisco Cervelli 3B Justin Turner OF David Peralta 1B Justin Smoak P Gerrit Cole 2B Jonathan Schoop OF Gregory Polanco",NA,"Justin Verlander","22.29%",23.55
9,785085573,"tkb24",0,167.7,"1B Joey Votto OF Adam Jones P Justin Verlander OF David Peralta P Gerrit Cole C Alex Avila SS Kiké Hernández OF J.D. Martinez 3B Jake Lamb 2B Jonathan Schoop",NA,"Zack Greinke","22.04%",4.65
9,785406525,"SmokeyDaBarber420 (4/5)",0,167.7,"1B Joey Votto OF Adam Jones P Justin Verlander OF David Peralta P Gerrit Cole C Alex Avila SS Kiké Hernández OF J.D. Martinez 3B Jake Lamb 2B Jonathan Schoop",NA,"Elvis Andrus","20.68%",0
9,785408352,"justinwtownsend",0,167.7,"1B Joey Votto OF Adam Jones P Justin Verlander OF David Peralta P Gerrit Cole C Alex Avila SS Kiké Hernández OF J.D. Martinez 3B Jake Lamb 2B Jonathan Schoop",NA,"Mookie Betts","19.72%",14
9,785452706,"Z1331",0,167.7,"1B Joey Votto OF Adam Jones P Justin Verlander OF David Peralta P Gerrit Cole C Alex Avila SS Kiké Hernández OF J.D. Martinez 3B Jake Lamb 2B Jonathan Schoop",NA,"Cody Bellinger","19.14%",2
9,785464367,"Kbasch (1/20)",0,167.7,"1B Joey Votto OF Adam Jones P Justin Verlander OF David Peralta P Gerrit Cole C Alex Avila SS Kiké Hernández OF J.D. Martinez 3B Jake Lamb 2B Jonathan Schoop",NA,"Chris Taylor","18.23%",28
14,785299772,"TopBoy1 (1/3)",0,167.55,"OF David Peralta P Kenta Maeda 2B Brock Holt 3B Manny Machado P Kevin Gausman C Austin Barnes OF Chris Taylor SS Corey Seager 1B Trey Mancini OF Michael Conforto",NA,"Jake Lamb","16.88%",7
15,785403775,"carndawg69",0,166.45,"1B Joey Votto P Justin Verlander C Salvador Perez OF Billy Hamilton 3B Jake Lamb P Kevin Gausman OF Mookie Betts 2B Chris Taylor SS Corey Seager OF Cody Bellinger",NA,"A.J. Pollock","16.49%",8
16,785001850,"hogwild31 (1/20)",0,163.35,"1B Joey Votto SS Zack Cozart P Drew Pomeranz C Salvador Perez P Gerrit Cole 2B Jonathan Schoop 3B Nicholas Castellanos OF Mookie Betts OF Chris Taylor OF Cody Bellinger",NA,"Jonathan Schoop","15.98%",19
16,785001904,"hogwild31 (2/20)",0,163.35,"1B Joey Votto SS Zack Cozart P Drew Pomeranz C Salvador Perez P Gerrit Cole 2B Jonathan Schoop 3B Nicholas Castellanos OF Mookie Betts OF Chris Taylor OF Cody Bellinger",NA,"Manny Machado","15.27%",11
16,785001971,"hogwild31 (3/20)",0,163.35,"1B Joey Votto SS Zack Cozart P Drew Pomeranz C Salvador Perez P Gerrit Cole 2B Jonathan Schoop 3B Nicholas Castellanos OF Mookie Betts OF Chris Taylor OF Cody Bellinger",NA,"David Peralta","15.01%",24
19,785457285,"tcorr79",0,163.2,"1B Joey Votto SS Asdrúbal Cabrera P Justin Verlander C Francisco Cervelli OF David Peralta P Kenta Maeda OF A.J. Pollock OF Mookie Betts 2B Chris Taylor 3B Joey Gallo",NA,"Salvador Perez","14.63%",10
20,785452901,"seaste0321 (5/5)",0,161.35,"1B Miguel Cabrera OF David Peralta P Drew Pomeranz C Salvador Perez P Gerrit Cole OF A.J. Pollock OF Chris Owings SS Kiké Hernández 3B Manny Machado 2B Chris Taylor",NA,"Shin-soo Choo","14.56%",11
21,785196421,"tiffhud1976 (2/2)",0,160.85,"3B Adrián Béltre OF Adam Jones 1B Chris Davis P Kenta Maeda C Caleb Joseph OF Trayce Thompson SS Kiké Hernández 2B Jonathan Schoop P Jacob deGrom OF Chris Taylor",NA,"Andrew Benintendi","13.79%",2
22,785377977,"chess_is_ok (5/20)",0,160.05,"OF David Peralta SS Zack Cozart P Gerrit Cole OF A.J. Pollock 1B Paul Goldschmidt OF J.D. Martinez 3B Eugenio Suárez P Kevin Gausman C Austin Barnes 2B Chris Taylor",NA,"Andrew McCutchen","13.21%",9
23,785477675,"Vaders (9/20)",0,158.85,"OF Adam Jones 2B Asdrúbal Cabrera 1B Chris Davis P Kenta Maeda 3B Logan Forsythe C Caleb Joseph OF Billy Hamilton SS Kiké Hernández P Jacob deGrom OF Chris Taylor",NA,"Asdrúbal Cabrera","13.14%",13
24,785115593,"hishboo (12/20)",0,157.35,"1B Joey Votto OF Brandon Moss OF Lorenzo Cain 3B Mike Moustakas SS Zack Cozart C Salvador Perez P Gerrit Cole OF Billy Hamilton 2B Whit Merrifield P Jacob deGrom",NA,"Corey Seager","12.63%",26
25,785464372,"Kbasch (6/20)",0,155.35,"1B Joey Votto OF Brandon Moss P Gerrit Cole 3B Logan Forsythe OF Trayce Thompson SS Kiké Hernández OF J.D. Martinez P Jacob deGrom C Austin Barnes 2B Chris Taylor",NA,"Rougned Odor","12.37%",5
25,785464381,"Kbasch (15/20)",0,155.35,"OF Adam Jones 1B Chris Davis P Gerrit Cole 3B Logan Forsythe OF Trayce Thompson SS Kiké Hernández 2B Jonathan Schoop P Jacob deGrom C Austin Barnes OF Trey Mancini",NA,"Ian Kinsler","12.05%",5
27,785464378,"Kbasch (12/20)",0,155.05,"OF David Peralta P Gerrit Cole 2B Logan Forsythe OF Kiké Hernández 1B Paul Goldschmidt OF J.D. Martinez 3B Jake Lamb P Kevin Gausman C Austin Barnes SS Corey Seager",NA,"Kiké Hernández","12.05%",28
28,785286397,"sfhc1922 (1/3)",0,154.85,"2B Chase Utley OF Adam Jones 1B Chris Davis P Kenta Maeda SS Zack Cozart C Caleb Joseph OF Kiké Hernández 3B Manny Machado P Jacob deGrom OF Trey Mancini",NA,"Justin Turner","11.98%",10
29,785477685,"Vaders (19/20)",0,154.8,"OF Adam Jones OF Lorenzo Cain 3B Justin Turner P Kenta Maeda P Gerrit Cole C Alex Avila OF A.J. Pollock SS Kiké Hernández 2B Chris Taylor 1B Cody Bellinger",NA,"Trey Mancini","11.86%",19
30,785245009,"Shadowzer0",0,153.85,"OF Shin-soo Choo C Jeff Mathis OF Adam Jones P Kenta Maeda SS Zack Cozart 1B Alex Avila 2B Jonathan Schoop 3B Manny Machado P Jacob deGrom OF Trey Mancini",NA,"Justin Upton","11.60%",8
31,785420159,"crusher322",0,153.75,"C Yadier Molina P Justin Verlander OF Jay Bruce P Drew Pomeranz 3B Manny Machado OF Mookie Betts 2B Chris Taylor SS Corey Seager 1B Trey Mancini OF Cody Bellinger",NA,"Logan Forsythe","11.40%",2
32,785377981,"chess_is_ok (9/20)",0,153.05,"OF Lorenzo Cain 3B Mike Moustakas C Salvador Perez 1B Eric Hosmer P Gerrit Cole P Kevin Gausman 2B Chris Taylor SS Corey Seager OF Yasiel Puig OF Cody Bellinger",NA,"Austin Barnes","10.95%",2
32,785377988,"chess_is_ok (16/20)",0,153.05,"OF David Peralta P Gerrit Cole OF A.J. Pollock OF J.D. Martinez 3B Eugenio Suárez P Kevin Gausman C Austin Barnes 2B Chris Taylor SS Corey Seager 1B Cody Bellinger",NA,"Chris Owings","10.76%",0
34,785423560,"EtLanum23",0,152.8,"C Francisco Cervelli 3B Justin Turner P Kenta Maeda 1B Lucas Duda SS Zack Cozart P Gerrit Cole 2B Josh Harrison OF J.D. Martinez OF Chris Taylor OF Michael Conforto",NA,"Nicholas Castellanos","10.44%",3
35,785206302,"hogwild31 (4/20)",0,152.4,"OF Justin Upton 1B Chris Davis SS Zack Cozart P Drew Pomeranz C Salvador Perez 2B Jonathan Schoop 3B Nicholas Castellanos P Jacob deGrom OF Chris Taylor OF Trey Mancini",NA,"Jay Bruce","10.12%",7
35,785206553,"hogwild31 (5/20)",0,152.4,"OF Justin Upton 1B Chris Davis SS Zack Cozart P Drew Pomeranz C Salvador Perez 2B Jonathan Schoop 3B Nicholas Castellanos P Jacob deGrom OF Chris Taylor OF Trey Mancini",NA,"Mark Trumbo","10.05%",0
37,785411687,"Cbark34",0,152.1,"2B Ian Kinsler OF Lorenzo Cain C Alex Avila OF Jackie Bradley Jr. 3B Manny Machado P Kevin Gausman P Jacob deGrom OF Chris Taylor SS Corey Seager 1B Trey Mancini",NA,"Miguel Cabrera","9.99%",2
37,785474351,"cjf99b (4/4)",0,152.1,"2B Ian Kinsler OF Lorenzo Cain C Alex Avila OF Jackie Bradley Jr. 3B Manny Machado P Kevin Gausman P Jacob deGrom OF Chris Taylor SS Corey Seager 1B Trey Mancini",NA,"Adam Jones","9.47%",26
39,784916307,"jstone2424",0,151.8,"SS Asdrúbal Cabrera OF Mark Trumbo P Kenta Maeda P Gerrit Cole 2B Jonathan Schoop 3B Manny Machado C Austin Barnes OF Mookie Betts OF Chris Taylor 1B Trey Mancini",NA,"Josh Harrison","9.34%",13
40,785263532,"seankelly07",0,151.4,"OF Shin-soo Choo OF Adam Jones SS Asdrúbal Cabrera P Drew Pomeranz 3B Manny Machado P Jacob deGrom C Jett Bandy 2B Chris Taylor 1B Trey Mancini OF Andrew Benintendi",NA,"Chris Davis","9.02%",0
41,785003881,"Powelly25",0,150.8,"1B Mike Napoli OF Shin-soo Choo OF Jay Bruce OF David Peralta P Kenta Maeda P Gerrit Cole 3B Logan Forsythe C Alex Avila 2B Chris Taylor SS Corey Seager",NA,"Zack Cozart","8.76%",27
42,785371849,"joshuaamel (3/3)",0,150.7,"SS Asdrúbal Cabrera P Justin Verlander P Gerrit Cole OF Trayce Thompson OF Kiké Hernández 1B Paul Goldschmidt OF J.D. Martinez 3B Jake Lamb C Austin Barnes 2B Chris Taylor",NA,"Kevin Gausman","8.70%",27.9
43,785345825,"millsaps041616",0,150.45,"OF Carlos Gómez OF Jay Bruce C Salvador Perez 1B Justin Smoak P Gerrit Cole 3B Jake Lamb P Tim Adleman 2B Chris Taylor SS Corey Seager OF Yasiel Puig",NA,"Adrián Béltre","8.63%",5
44,785407895,"moconnell40 (6/20)",0,149.85,"1B Victor Martinez OF Chris Young 3B Justin Turner P Kenta Maeda OF Kiké Hernández OF Jackie Bradley Jr. P Jacob deGrom C Austin Barnes 2B Chris Taylor SS Corey Seager",NA,"Robinson Chirinos","8.38%",5
45,785384536,"sharkbite09 (7/9)",0,149.8,"2B Asdrúbal Cabrera OF Jay Bruce 3B Justin Turner P Kenta Maeda 1B Lucas Duda P Gerrit Cole SS Kiké Hernández C Austin Barnes OF Chris Taylor OF Michael Conforto",NA,"Nomar Mazara","7.93%",2
45,785393758,"sharkbite09 (8/9)",0,149.8,"2B Asdrúbal Cabrera OF Jay Bruce 3B Justin Turner P Kenta Maeda 1B Lucas Duda P Gerrit Cole SS Kiké Hernández C Austin Barnes OF Chris Taylor OF Michael Conforto",NA,"Joey Votto","7.93%",10
45,785393773,"sharkbite09 (9/9)",0,149.8,"2B Asdrúbal Cabrera OF Jay Bruce 3B Justin Turner P Kenta Maeda 1B Lucas Duda P Gerrit Cole SS Kiké Hernández C Austin Barnes OF Chris Taylor OF Michael Conforto",NA,"Troy Tulowitzki","7.86%",2
48,785324580,"cpenn4thewin (2/2)",0,149.5,"OF Carlos Gómez OF David Peralta C Salvador Perez P Gerrit Cole SS Kiké Hernández 1B Paul Goldschmidt 3B Jake Lamb 2B Jonathan Schoop P Zach Davies OF Nomar Mazara",NA,"Eric Thames","7.80%",0
49,785472938,"TheMitch17",0,149.4,"OF Shin-soo Choo P Drew Pomeranz C Caleb Joseph SS Kiké Hernández 2B Scooter Gennett 3B Jake Lamb OF José Osuna P Jacob deGrom OF Chris Taylor 1B Trey Mancini",NA,"Chris Young","7.73%",8
50,785464375,"Kbasch (9/20)",0,149.35,"OF Brandon Moss 3B Justin Turner P Gerrit Cole 2B Logan Forsythe 1B Wilmer Flores SS Kiké Hernández OF J.D. Martinez P Jacob deGrom C Austin Barnes OF Chris Taylor",NA,"Michael Conforto","7.22%",5
51,785394317,"LouisLipps (2/3)",0,148.85,"OF Shin-soo Choo C Robinson Chirinos P Kenta Maeda P Drew Pomeranz OF A.J. Pollock 2B Jonathan Schoop 3B Manny Machado OF Mookie Betts SS Corey Seager 1B Trey Mancini",NA,"Travis Shaw","6.89%",3
52,785477677,"Vaders (11/20)",0,148.8,"1B Joey Votto OF Adam Jones 3B Justin Turner P Kenta Maeda P Gerrit Cole C Alex Avila OF Gregory Polanco OF Jorge Bonifacio 2B Chris Taylor SS Corey Seager",NA,"Dustin Pedroia","6.77%",14
53,785262021,"markaw4 (17/20)",0,148.4,"OF Brandon Moss C Francisco Cervelli 1B Mitch Moreland P Drew Pomeranz SS Kiké Hernández OF Domingo Santana P Jacob deGrom 2B Brandon Drury 3B Travis Shaw OF Mookie Betts",NA,"Caleb Joseph","6.64%",10
54,785417696,"pens2014 (1/2)",0,148.35,"C Robinson Chirinos OF David Peralta P Drew Pomeranz P Gerrit Cole OF Billy Hamilton SS Kiké Hernández 1B Paul Goldschmidt 2B Scooter Gennett OF J.D. Martinez 3B Jake Lamb",NA,"Jackie Bradley Jr.","6.64%",10
54,785417720,"pens2014 (2/2)",0,148.35,"C Robinson Chirinos OF David Peralta P Drew Pomeranz P Gerrit Cole OF Billy Hamilton SS Kiké Hernández 1B Paul Goldschmidt 2B Scooter Gennett OF J.D. Martinez 3B Jake Lamb",NA,"José Osuna","6.38%",0
56,785241361,"toxicangel935",0,147.85,"3B José Reyes C Robinson Chirinos OF Adam Jones P Kenta Maeda OF Billy Hamilton OF Scooter Gennett SS José Iglesias P Jacob deGrom 2B Chris Taylor 1B Trey Mancini",NA,"Starling Marte","6.19%",5
