"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"2B/3B","DJ LeMahieu",4200,"Col@Mil 07:40PM ET",8.776,"Col",6.81,6.3,7.18,NA,5
"SS","Corey Seager",4200,"SD@LAD 10:10PM ET",8.417,"LAD",7.51,6.5,8.38,NA,0
"C/OF","Kyle Schwarber",4100,"ChC@StL 08:15PM ET",6.286,"ChC",8.07,8.8,8.34,NA,4
"SS","Trevor Story",4100,"Col@Mil 07:40PM ET",9.814,"Col",7.49,6.4,7.83,NA,18
"2B","Robinson Cano",4100,"Sea@Hou 08:10PM ET",9.093,"Sea",8.36,9.1,8.01,NA,7
"OF","Nelson Cruz",4100,"Sea@Hou 08:10PM ET",9.109,"Sea",7.48,9.1,8.49,NA,0
"OF","George Springer",4100,"Sea@Hou 08:10PM ET",8.821,"Hou",8.37,8.6,9.36,NA,5
"C","Gary Sanchez",4000,"NYY@TB 07:10PM ET",10.434,"NYY",7.54,9.2,8.31,NA,0
"3B","Evan Longoria",4000,"NYY@TB 07:10PM ET",8.256,"TB",8.41,8.7,8.21,NA,7
"3B/SS","Jonathan Villar",4000,"Col@Mil 07:40PM ET",9.679,"Mil",8.5,8.8,9.35,NA,0
"2B/SS","Jean Segura",4000,"Sea@Hou 08:10PM ET",9.575,"Sea",6.06,8.9,8,NA,0
"OF","Hunter Pence",4000,"SF@Ari 09:40PM ET",7.33,"SF",7.19,9.7,9.02,NA,11
"2B","Rougned Odor",3900,"Cle@Tex 08:05PM ET",8.523,"Tex",5.76,7.7,7.73,NA,3
"3B/OF","Jose Ramirez",3900,"Cle@Tex 08:05PM ET",7.845,"Cle",6.99,8.5,8.63,NA,2
"OF","Shin-soo Choo",3900,"Cle@Tex 08:05PM ET",7.52,"Tex",NA,NA,NA,NA,NA
"1B/C","Buster Posey",3900,"SF@Ari 09:40PM ET",7.605,"SF",7.66,10.2,9.14,NA,4
"OF","Dexter Fowler",3800,"ChC@StL 08:15PM ET",8.401,"StL",5.87,6,7.22,NA,3
"3B","Adrian Beltre",3800,"Cle@Tex 08:05PM ET",8.506,"Tex",NA,0,NA,NA,0
"3B","Kyle Seager",3800,"Sea@Hou 08:10PM ET",8.481,"Sea",7.07,8.6,7.24,NA,5
"1B/OF","Wil Myers",3800,"SD@LAD 10:10PM ET",8.862,"SD",6.53,6.9,7.18,NA,10
"1B/3B","Matt Carpenter",3700,"ChC@StL 08:15PM ET",8.55,"StL",7.39,6.2,7.2,NA,0
"2B/OF","Ben Zobrist",3700,"ChC@StL 08:15PM ET",7.951,"ChC",7.22,0,7.45,NA,2
"C","Jonathan Lucroy",3700,"Cle@Tex 08:05PM ET",7.438,"Tex",5.89,0,6.78,NA,0
"1B","Brandon Belt",3700,"SF@Ari 09:40PM ET",7.714,"SF",5.71,8.5,9.33,NA,10
"3B/SS","Eduardo Nunez",3700,"SF@Ari 09:40PM ET",8.368,"SF",7.01,8.4,8.18,NA,10
"OF","AJ. Pollock",3700,"SF@Ari 09:40PM ET",8.333,"Ari",6.3,8.2,NA,NA,10
"SS","Aledmys Diaz",3600,"ChC@StL 08:15PM ET",8.477,"StL",5.37,6.3,6.85,NA,0
"OF","Stephen Piscotty",3600,"ChC@StL 08:15PM ET",7.916,"StL",5.53,5.2,6.57,NA,4
"OF","Gerardo Parra",3600,"Col@Mil 07:40PM ET",5.971,"Col",6.11,6.9,6.11,NA,19
"OF","Keon Broxton",3600,"Col@Mil 07:40PM ET",6.92,"Mil",6.32,8,8.39,NA,2
"1B","Mike Napoli",3600,"Cle@Tex 08:05PM ET",8.048,"Tex",5.67,6.4,7.57,NA,9
"OF","Carlos Gomez",3600,"Cle@Tex 08:05PM ET",6.661,"Tex",5.84,7.5,8.16,NA,0
"3B","Alex Bregman",3600,"Sea@Hou 08:10PM ET",8.694,"Hou",7.34,8.3,8.63,NA,0
"3B","Jake Lamb",3600,"SF@Ari 09:40PM ET",8,"Ari",6.33,7.3,7.42,NA,20
"OF","Denard Span",3600,"SF@Ari 09:40PM ET",7.134,"SF",6.02,0,1.76,NA,0
"1B","Albert Pujols",3500,"LAA@Oak 10:05PM ET",8.118,"LAA",7.01,7.7,7.45,NA,0
"OF","Khris Davis",3500,"LAA@Oak 10:05PM ET",8.225,"Oak",6.39,7.3,7.68,NA,2
"1B/OF","Eric Thames",3500,"Col@Mil 07:40PM ET",0,"Mil",5.2,0,1.97,NA,0
"OF","Domingo Santana",3500,"Col@Mil 07:40PM ET",6.3,"Mil",6.24,7.7,7.37,NA,11
"SS","Elvis Andrus",3500,"Cle@Tex 08:05PM ET",7.68,"Tex",5.09,5.8,6.28,NA,2
"OF","Tyler Naquin",3500,"Cle@Tex 08:05PM ET",6.031,"Cle",4.72,0,1.87,NA,0
"C","Evan Gattis",3500,"Sea@Hou 08:10PM ET",7.516,"Hou",NA,7.2,1.9,NA,2
"2B","Joe Panik",3500,"SF@Ari 09:40PM ET",6.886,"SF",5.57,6.3,6.55,NA,17
"OF","Yasmany Tomas",3500,"SF@Ari 09:40PM ET",7.678,"Ari",5.46,6.3,7.04,NA,0
"2B/3B","Javier Baez",3400,"ChC@StL 08:15PM ET",5.899,"ChC",5.54,5.7,1.59,NA,2
"1B","Chris Carter",3400,"NYY@TB 07:10PM ET",7.831,"NYY",NA,0,1.7,NA,0
"OF","Mallex Smith",3400,"NYY@TB 07:10PM ET",5.75,"TB",4.15,0,1.77,NA,0
"OF","Nomar Mazara",3400,"Cle@Tex 08:05PM ET",6.347,"Tex",5.64,7.3,7.6,NA,10
"OF","Carlos Beltran",3400,"Sea@Hou 08:10PM ET",7.606,"Hou",7.17,7.8,8.19,NA,0
"SS","Brandon Crawford",3400,"SF@Ari 09:40PM ET",7.163,"SF",5.9,7.3,8.05,NA,21
"1B","Adrian Gonzalez",3400,"SD@LAD 10:10PM ET",7.048,"LAD",6.06,5.4,7.58,NA,3
"OF","Yasiel Puig",3400,"SD@LAD 10:10PM ET",5.791,"LAD",6.05,7.9,6.35,NA,0
"OF","Randal Grichuk",3300,"ChC@StL 08:15PM ET",6.947,"StL",5.07,5.3,5.37,NA,0
"SS","Brad Miller",3300,"NYY@TB 07:10PM ET",7.467,"TB",6.07,5.5,7.4,NA,0
"OF","Rajai Davis",3300,"LAA@Oak 10:05PM ET",7.235,"Oak",6.25,7.3,8.69,NA,17
"1B/3B","Travis Shaw",3300,"Col@Mil 07:40PM ET",6.342,"Mil",4.89,6.5,1.75,NA,16
"OF","Raimel Tapia",3300,"Col@Mil 07:40PM ET",2.864,"Col",NA,0,NA,NA,0
"3B/OF","Joey Gallo",3300,"Cle@Tex 08:05PM ET",1.824,"Tex",5.31,6.7,6.68,NA,19
"OF","David Peralta",3300,"SF@Ari 09:40PM ET",6.286,"Ari",6.22,7.7,6.62,NA,0
"C","Yasmani Grandal",3300,"SD@LAD 10:10PM ET",6.613,"LAD",6.17,6.7,6.7,NA,0
"2B","Logan Forsythe",3300,"SD@LAD 10:10PM ET",7.929,"LAD",7.87,8,8.12,NA,8
"OF","Joc Pederson",3300,"SD@LAD 10:10PM ET",6.953,"LAD",5.91,0,7.29,NA,0
"C/OF","Willson Contreras",3200,"ChC@StL 08:15PM ET",6.484,"ChC",5.9,6.3,6.33,NA,7
"2B/SS","Addison Russell",3200,"ChC@StL 08:15PM ET",7.024,"ChC",6.14,6.3,6.64,NA,7
"1B/OF","Matt Holliday",3200,"NYY@TB 07:10PM ET",6.964,"NYY",6.31,7.6,7.17,NA,9
"OF","Steven Souza",3200,"NYY@TB 07:10PM ET",6.642,"TB",NA,8.1,8.12,NA,6
"OF","Kole Calhoun",3200,"LAA@Oak 10:05PM ET",7.592,"LAA",5.27,7.3,7.4,NA,7
"C","Dustin Garneau",3200,"Col@Mil 07:40PM ET",4.375,"Col",NA,0,1.5,NA,0
"3B/OF","Hernan Perez",3200,"Col@Mil 07:40PM ET",7.252,"Mil",6.64,0,6.85,NA,0
"SS","Orlando Arcia",3200,"Col@Mil 07:40PM ET",6.2,"Mil",5.51,5.9,6.06,NA,0
"1B","Bobby Bradley",3200,"Cle@Tex 08:05PM ET",0,"Cle",NA,0,NA,NA,0
"3B/OF","Lonnie Chisenhall",3200,"Cle@Tex 08:05PM ET",5.681,"Cle",NA,0,NA,NA,0
"OF","Abraham Almonte",3200,"Cle@Tex 08:05PM ET",5.164,"Cle",5.52,0,1.82,NA,0
"OF","Delino DeShields",3200,"Cle@Tex 08:05PM ET",4.373,"Tex",4.66,0,1.66,NA,0
"OF","Josh Reddick",3200,"Sea@Hou 08:10PM ET",6.286,"Hou",6.54,8.3,7.96,NA,3
"OF","Mitch Haniger",3200,"Sea@Hou 08:10PM ET",5.794,"Sea",4.99,8.4,7.37,NA,7
"3B","Justin Turner",3200,"SD@LAD 10:10PM ET",8.031,"LAD",7.87,6.8,8.47,NA,3
"2B/3B","Jedd Gyorko",3100,"ChC@StL 08:15PM ET",6.5,"StL",4.65,0,1.4,NA,0
"C","Wilson Ramos",3100,"NYY@TB 07:10PM ET",7.618,"TB",NA,0,NA,NA,0
"OF","Brett Gardner",3100,"NYY@TB 07:10PM ET",6.913,"NYY",6.2,7.3,7.38,NA,9
"OF","Kevin Kiermaier",3100,"NYY@TB 07:10PM ET",7.495,"TB",5.85,6.6,8.18,NA,3
"1B","CJ. Cron",3100,"LAA@Oak 10:05PM ET",7.095,"LAA",5.83,0,6.97,NA,0
"3B","Trevor Plouffe",3100,"LAA@Oak 10:05PM ET",6.765,"Oak",5.75,5.8,5.93,NA,0
"OF","Cameron Maybin",3100,"LAA@Oak 10:05PM ET",8.298,"LAA",5.76,6.8,1.56,NA,8
"C","Tom Murphy",3100,"Col@Mil 07:40PM ET",6.286,"Col",NA,0,NA,NA,0
"OF","Brandon Guyer",3100,"Cle@Tex 08:05PM ET",5.741,"Cle",5.49,8.6,7.61,NA,5
"OF","Bradley Zimmer",3100,"Cle@Tex 08:05PM ET",0,"Cle",NA,0,NA,NA,0
"OF","Greg Allen",3100,"Cle@Tex 08:05PM ET",0,"Cle",NA,0,NA,NA,0
"OF","Norichika Aoki",3100,"Sea@Hou 08:10PM ET",6.381,"Hou",5.4,NA,6,NA,NA
"2B/OF","Brandon Drury",3100,"SF@Ari 09:40PM ET",6.463,"Ari",4.41,5.9,6.17,NA,9
"OF/SS","Chris Owings",3100,"SF@Ari 09:40PM ET",7.21,"Ari",5.59,6.1,7.33,NA,5
"OF","Jarrett Parker",3100,"SF@Ari 09:40PM ET",4,"SF",4.26,0,1.86,NA,0
"C","Yadier Molina",3000,"ChC@StL 08:15PM ET",6.544,"StL",5.09,5,5.75,NA,3
"OF","Colby Rasmus",3000,"NYY@TB 07:10PM ET",6.009,"TB",NA,0,NA,NA,0
"OF","Jacoby Ellsbury",3000,"NYY@TB 07:10PM ET",7.007,"NYY",6.25,6.7,6.24,NA,10
"OF","Corey Dickerson",3000,"NYY@TB 07:10PM ET",6.446,"TB",4.43,0,1.75,NA,0
"OF","Aaron Judge",3000,"NYY@TB 07:10PM ET",5.074,"NYY",5.08,6.7,6.11,NA,5
"1B/3B","Luis Valbuena",3000,"LAA@Oak 10:05PM ET",6.767,"LAA",NA,0,NA,NA,0
"1B/3B","Ryon Healy",3000,"LAA@Oak 10:05PM ET",7.625,"Oak",6.24,6.9,7.31,NA,19
"3B/SS","Marcus Semien",3000,"LAA@Oak 10:05PM ET",6.943,"Oak",5.86,5.7,5.68,NA,9
"1B","Jesus Aguilar",3000,"Col@Mil 07:40PM ET",0,"Mil",NA,6.2,7.17,NA,5
"1B/3B","Mark Reynolds",3000,"Col@Mil 07:40PM ET",6.756,"Col",5.79,5.8,5.99,NA,12
"2B/3B","Jurickson Profar",3000,"Cle@Tex 08:05PM ET",4.922,"Tex",5.26,0,5.43,NA,0
"C","Brian McCann",3000,"Sea@Hou 08:10PM ET",6.408,"Hou",6.15,6.5,6.46,NA,14
"3B/OF","Danny Valencia",3000,"Sea@Hou 08:10PM ET",6.962,"Sea",5.63,7.1,6.15,NA,8
"C","Nick Hundley",3000,"SF@Ari 09:40PM ET",6.524,"SF",NA,0,1.75,NA,0
"2B","Chase Utley",3000,"SD@LAD 10:10PM ET",6.446,"LAD",NA,0,1.47,NA,0
"2B/3B","Ryan Schimpf",3000,"SD@LAD 10:10PM ET",7.685,"SD",6.2,7,6.16,NA,5
"OF","Franklin Gutierrez",3000,"SD@LAD 10:10PM ET",5.172,"LAD",6.33,7.5,7.16,NA,3
"OF","Jason Heyward",2900,"ChC@StL 08:15PM ET",5.842,"ChC",6,6.9,6.56,NA,5
"1B","Logan Morrison",2900,"NYY@TB 07:10PM ET",6.29,"TB",4.16,0,1.61,NA,0
"2B/3B","Matt Duffy",2900,"NYY@TB 07:10PM ET",6.12,"TB",NA,0,NA,NA,0
"1B/C","Stephen Vogt",2900,"LAA@Oak 10:05PM ET",6.095,"Oak",6.21,6.5,6.5,NA,0
"1B/3B","Jefry Marte",2900,"LAA@Oak 10:05PM ET",6.227,"LAA",5.76,7.3,1.58,NA,9
"C","Tony Wolters",2900,"Col@Mil 07:40PM ET",5.577,"Col",5.01,5.3,4.93,NA,2
"OF","Michael Reed",2900,"Col@Mil 07:40PM ET",3.375,"Mil",NA,0,NA,NA,0
"OF","Jordan Patterson",2900,"Col@Mil 07:40PM ET",3.4,"Col",NA,0,1.67,NA,0
"C","Yan Gomes",2900,"Cle@Tex 08:05PM ET",4.487,"Cle",6.4,7.4,6.82,NA,4
"3B","Yuli Gurriel",2900,"Sea@Hou 08:10PM ET",5.833,"Hou",NA,NA,NA,NA,NA
"3B/SS","Taylor Motter",2900,"Sea@Hou 08:10PM ET",3.794,"Sea",4.32,0,1.48,NA,0
"OF","Leonys Martin",2900,"Sea@Hou 08:10PM ET",6.923,"Sea",5.73,7,6.37,NA,0
"OF","Derek Fisher",2900,"Sea@Hou 08:10PM ET",0,"Hou",NA,0,NA,NA,0
"OF","Jeremy Hazelbaker",2900,"SF@Ari 09:40PM ET",3.868,"Ari",NA,0,1.78,NA,2
"OF","Mac Williamson",2900,"SF@Ari 09:40PM ET",3.907,"SF",NA,0,NA,NA,0
"2B/3B","Yangervis Solarte",2900,"SD@LAD 10:10PM ET",7.609,"SD",5.99,6.4,6.41,NA,19
"3B/SS","Jhonny Peralta",2800,"ChC@StL 08:15PM ET",6.024,"StL",5.32,5.1,5.47,NA,3
"OF","Albert Almora",2800,"ChC@StL 08:15PM ET",3.661,"ChC",NA,5.2,1.61,NA,3
"1B","Greg Bird",2800,"NYY@TB 07:10PM ET",0,"NYY",NA,7.8,8.03,NA,7
"2B/OF","Nick Franklin",2800,"NYY@TB 07:10PM ET",5.933,"TB",NA,0,1.67,NA,0
"2B/SS","Starlin Castro",2800,"NYY@TB 07:10PM ET",6.742,"NYY",5.77,6.7,5.89,NA,0
"SS","Didi Gregorius",2800,"NYY@TB 07:10PM ET",6.797,"NYY",NA,0,NA,NA,0
"C","Andrew Susac",2800,"Col@Mil 07:40PM ET",3.5,"Mil",NA,0,NA,NA,0
"SS","Pat Valaika",2800,"Col@Mil 07:40PM ET",2.615,"Col",NA,0,NA,NA,0
"OF","Kirk Nieuwenhuis",2800,"Col@Mil 07:40PM ET",5.28,"Mil",NA,0,1.66,NA,0
"C","Robinson Chirinos",2800,"Cle@Tex 08:05PM ET",5.31,"Tex",NA,5.3,1.54,NA,0
"3B","Giovanny Urshela",2800,"Cle@Tex 08:05PM ET",0,"Cle",NA,0,NA,NA,0
"SS","Erik Gonzalez",2800,"Cle@Tex 08:05PM ET",1,"Cle",NA,0,NA,NA,0
"OF","Austin Jackson",2800,"Cle@Tex 08:05PM ET",5.593,"Cle",5.95,6.9,6.59,NA,10
"C/OF","Chris Herrmann",2800,"SF@Ari 09:40PM ET",6.214,"Ari",NA,0,1.48,NA,0
"2B/SS","Kelby Tomlinson",2800,"SF@Ari 09:40PM ET",3.455,"SF",NA,0,NA,NA,0
"1B","Cody Bellinger",2800,"SD@LAD 10:10PM ET",0,"LAD",NA,0,NA,NA,0
"2B/SS","Chris Taylor",2800,"SD@LAD 10:10PM ET",2.722,"LAD",NA,0,NA,NA,0
"OF","Andre Ethier",2800,"SD@LAD 10:10PM ET",2.375,"LAD",NA,0,NA,NA,0
"OF","Manuel Margot",2800,"SD@LAD 10:10PM ET",6.4,"SD",6,5.9,6.58,NA,13
"C","Miguel Montero",2700,"ChC@StL 08:15PM ET",4.969,"ChC",NA,0,1.37,NA,0
"1B","Matt Adams",2700,"ChC@StL 08:15PM ET",5.05,"StL",5.79,0,1.46,NA,2
"OF","Jon Jay",2700,"ChC@StL 08:15PM ET",6.489,"ChC",NA,0,5.1,NA,0
"C","Josh Phegley",2700,"LAA@Oak 10:05PM ET",5.192,"Oak",NA,0,1.51,NA,0
"1B/OF","Mark Canha",2700,"LAA@Oak 10:05PM ET",3.625,"Oak",NA,0,1.53,NA,0
"3B/SS","Yunel Escobar",2700,"LAA@Oak 10:05PM ET",6.47,"LAA",6.01,7.4,7.13,NA,5
"OF","Ben Revere",2700,"LAA@Oak 10:05PM ET",5.272,"LAA",4.95,0,5.65,NA,0
"C","Brett Nicholas",2700,"Cle@Tex 08:05PM ET",5.667,"Tex",NA,0,NA,NA,0
"3B","Yandy Diaz",2700,"Cle@Tex 08:05PM ET",0,"Cle",5.92,7,6.4,NA,0
"1B/3B","Marwin Gonzalez",2700,"Sea@Hou 08:10PM ET",6.05,"Hou",5.1,5.9,1.71,NA,14
"OF","Jarrod Dyson",2700,"Sea@Hou 08:10PM ET",6.299,"Sea",5.7,7.1,6.23,NA,5
"OF","Preston Tucker",2700,"Sea@Hou 08:10PM ET",3.604,"Hou",NA,0,NA,NA,0
"OF","Socrates Brito",2700,"SF@Ari 09:40PM ET",3.7,"Ari",NA,0,NA,NA,0
"2B/C","Austin Barnes",2700,"SD@LAD 10:10PM ET",1.696,"LAD",NA,0,1.56,NA,0
"2B","Willie Calhoun",2700,"SD@LAD 10:10PM ET",0,"LAD",NA,0,NA,NA,0
"OF","Trayce Thompson",2700,"SD@LAD 10:10PM ET",5.938,"LAD",NA,0,NA,NA,0
"OF","Alex Dickerson",2700,"SD@LAD 10:10PM ET",6.476,"SD",NA,0,NA,NA,0
"OF","Andrew Toles",2700,"SD@LAD 10:10PM ET",4.847,"LAD",5.22,0,1.82,NA,0
"OF","Hunter Renfroe",2700,"SD@LAD 10:10PM ET",10.818,"SD",5.1,5.4,6.47,NA,3
"2B","Kolten Wong",2600,"ChC@StL 08:15PM ET",4.579,"StL",4.81,5.2,5.38,NA,3
"3B","Jeimer Candelario",2600,"ChC@StL 08:15PM ET",1.8,"ChC",NA,0,NA,NA,0
"OF","Mark Zagunis",2600,"ChC@StL 08:15PM ET",0,"ChC",NA,0,NA,NA,0
"C","Derek Norris",2600,"NYY@TB 07:10PM ET",5.376,"TB",5.95,7.2,5.44,NA,0
"1B","Jake Bauers",2600,"NYY@TB 07:10PM ET",0,"TB",NA,0,NA,NA,0
"2B/SS","Tim Beckham",2600,"NYY@TB 07:10PM ET",5.516,"TB",5.41,6.5,5.83,NA,3
"3B","Chase Headley",2600,"NYY@TB 07:10PM ET",6.092,"NYY",5.41,5.7,5.64,NA,24
"1B","Yonder Alonso",2600,"LAA@Oak 10:05PM ET",5.167,"Oak",5.54,5.8,5.56,NA,7
"2B","Joey Wendle",2600,"LAA@Oak 10:05PM ET",5.357,"Oak",NA,NA,NA,NA,NA
"SS","Andrelton Simmons",2600,"LAA@Oak 10:05PM ET",6.032,"LAA",5.25,6.5,5.8,NA,7
"1B/OF","Ryan Rua",2600,"Cle@Tex 08:05PM ET",4.92,"Tex",NA,5.9,1.58,NA,2
"2B","Andy Ibanez",2600,"Cle@Tex 08:05PM ET",0,"Tex",NA,0,NA,NA,0
"C","Mike Zunino",2600,"Sea@Hou 08:10PM ET",6.214,"Sea",5.36,6.8,5.47,NA,3
"3B","JD. Davis",2600,"Sea@Hou 08:10PM ET",0,"Hou",NA,0,NA,NA,0
"OF","Ben Gamel",2600,"Sea@Hou 08:10PM ET",2.364,"Sea",NA,0,NA,NA,0
"3B","Aaron Hill",2600,"SF@Ari 09:40PM ET",5.315,"SF",6.03,0,NA,NA,0
"OF","Gorkys Hernandez",2600,"SF@Ari 09:40PM ET",3.345,"SF",NA,8.9,8.24,NA,20
"2B/3B","Cory Spangenberg",2600,"SD@LAD 10:10PM ET",6.429,"SD",NA,0,NA,NA,0
"3B/OF","Rob Segedin",2600,"SD@LAD 10:10PM ET",3.3,"LAD",NA,0,NA,NA,0
"OF","Alex Verdugo",2600,"SD@LAD 10:10PM ET",0,"LAD",NA,0,NA,NA,0
"1B/OF","Jose Martinez",2500,"ChC@StL 08:15PM ET",3.083,"StL",NA,0,1.5,NA,2
"2B","Ian Happ",2500,"ChC@StL 08:15PM ET",0,"ChC",NA,0,NA,NA,0
"2B/3B","Tommy La Stella",2500,"ChC@StL 08:15PM ET",3.453,"ChC",NA,0,1.54,NA,0
"OF","Matt Szczur",2500,"ChC@StL 08:15PM ET",3.222,"ChC",NA,0,1.47,NA,0
"OF","Harrison Bader",2500,"ChC@StL 08:15PM ET",0,"StL",NA,0,NA,NA,0
"OF","Peter Bourjos",2500,"NYY@TB 07:10PM ET",4.675,"TB",NA,5.7,5.39,NA,2
"OF","Aaron Hicks",2500,"NYY@TB 07:10PM ET",4.073,"NYY",NA,0,1.53,NA,0
"OF","Tyler Austin",2500,"NYY@TB 07:10PM ET",5.097,"NYY",NA,0,NA,NA,0
"2B","Jed Lowrie",2500,"LAA@Oak 10:05PM ET",5.494,"Oak",5.45,5.4,5.74,NA,24
"2B/SS","Danny Espinosa",2500,"LAA@Oak 10:05PM ET",6.253,"LAA",5.52,6.2,6.13,NA,18
"OF","Jake Smolinski",2500,"LAA@Oak 10:05PM ET",4.495,"Oak",NA,0,NA,NA,0
"C","Manny Pina",2500,"Col@Mil 07:40PM ET",3.879,"Mil",NA,0,NA,NA,5
"C","Jett Bandy",2500,"Col@Mil 07:40PM ET",5.029,"Mil",6.05,5.8,5.59,NA,6
"C","Jacob Nottingham",2500,"Col@Mil 07:40PM ET",0,"Mil",NA,0,NA,NA,0
"2B/SS","Cristhian Adames",2500,"Col@Mil 07:40PM ET",2.81,"Col",NA,0,1.4,NA,0
"3B/SS","Alexi Amarista",2500,"Col@Mil 07:40PM ET",3.277,"Col",NA,0,1.43,NA,0
"OF","Corey Ray",2500,"Col@Mil 07:40PM ET",0,"Mil",NA,0,NA,NA,0
"C","Roberto Perez",2500,"Cle@Tex 08:05PM ET",4.145,"Cle",NA,0,1.59,NA,0
"2B/OF","Michael Martinez",2500,"Cle@Tex 08:05PM ET",1.93,"Cle",NA,0,1.53,NA,0
"2B/SS","Hanser Alberto",2500,"Cle@Tex 08:05PM ET",1.286,"Tex",NA,0,NA,NA,0
"OF","Jake Marisnick",2500,"Sea@Hou 08:10PM ET",3.949,"Hou",NA,0,NA,NA,0
"OF","Guillermo Heredia",2500,"Sea@Hou 08:10PM ET",3.622,"Sea",NA,0,1.35,NA,0
"C","Oscar Hernandez",2500,"SF@Ari 09:40PM ET",4.25,"Ari",NA,0,NA,NA,0
"1B/OF","Chris Marrero",2500,"SF@Ari 09:40PM ET",0,"SF",5.31,7.9,6.67,NA,2
"3B","Conor Gillaspie",2500,"SF@Ari 09:40PM ET",3.877,"SF",NA,0,1.7,NA,0
"C","Christian Bethancourt",2500,"SD@LAD 10:10PM ET",4.205,"SD",NA,0,1.27,NA,0
"OF","Travis Jankowski",2500,"SD@LAD 10:10PM ET",5.069,"SD",5.15,7.2,5.13,NA,4
"2B/OF","Kike Hernandez",2400,"SD@LAD 10:10PM ET",3.009,"LAD",NA,NA,1.58,NA,NA
"SS","Allen Cordoba",2400,"SD@LAD 10:10PM ET",0,"SD",NA,0,1.41,NA,0
"OF","Scott Van Slyke",2400,"SD@LAD 10:10PM ET",2.827,"LAD",NA,0,1.67,NA,0
"3B/SS","Greg Garcia",2300,"ChC@StL 08:15PM ET",4.09,"StL",NA,0,1.35,NA,2
"C","Jesus Sucre",2300,"NYY@TB 07:10PM ET",8.111,"TB",NA,0,NA,NA,0
"C","Curt Casali",2300,"NYY@TB 07:10PM ET",4.19,"TB",NA,0,1.52,NA,0
"2B/SS","Pete Kozma",2300,"NYY@TB 07:10PM ET",0,"NYY",NA,0,NA,NA,0
"SS","Daniel Robertson",2300,"NYY@TB 07:10PM ET",0,"TB",5.31,0,5.98,NA,0
"SS","Gleyber Torres",2300,"NYY@TB 07:10PM ET",0,"NYY",NA,0,NA,NA,0
"OF","Rickie Weeks",2300,"NYY@TB 07:10PM ET",3.704,"TB",4.77,7.6,6.32,NA,0
"C","Bruce Maxwell",2300,"LAA@Oak 10:05PM ET",4.909,"Oak",NA,0,NA,NA,0
"OF","Matt Joyce",2300,"LAA@Oak 10:05PM ET",4.193,"Oak",6.12,7,6.68,NA,0
"OF","Ryan LaMarre",2300,"LAA@Oak 10:05PM ET",0.667,"LAA",NA,0,NA,NA,0
"1B","Stephen Cardullo",2300,"Col@Mil 07:40PM ET",3.296,"Col",NA,0,NA,NA,2
"2B/3B","Yadiel Rivera",2300,"Col@Mil 07:40PM ET",2.4,"Mil",NA,0,NA,NA,0
"2B/OF","Drew Robinson",2300,"Cle@Tex 08:05PM ET",0,"Tex",NA,0,1.65,NA,0
"OF","Daniel Robertson",2300,"Cle@Tex 08:05PM ET",2.556,"Cle",5.31,0,5.98,NA,0
