"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",14100,"SD@LAD 10:10PM ET",25.007,"LAD","SD",NA,NA,NA,NA,NA
"SP","Jon Lester",11300,"ChC@StL 08:15PM ET",20.76,"ChC","StL",NA,NA,NA,NA,NA
"SP","Madison Bumgarner",11100,"SF@Ari 09:40PM ET",21.728,"SF","Ari",NA,NA,NA,NA,NA
"SP","Jake Arrieta",10400,"ChC@StL 08:15PM ET",20.379,"ChC","StL",20.98,18.6,18.8205,NA,25.3
"SP","Rich Hill",10400,"SD@LAD 10:10PM ET",20.926,"LAD","SD",NA,NA,NA,NA,NA
"SP","Corey Kluber",10200,"Cle@Tex 08:05PM ET",22.571,"Cle","Tex",NA,NA,NA,NA,NA
"SP","Johnny Cueto",10200,"SF@Ari 09:40PM ET",22.171,"SF","Ari",22.06,20.1,18.7505,NA,12.45
"SP","Chris Archer",9900,"NYY@TB 07:10PM ET",18.885,"TB","NYY",NA,NA,NA,NA,NA
"SP","Kyle Hendricks",9800,"ChC@StL 08:15PM ET",19.119,"ChC","StL",NA,NA,NA,NA,NA
"SP","Yu Darvish",9800,"Cle@Tex 08:05PM ET",20.989,"Tex","Cle",NA,NA,NA,NA,NA
"SP","Felix Hernandez",9700,"Sea@Hou 08:10PM ET",15.008,"Sea","Hou",NA,NA,NA,NA,NA
"SP","Masahiro Tanaka",9600,"NYY@TB 07:10PM ET",18.337,"NYY","TB",NA,NA,NA,NA,NA
"SP","Kenta Maeda",9600,"SD@LAD 10:10PM ET",15.154,"LAD","SD",20.18,18.6,19.006,NA,8.45
"SP","John Lackey",9500,"ChC@StL 08:15PM ET",18.425,"ChC","StL",NA,NA,NA,NA,NA
"SP","Lance McCullers",9500,"Sea@Hou 08:10PM ET",20.375,"Hou","Sea",19.28,17.7,20.179,NA,25.9
"SP","Dallas Keuchel",9200,"Sea@Hou 08:10PM ET",15.623,"Hou","Sea",NA,NA,NA,NA,NA
"SP","Carlos Martinez",9100,"ChC@StL 08:15PM ET",17.258,"StL","ChC",NA,NA,NA,NA,NA
"SP","Michael Pineda",8900,"NYY@TB 07:10PM ET",15.608,"NYY","TB",NA,NA,NA,NA,NA
"SP","Carlos Carrasco",8800,"Cle@Tex 08:05PM ET",18.706,"Cle","Tex",20.7,20.9,20.531,NA,23.15
"SP","Garrett Richards",8700,"LAA@Oak 10:05PM ET",17.3,"LAA","Oak",NA,NA,NA,NA,NA
"SP","Cole Hamels",8700,"Cle@Tex 08:05PM ET",17.988,"Tex","Cle",NA,NA,NA,NA,NA
"SP","Hyun-Jin Ryu",8500,"SD@LAD 10:10PM ET",0.5,"LAD","SD",NA,NA,NA,NA,NA
"SP","Matt Shoemaker",8400,"LAA@Oak 10:05PM ET",15.822,"LAA","Oak",19.53,16.3,15.43,NA,11.05
"SP","Danny Salazar",8400,"Cle@Tex 08:05PM ET",16.976,"Cle","Tex",NA,NA,NA,NA,NA
"SP","James Paxton",8400,"Sea@Hou 08:10PM ET",16.643,"Sea","Hou",NA,NA,NA,NA,NA
"SP","Julio Urias",8400,"SD@LAD 10:10PM ET",12.35,"LAD","SD",NA,NA,NA,NA,NA
"SP","Collin McHugh",8300,"Sea@Hou 08:10PM ET",14.758,"Hou","Sea",NA,NA,NA,NA,NA
"SP","Tyler Skaggs",8200,"LAA@Oak 10:05PM ET",13.215,"LAA","Oak",NA,NA,NA,NA,NA
"SP","Drew Smyly",8100,"Sea@Hou 08:10PM ET",14.383,"Sea","Hou",NA,NA,NA,NA,NA
"SP","Zack Greinke",8100,"SF@Ari 09:40PM ET",15.067,"Ari","SF",NA,NA,NA,NA,NA
"SP","Jeff Samardzija",8100,"SF@Ari 09:40PM ET",14.78,"SF","Ari",NA,NA,NA,NA,NA
