"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Corey Kluber",12400,"TOR@CLE 01:10PM ET",27.447,"CLE","TOR",31.37,23.9,24.7515,NA,43.05
"SP","Rick Porcello",10500,"BOS@LAA 03:37PM ET",14.605,"BOS","LAA",19.83,18,16.7875,NA,19.8
"SP","Lance McCullers",10400,"HOU@BAL 01:35PM ET",19.094,"HOU","BAL",23.35,17.2,16.578,NA,-3.3
"SP","Jake Odorizzi",8700,"TEX@TB 01:10PM ET",13.235,"TB","TEX",17.68,14.3,17.578,NA,8.8
"SP","JA Happ",8600,"TOR@CLE 01:10PM ET",15.225,"TOR","CLE",13.45,9.8,12.831,NA,-1.7
"SP","Kyle Freeland",8400,"PIT@COL 03:10PM ET",11.973,"COL","PIT",9.43,9.2,6.658,NA,14.7
"SP","Ivan Nova",7900,"PIT@COL 03:10PM ET",15.7,"PIT","COL",10.35,6.7,8.481,NA,0.65
"SP","Adalberto Mejia",7700,"DET@MIN 02:10PM ET",11.518,"MIN","DET",15.88,11.9,10.552,NA,13.55
"SP","Jerad Eickhoff",7600,"MIL@PHI 01:35PM ET",11.928,"PHI","MIL",13.42,15.9,18.08,NA,21.9
"SP","Junior Guerra",7400,"MIL@PHI 01:35PM ET",9.4,"MIL","PHI",13.28,12.6,13.194,NA,0.2
"SP","Rafael Montero",7200,"OAK@NYM 01:10PM ET",5.097,"NYM","OAK",17.09,19,15.008,NA,12.95
"SP","Tyson Ross",7100,"TEX@TB 01:10PM ET",7.25,"TEX","TB",14.19,12.1,13.883,NA,4.85
"SP","Parker Bridwell",6900,"BOS@LAA 03:37PM ET",13.379,"LAA","BOS",13.21,12,9.604,NA,18.15
"SP","Dylan Bundy",6400,"HOU@BAL 01:35PM ET",14.468,"BAL","HOU",16.83,7.5,9.858,NA,-0.6
"RP","Daniel Gossett",6200,"OAK@NYM 01:10PM ET",7.914,"OAK","NYM",12.3,11.2,9.612,NA,21.3
"SP","Derek Holland",5800,"CWS@KC 02:15PM ET",10.922,"CWS","KC",12.6,10.5,8.83,NA,2.3
"SP","Matthew Boyd",5500,"DET@MIN 02:10PM ET",7.483,"DET","MIN",NA,11.5,NA,NA,NA
"SP","Sal Romano",5400,"MIA@CIN 01:10PM ET",5.8,"CIN","MIA",NA,12.5,8.841,NA,27.1
"RP","Travis Wood",5300,"CWS@KC 02:15PM ET",1.476,"KC","CWS",9.77,8.9,10.119,NA,5.7
"SP","Tom Koehler",5200,"MIA@CIN 01:10PM ET",6.1,"MIA","CIN",11.5,11.1,9.318,NA,-0.45
