"Place_lo","Place_hi","Payout"
"1","1","800"
"2","2","500"
"3","3","300"
"4","4","200"
"5","5","150"
"6","6","125"
"7","8","100"
"9","10","75"
"11","15","50"
"16","25","40"
"26","35","30"
"36","45","25"
"46","65","20"
"66","90","15"
"91","140","12"
"141","240","10"
"241","390","8"
"391","690","6"
