"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4300,90.6976744186046,39,"Carlos Gomez","TEX",NA,"OF",6,3,2,5,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,4300,83.7209302325581,36,"Robinson Cano","SEA",NA,"2B",3,2,2,6,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3600,97.2222222222222,35,"Josh Reddick","HOU",NA,"OF",2,4,1,1,0,4,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,8300,40.9638554216867,34,"Jose Quintana","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,6.66666666666667,0,0,0,5,0,0
5,4,3800,86.8421052631579,33,"Addison Russell","CHC",NA,"SS",4,3,1,2,0,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,6600,46.8181818181818,30.9,"Aaron Nola","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7.33333333333333,0,0,1,4,2,0
7,5,4000,75,30,"Buster Posey","SF",NA,"C/1B",4,2,1,3,0,5,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,3500,82.8571428571428,29,"Nick Markakis","ATL",NA,"OF",3,2,1,3,0,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,5900,47.4576271186441,28,"Paul Goldschmidt","ARI",NA,"1B",3,2,1,4,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,8,4300,65.1162790697674,28,"Travis Shaw","MIL",NA,"3B",4,1,1,3,0,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
