"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Carlos Martinez","P","STL","@ PHI",3.68,"Nola, R 4.76","R",2.86,0,0,6.7,10.2,1.05,NA,13500,44.9,24.3,23.38,23.38,"%",56,1.7,12.7,0.9
"Luis Severino","P","NYY","vs LAA",3.4,"Chavez, R 4.96","R",2.99,0,0,6.3,9.9,1.05,NA,12300,45.8,21.3,22.67,22.67,"%",46,1.8,7.5,0.6
"Chase Anderson","P","MIL","vs PIT",4.18,"Nova, R 2.91","R",2.92,0,0,6,8.3,1.14,NA,9400,39.4,17.8,16.07,16.07,"%",34,1.7,24.5,2.6
"Jake Arrieta","P","CHC","@ MIA",4.22,"Locke, L 4.58","R",4.64,0,0,5.2,9.9,1.31,NA,8800,35.7,15.1,15.5,15.5,"%",33,1.8,20.15,2.3
"Marcus Stroman","P","TOR","@ TEX",5.21,"Perez, L 4.72","R",3.15,0,0,6.3,7.3,1.24,NA,8700,31.7,17.5,12.59,12.59,"%",45,1.4,-0.4,NA
"Jose Quintana","P","CWS","@ MIN",5.18,"Turley, L 12.46","L",5.07,0,0,5.8,8.7,1.36,NA,8300,34.5,13.9,10.51,10.51,"%",14,1.3,34,4.1
"Daniel Norris","P","DET","@ SEA",5.13,"Moore, R","L",4.42,0,0,5.5,8.7,1.58,NA,7600,25.4,13.5,10.05,10.05,"%",43,1.3,8.7,1.1
"Jaime Garcia","P","ATL","vs SF",3.82,"Cain, R 4.86","L",3.59,0,0,6.4,6.5,1.22,NA,7500,30.8,14.4,15.24,15.24,"%",46,2,-1.65,NA
"Ivan Nova","P","PIT","@ MIL",4.82,"Anderson, R 2.92","R",2.91,0,0,6.9,5.1,1.02,NA,7400,30.3,16.8,11.23,11.23,"%",43,1.5,9.35,1.3
"Zack Godley","P","ARI","@ COL",6.49,"Senzatela, R 4.10","R",2.34,0,0,6.3,7.9,1.02,NA,7200,23.1,18.9,10.9,10.9,"%",68,1.5,26.75,3.7
"Hyun-Jin Ryu","P","LAD","vs NYM",3.63,"Matz, L 3.21","L",4.35,0,0,5.2,8.3,1.37,NA,7100,29.5,12.8,15.58,15.58,"%",46,2.2,9.05,1.3
"Steven Matz","P","NYM","@ LAD",4.87,"Ryu, L 4.35","L",3.21,0,0,4.7,3.8,1,NA,6900,28.2,9.7,13.25,13.25,"%",23,1.9,19.3,2.8
"Aaron Nola","P","PHI","vs STL",4.33,"Martinez, R 2.86","R",4.76,0,0,5.7,8.2,1.33,NA,6600,27.9,13.9,12.16,12.16,"%",44,1.8,30.9,4.7
"Antonio Senzatela","P","COL","vs ARI",5.51,"Godley, R 2.34","R",4.1,0,0,6,6.5,1.21,NA,6500,21.2,14.6,8.78,8.78,"%",57,1.4,-7.35,NA
"David Paulino","P","HOU","@ OAK",5.06,"Hahn, R 3.43","R",5.03,0,0,4.9,9.2,1.37,NA,6300,23.6,12.5,8.93,8.93,"%",42,1.4,16.6,2.6
"Wade Miley","P","BAL","vs CLE",5.35,"Clevinger, R 3.89","L",4.29,0,0,5.1,8.3,1.61,NA,5900,31.8,11.9,7.66,7.66,"%",0,1.3,3.25,0.6
"Paul Goldschmidt","1B","ARI","@ COL",5.51,"Senzatela, R 4.10","R",0.329,0.451,0.279,0,0,0,3,5900,35.4,11.6,19.04,19.04,"%",65,3.2,28,4.7
"Mike Clevinger","P","CLE","@ BAL",5.15,"Miley, L 4.29","R",3.89,0,0,4.6,10.4,1.14,NA,5700,30.3,14.8,11.53,11.53,"%",37,2,12.05,2.1
"Aaron Judge","OF","NYY","vs LAA",5.6,"Chavez, R 4.96","R",0.331,0.471,0.368,0,0,0,3,5700,37.6,12,16.64,16.64,"%",56,2.9,22,3.9
"Jesse Hahn","P","OAK","vs HOU",4.95,"Paulino, R 5.03","R",3.43,0,0,5.5,7.4,1.32,NA,5600,26.3,13.7,10.03,10.03,"%",41,1.8,-19.5,NA
"Cody Bellinger","1B/OF","LAD","vs NYM",4.87,"Matz, L 3.21","L",0.27,0.412,0.395,0,0,0,4,5600,34.3,11.1,13.03,13.03,"%",52,2.3,14,2.5
"Nolan Arenado","3B","COL","vs ARI",6.49,"Godley, R 2.34","R",0.299,0.387,0.271,0,0,0,3,5600,36.3,9.6,19.46,19.46,"%",56,3.5,3,0.5
"Jose Ramirez","2B/3B","CLE","@ BAL",5.35,"Miley, L 4.29","B",0.32,0.397,0.236,0,0,0,3,5500,34.2,9.2,16.18,16.18,"%",51,2.9,14,2.5
"Charlie Blackmon","OF","COL","vs ARI",6.49,"Godley, R 2.34","L",0.323,0.405,0.278,0,0,0,1,5500,36,10.8,18.91,18.91,"%",60,3.4,21,3.8
"Edwin Encarnacion","1B","CLE","@ BAL",5.35,"Miley, L 4.29","R",0.264,0.383,0.243,0,0,0,4,5400,33,8.7,15.69,15.69,"%",50,2.9,10,1.9
"Jake Lamb","3B","ARI","@ COL",5.51,"Senzatela, R 4.10","L",0.287,0.4,0.267,0,0,0,4,5400,32.8,10.2,16.68,16.68,"%",61,3.1,4,0.7
"Anthony Rizzo","1B","CHC","@ MIA",4.78,"Locke, L 4.58","L",0.264,0.396,0.26,0,0,0,1,5300,31,9.7,14.74,14.74,"%",58,2.8,11,2.1
"Jesse Chavez","P","LAA","@ NYY",5.6,"Severino, R 2.99","R",4.96,0,0,5.4,6.8,1.31,NA,5200,25.5,11.4,7.12,7.12,"%",20,1.4,-0.4,NA
"Gary Sanchez","C","NYY","vs LAA",5.6,"Chavez, R 4.96","R",0.293,0.398,0.261,0,0,0,6,5200,31.5,9.9,11.52,11.52,"%",49,2.2,3,0.6
"George Springer","OF","HOU","@ OAK",4.95,"Hahn, R 3.43","R",0.274,0.372,0.259,0,0,0,1,5200,31.3,9.5,14.51,14.51,"%",56,2.8,2,0.4
"Justin Smoak","1B","TOR","@ TEX",5.29,"Perez, L 4.72","B",0.303,0.409,0.303,0,0,0,3,5100,32.1,8.7,14.23,14.23,"%",49,2.8,5,1
"Martin Perez","P","TEX","vs TOR",5.29,"Stroman, R 3.15","L",4.72,0,0,5.5,6.7,1.59,NA,5000,24.7,10.5,8.32,8.32,"%",22,1.7,10.3,2.1
"Kris Bryant","3B","CHC","@ MIA",4.78,"Locke, L 4.58","R",0.263,0.394,0.255,0,0,0,2,4900,29.5,9.3,12.7,12.7,"%",55,2.6,27,5.5
"Carlos Correa","SS","HOU","@ OAK",4.95,"Hahn, R 3.43","R",0.301,0.388,0.223,0,0,0,3,4800,28.2,9.3,13.6,13.6,"%",61,2.8,13,2.7
"Jeff Locke","P","MIA","vs CHC",4.78,"Arrieta, R 4.64","L",4.58,0,0,4.9,8.3,1.27,NA,4800,22.1,11.3,8.23,8.23,"%",39,1.7,-2.4,NA
"J.D. Martinez","OF","DET","@ SEA",4.37,"Moore, R","R",0.31,0.442,0.365,0,0,0,4,4700,33,10.3,11.72,11.72,"%",48,2.5,7,1.5
"Andrew Moore","P","SEA","vs DET",4.37,"Norris, L 4.42","R",NA,0,0,0,0,0,NA,4700,7.6,NA,7.64,7.64,"%",0,1.6,18.15,3.9
"Matt Carpenter","1B","STL","@ PHI",4.33,"Nola, R 4.76","L",0.237,0.365,0.223,0,0,0,1,4700,25.8,8,11.76,11.76,"%",56,2.5,2,0.4
"Ian Desmond","1B/OF","COL","vs ARI",6.49,"Godley, R 2.34","R",0.278,0.31,0.131,0,0,0,5,4700,29.2,7.9,14.54,14.54,"%",54,3.1,0,NA
"DJ LeMahieu","2B","COL","vs ARI",6.49,"Godley, R 2.34","R",0.306,0.339,0.08,0,0,0,2,4700,30.1,7.5,15.79,15.79,"%",52,3.4,3,0.6
"Manny Machado","3B","BAL","vs CLE",5.15,"Clevinger, R 3.89","R",0.223,0.318,0.227,0,0,0,2,4600,29.2,7.8,12.1,12.1,"%",45,2.6,14,3
"Francisco Lindor","SS","CLE","@ BAL",5.35,"Miley, L 4.29","B",0.256,0.341,0.234,0,0,0,1,4600,28.6,8.4,13.07,13.07,"%",54,2.8,6,1.3
"Brett Gardner","OF","NYY","vs LAA",5.6,"Chavez, R 4.96","L",0.249,0.342,0.213,0,0,0,1,4600,29.8,8.8,13.16,13.16,"%",53,2.9,12,2.6
