"Jose Altuve_HOU","Nelson Cruz_SEA","Robinson Cano_SEA","Jean Segura_SEA","Carlos Correa_HOU","Paul Goldschmidt_ARI","Kyle Seager_SEA","George Springer_HOU","Lorenzo Cain_KC","Eric Hosmer_KC","Khris Davis_OAK","Hunter Pence_SF","Rajai Davis_OAK","Alex Gordon_KC","Alex Bregman_HOU","Buster Posey_SF","Brandon Belt_SF","Eduardo Nunez_SF","Brandon Moss_KC","Jorge Soler_KC","Evan Gattis_HOU","Mitch Haniger_SEA","Denard Span_SF","AJ Pollock_ARI","Whit Merrifield_KC","Trevor Plouffe_OAK","Peter O'Brien_KC","Carlos Beltran_HOU","Joe Panik_SF","Jake Lamb_ARI","Salvador Perez_KC","Ryon Healy_OAK","Marcus Semien_OAK","Danny Valencia_SEA","Brandon Crawford_SF","Yasmany Tomas_ARI","Cheslor Cuthbert_KC","Alcides Escobar_KC","Taylor Motter_SEA","Josh Reddick_HOU","Leonys Martin_SEA","David Peralta_ARI","Stephen Vogt_OAK","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Brian McCann_HOU","Norichika Aoki_HOU","Yuli Gurriel_HOU","Jarrod Dyson_SEA","Derek Fisher_HOU","Brandon Drury_ARI","Chris Owings_ARI","Jarrett Parker_SF","Josh Phegley_OAK","Mark Canha_OAK","Mike Zunino_SEA","Ben Gamel_SEA","Nick Hundley_SF","Yonder Alonso_OAK","Ryan O'Hearn_KC","Jeremy Hazelbaker_ARI","Mac Williamson_SF","Jed Lowrie_OAK","Terrance Gore_KC","Marwin Gonzalez_HOU","Guillermo Heredia_SEA","Chris Herrmann_ARI","Kelby Tomlinson_SF","Christian Colon_KC","Jake Smolinski_OAK","Shawn O'Malley_SEA","Socrates Brito_ARI","Carlos Ruiz_SEA","Gorkys Hernandez_SF","Raul Mondesi_KC","Matt Joyce_OAK","Jake Marisnick_HOU","Aaron Hill_SF","Conor Gillaspie_SF","Adam Rosales_OAK","Chris Iannetta_ARI","Chris Marrero_SF","Daniel Descalso_ARI","Drew Butera_KC","Nick Ahmed_ARI","Jeff Mathis_ARI"
23.0666666666667,0,0,0,5.8,0,0,11.1333333333333,0,0,0,0,0,0,-12,0,0,0,0,0,24.6666666666667,0,0,0,0,0,0,-3.3,0,0,0,0,0,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,-10.8333333333333,-5.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1666666666667,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
0,6.4,-8,9.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4,0,0,0,0,0,0,0,0,0,0,0,-5.4,0,0,0,0,0,0,12.75,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,94.3,11.8,0,0,-12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,-5.25,0,0,0,0,0,0,0,0,-0.3,0,0,0,0,0,0,-1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.6,11.8,46.6666666666667,0,0,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,0,0,0,0,0,0,0,0,0,0,0,-16.5333333333333,0,0,0,0,0,0,23.25,0,0,0,0,0,0,0,0,7.05,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
5.8,0,0,0,5.5,0,0,10.9,0,0,0,0,0,0,1,0,0,0,0,0,15.75,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,-2,-7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21.9047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.8,0,0,0,0,0,33.1904761904762,0,0,0,0,0,3.7,0,0,0,0,0,16.2666666666667,0,0,0,0,0,0,0,0,0,16.6,-41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-38.5,0,-6,-34.9166666666667
0,0.6,-12.3,6.8,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,5.25,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0
11.1333333333333,0,0,0,10.9,0,0,107.766666666667,0,0,0,0,0,0,10,0,0,0,0,0,78.0833333333333,0,0,0,0,0,0,-12.9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,-48.5,9.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8333333333333,0,0,0,0,0,0,0,0,0,0,0,-32.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,22,6.66666666666667,0,0,0,9.33333333333333,0,0,0,0,-29.6666666666667,0,0,0,0,0,0,0,0,0,0,0,-2.33333333333333,0,0,0,0,0,0,5.66666666666667,0,0,0,0,0,-22.3333333333333,-14.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6.66666666666667,51,0,0,0,16.3333333333333,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3.16666666666667,0,0,0,0,0,-2,-7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0
