"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Madison Bumgarner",12400,"Ari@SF 04:35PM ET",24.625,"SF",NA,NA,NA,NA,NA
"SP","Johnny Cueto",11500,"Ari@SF 04:35PM ET",12.45,"SF",NA,NA,NA,NA,NA
"SP","Lance McCullers",10800,"Hou@Sea 05:10PM ET",25.3,"Hou",NA,NA,NA,NA,NA
"SP","Dallas Keuchel",9800,"Hou@Sea 05:10PM ET",22.35,"Hou",NA,NA,NA,NA,NA
"SP","Felix Hernandez",9600,"Hou@Sea 05:10PM ET",14.875,"Sea",NA,NA,NA,NA,NA
"SP","Zack Greinke",9300,"Ari@SF 04:35PM ET",18.825,"Ari",NA,NA,NA,NA,NA
"SP","Robbie Ray",9300,"Ari@SF 04:35PM ET",15.15,"Ari",NA,NA,NA,NA,NA
"SP","Jeff Samardzija",9000,"Ari@SF 04:35PM ET",12,"SF",NA,NA,NA,NA,NA
"SP","Danny Duffy",8900,"Oak@KC 04:15PM ET",19.525,"KC",NA,NA,NA,NA,NA
"SP","Collin McHugh",8800,"Hou@Sea 05:10PM ET",0,"Hou",NA,NA,NA,NA,NA
"SP","Taijuan Walker",8700,"Ari@SF 04:35PM ET",18.7,"Ari",13.6,14.1,13.73,11.3,5.3
"SP","Ian Kennedy",8500,"Oak@KC 04:15PM ET",10.45,"KC",17.98,14.9,16.067,14.4,12.7
"SP","James Paxton",8400,"Hou@Sea 05:10PM ET",21.7,"Sea",16.7,15,16.769,14.4,32.2
"SP","Drew Smyly",8000,"Hou@Sea 05:10PM ET",0,"Sea",NA,NA,NA,NA,NA
"SP","Matt Moore",8000,"Ari@SF 04:35PM ET",6,"SF",18.26,19.4,16.757,14.6,27.6
"SP","Hisashi Iwakuma",7900,"Hou@Sea 05:10PM ET",9.3,"Sea",NA,NA,NA,NA,NA
"SP","Archie Bradley",7800,"Ari@SF 04:35PM ET",19.1,"Ari",NA,NA,0.773,NA,NA
