"Jose Altuve_Hou","Nelson Cruz_Sea","Robinson Cano_Sea","Jean Segura_Sea","Carlos Correa_Hou","Paul Goldschmidt_Ari","Kyle Seager_Sea","George Springer_Hou","Lorenzo Cain_KC","Eric Hosmer_KC","Khris Davis_Oak","Hunter Pence_SF","Rajai Davis_Oak","Alex Gordon_KC","Alex Bregman_Hou","Buster Posey_SF","Brandon Belt_SF","Eduardo Nunez_SF","Brandon Moss_KC","Jorge Soler_KC","Evan Gattis_Hou","Mitch Haniger_Sea","Denard Span_SF","AJ Pollock_Ari","Whit Merrifield_KC","Trevor Plouffe_Oak","Peter O'Brien_KC","Carlos Beltran_Hou","Joe Panik_SF","Jake Lamb_Ari","Salvador Perez_KC","Ryon Healy_Oak","Marcus Semien_Oak","Danny Valencia_Sea","Brandon Crawford_SF","Yasmany Tomas_Ari","Cheslor Cuthbert_KC","Alcides Escobar_KC","Taylor Motter_Sea","Josh Reddick_Hou","Leonys Martin_Sea","David Peralta_Ari","Stephen Vogt_Oak","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Brian McCann_Hou","Norichika Aoki_Hou","Yuli Gurriel_Hou","Jarrod Dyson_Sea","Derek Fisher_Hou","Brandon Drury_Ari","Chris Owings_Ari","Jarrett Parker_SF","Josh Phegley_Oak","Mark Canha_Oak","Mike Zunino_Sea","Ben Gamel_Sea","Nick Hundley_SF","Yonder Alonso_Oak","Ryan O'Hearn_KC","Jeremy Hazelbaker_Ari","Mac Williamson_SF","Jed Lowrie_Oak","Terrance Gore_KC","Marwin Gonzalez_Hou","Guillermo Heredia_Sea","Chris Herrmann_Ari","Kelby Tomlinson_SF","Christian Colon_KC","Jake Smolinski_Oak","Shawn O'Malley_Sea","Socrates Brito_Ari","Carlos Ruiz_Sea","Gorkys Hernandez_SF","Raul Mondesi_KC","Matt Joyce_Oak","Jake Marisnick_Hou","Aaron Hill_SF","Conor Gillaspie_SF","Adam Rosales_Oak","Chris Iannetta_Ari","Chris Marrero_SF","Daniel Descalso_Ari","Drew Butera_KC","Nick Ahmed_Ari","Jeff Mathis_Ari"
2.96666666666667,0,0,0,-0.133333333333333,0,0,-8.73333333333333,0,0,0,0,0,0,-3.75,0,0,0,0,0,-9.08333333333333,0,0,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,-3.41666666666667,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58333333333333,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0
0,29.3666666666667,11.2333333333333,-9.73333333333333,0,0,9.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2,0,0,0,0,0,0,0,0,0,0,0,-8.86666666666667,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,10.9666666666667,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.2333333333333,12.1666666666667,-22.8666666666667,0,0,5.56666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8,0,0,0,0,0,0,0,0,0,0,0,2.26666666666667,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5.43333333333333,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9.73333333333333,-22.8666666666667,59.4666666666667,0,0,0.933333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,0,0,0,0,0,0,0,0,-12.2666666666667,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,-2.33333333333333,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.133333333333333,0,0,0,7.06666666666667,0,0,-4.13333333333333,0,0,0,0,0,0,3.1,0,0,0,0,0,-0.5,0,0,0,0,0,0,1.93333333333333,0,0,0,0,0,0,0,0,0,0,0,-3.16666666666667,0,0,0,0,0,0,5.66666666666667,-7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,45.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73333333333333,0,0,0,0,0,44.4761904761905,0,0,0,0,0,-7.6,0,0,0,0,0,32.9333333333333,0,0,0,0,0,0,0,0,0,33,-10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,0,-6,-21.2
0,9.83333333333333,5.56666666666667,0.933333333333333,0,0,11.7666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,-2.33333333333333,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7.43333333333333,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.73333333333333,0,0,0,-4.13333333333333,0,0,113.466666666667,0,0,0,0,0,0,18.85,0,0,0,0,0,77.5,0,0,0,0,0,0,-5.46666666666667,0,0,0,0,0,0,0,0,0,0,0,20.8333333333333,0,0,0,0,0,0,-54.3333333333333,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5833333333333,0,0,0,0,0,0,0,0,0,0,0,-32.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,-4,0,0,0,-4.66666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,0,0,0,0,0,-1.33333333333333,0,0,0,0,0,-10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-4,52.9166666666667,0,0,0,23.6666666666667,0,0,0,0,5.66666666666667,0,0,0,0,0,0,0,0,0,0,0,27.4166666666667,0,0,0,0,0,0,6.83333333333333,0,0,0,0,0,-7,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16666666666667,0,0,0,0,0,0,0,0,0,0,0
