"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4700,76.5957446808511,36,"Jake Lamb","ARI",NA,"3B",4,2,2,5,0,5,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,3500,100,35,"Welington Castillo","BAL",NA,"C",6,2,2,4,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1,11100,29.6846846846847,32.95,"Jacob deGrom","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,0,0,0,4,3,1
4,3,4200,71.4285714285714,30,"Dexter Fowler","STL",NA,"OF",1,2,1,3,0,4,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,2600,111.538461538462,29,"Mark Canha","OAK",NA,"OF",7,1,1,2,0,4,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,9700,29.6907216494845,28.8,"Jose Quintana","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,8,0,0,1,1,1,0
7,3,6700,42.0149253731343,28.15,"Ariel Miranda","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,7,0,0,1,4,2,0
8,4,13000,21.1923076923077,27.55,"Chris Sale","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7,0,0,2,7,0,0
9,5,4600,58.695652173913,27,"DJ LeMahieu","COL",NA,"2B",2,3,0,2,1,4,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,2800,92.8571428571429,26,"Alexi Amarista","COL",NA,"2B/SS",7,1,1,4,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,5,7500,33.5333333333333,25.15,"Trevor Bauer","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,5.66666666666667,0,0,3,5,1,0
12,7,2500,100,25,"Kurt Suzuki","ATL",NA,"C",5,1,1,3,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,8,3400,73.5294117647059,25,"Dansby Swanson","ATL",NA,"SS",8,1,1,2,0,2,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,9,3700,64.8648648648649,24,"Eugenio Suarez","CIN",NA,"3B",5,2,1,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,10,3700,59.4594594594595,22,"Chris Taylor","LAD",NA,"2B/OF",1,1,1,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,4200,52.3809523809524,22,"Matt Kemp","ATL",NA,"OF",4,1,1,1,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,12,3700,56.7567567567568,21,"Matt Holliday","NYY",NA,"1B",3,1,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,13,4500,46.6666666666667,21,"Michael Conforto","NYM",NA,"OF",1,2,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,14,3100,67.741935483871,21,"Jorge Bonifacio","KC",NA,"OF",5,1,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,15,3700,56.7567567567568,21,"David Peralta","ARI",NA,"OF",2,1,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,16,5200,40.3846153846154,21,"Nolan Arenado","COL",NA,"3B",3,1,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,6,8400,24.4047619047619,20.5,"Taijuan Walker","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,0,0,0,2,3,0
23,17,3900,51.2820512820513,20,"Evan Longoria","TB",NA,"3B",3,2,0,1,0,5,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,18,4000,50,20,"Jose Abreu","CHW",NA,"1B",3,1,1,1,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,7,4800,40.9375,19.65,"Nick Martinez","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,0,0,0,4,1,1
26,8,7800,24.7435897435897,19.3,"Michael Wacha","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,0,0,0,4,3,0
27,9,6900,27.9710144927536,19.3,"Tyler Anderson","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,2,4,2,1
28,10,9400,20.3191489361702,19.1,"Alex Wood","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,7.33333333333333,0,0,0,6,2,1
29,19,4700,40.4255319148936,19,"Daniel Murphy","WAS",NA,"2B",5,1,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,20,3700,51.3513513513513,19,"Brandon Drury","ARI",NA,"2B",6,1,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,21,4700,40.4255319148936,19,"Mark Reynolds","COL",NA,"1B",4,1,0,3,0,5,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,22,3600,52.7777777777778,19,"Robbie Grossman","MIN",NA,"OF",2,1,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
