Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
RB,Le'Veon Bell (8045550),Le'Veon Bell,8045550,10300,Mia@Pit 01:05PM ET,Pit
WR,Antonio Brown (8045586),Antonio Brown,8045586,9400,Mia@Pit 01:05PM ET,Pit
WR,Odell Beckham Jr. (8045602),Odell Beckham Jr.,8045602,9100,NYG@GB 04:40PM ET,NYG
WR,Jordy Nelson (8045597),Jordy Nelson,8045597,8000,NYG@GB 04:40PM ET,GB
QB,Aaron Rodgers (8045522),Aaron Rodgers,8045522,7900,NYG@GB 04:40PM ET,GB
QB,Ben Roethlisberger (8045517),Ben Roethlisberger,8045517,7600,Mia@Pit 01:05PM ET,Pit
QB,Russell Wilson (8045513),Russell Wilson,8045513,7000,Det@Sea 08:15PM ET,Sea
WR,Doug Baldwin (8045576),Doug Baldwin,8045576,7000,Det@Sea 08:15PM ET,Sea
RB,Jay Ajayi (8045552),Jay Ajayi,8045552,6800,Mia@Pit 01:05PM ET,Mia
WR,DeAndre Hopkins (8045568),DeAndre Hopkins,8045568,6700,Oak@Hou 04:35PM ET,Hou
WR,Golden Tate (8045577),Golden Tate,8045577,6300,Det@Sea 08:15PM ET,Det
RB,Lamar Miller (8045530),Lamar Miller,8045530,6100,Oak@Hou 04:35PM ET,Hou
QB,Eli Manning (8045523),Eli Manning,8045523,6100,NYG@GB 04:40PM ET,NYG
QB,Derek Carr (8045507),Derek Carr,8045507,5900,Oak@Hou 04:35PM ET,Oak
QB,Matthew Stafford (8045512),Matthew Stafford,8045512,5700,Det@Sea 08:15PM ET,Det
RB,Thomas Rawls (8045543),Thomas Rawls,8045543,5700,Det@Sea 08:15PM ET,Sea
RB,DeAngelo Williams (8045548),DeAngelo Williams,8045548,5600,Mia@Pit 01:05PM ET,Pit
WR,Davante Adams (8045603),Davante Adams,8045603,5600,NYG@GB 04:40PM ET,GB
RB,Ty Montgomery (8045561),Ty Montgomery,8045561,5500,NYG@GB 04:40PM ET,GB
WR,Michael Crabtree (8045565),Michael Crabtree,8045565,5300,Oak@Hou 04:35PM ET,Oak
TE,Jimmy Graham (8045615),Jimmy Graham,8045615,5300,Det@Sea 08:15PM ET,Sea
QB,Tom Savage (8045509),Tom Savage,8045509,5200,Oak@Hou 04:35PM ET,Hou
WR,Amari Cooper (8045569),Amari Cooper,8045569,5200,Oak@Hou 04:35PM ET,Oak
QB,Brock Osweiler (8045508),Brock Osweiler,8045508,5100,Oak@Hou 04:35PM ET,Hou
QB,Matt Moore (8045516),Matt Moore,8045516,5100,Mia@Pit 01:05PM ET,Mia
WR,Jarvis Landry (8045589),Jarvis Landry,8045589,5100,Mia@Pit 01:05PM ET,Mia
QB,Brandon Weeden (8045505),Brandon Weeden,8045505,5000,Oak@Hou 04:35PM ET,Hou
QB,Matt McGloin (8045506),Matt McGloin,8045506,5000,Oak@Hou 04:35PM ET,Oak
QB,Connor Cook (8045510),Connor Cook,8045510,5000,Oak@Hou 04:35PM ET,Oak
RB,Latavius Murray (8045529),Latavius Murray,8045529,5000,Oak@Hou 04:35PM ET,Oak
QB,Dan Orlovsky (8045511),Dan Orlovsky,8045511,5000,Det@Sea 08:15PM ET,Det
QB,Trevone Boykin (8045514),Trevone Boykin,8045514,5000,Det@Sea 08:15PM ET,Sea
QB,Jake Rudock (8045515),Jake Rudock,8045515,5000,Det@Sea 08:15PM ET,Det
QB,T.J. Yates (8045518),T.J. Yates,8045518,5000,Mia@Pit 01:05PM ET,Mia
QB,Ryan Tannehill (8045519),Ryan Tannehill,8045519,5000,Mia@Pit 01:05PM ET,Mia
QB,Landry Jones (8045520),Landry Jones,8045520,5000,Mia@Pit 01:05PM ET,Pit
