Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,13320,Cam Newton,QB,15,CAR,NYG,247,2,1,34,1,0,0,0,26.28
2,2428,Carson Palmer,QB,15,ARI,PHI,301,3,1,2,0,0,0,0,26.24
3,9038,Matthew Stafford,QB,15,DET,NO,289,3,1,8,0,0,0,0,23.36
4,4314,Tom Brady,QB,15,NE,TEN,291,3,1,4,0,0,0,0,23.04
5,13291,Julio Jones,WR,15,ATL,JAX,0,0,0,0,0,7,97,1,22.70
6,4807,Adrian Peterson,RB,15,MIN,CHI,0,0,0,101,1,2,14,0,22.50
7,7242,Drew Brees,QB,15,NO,DET,305,2,1,2,0,0,0,0,22.40
8,11056,Antonio Brown,WR,15,PIT,DEN,0,0,0,0,0,7,86,1,21.60
9,5571,Larry Fitzgerald,WR,15,ARI,PHI,0,0,0,0,0,7,80,1,21
10,14986,DeAndre Hopkins,WR,15,HOU,IND,0,0,0,0,0,6,88,1,20.80
11,14187,Alshon Jeffery,WR,15,CHI,MIN,0,0,0,0,0,6,87,1,20.70
12,16389,Odell Beckham Jr,WR,15,NYG,CAR,0,0,0,0,0,6,84,1,20.40
13,11667,Brandon Marshall,WR,15,NYJ,DAL,0,0,0,0,0,6,80,1,20
14,11932,LeSean McCoy,RB,15,BUF,WAS,0,0,0,85,1,3,24,0,19.90
15,14536,Russell Wilson,QB,15,SEA,CLE,242,2,1,32,0,0,0,0,19.88
16,6029,Calvin Johnson,WR,15,DET,NO,0,0,0,0,0,6,77,1,19.70
17,16245,Blake Bortles,QB,15,JAX,ATL,272,2,1,18,0,0,0,0,19.68
18,12845,AJ Green,WR,15,CIN,SF,0,0,0,0,0,6,76,1,19.60
19,11197,Demaryius Thomas,WR,15,DEN,PIT,0,0,0,0,0,6,76,1,19.60
20,8914,Jeremy Maclin,WR,15,KC,BAL,0,0,0,0,0,6,75,1,19.50
21,16524,Devonta Freeman,RB,15,ATL,JAX,0,0,0,60,1,4,34,0,19.40
22,2593,Aaron Rodgers,QB,15,GB,OAK,256,2,1,21,0,0,0,0,19.34
23,16847,David Johnson,RB,15,ARI,PHI,0,0,0,77,1,3,26,0,19.30
24,16020,Jarvis Landry,WR,15,MIA,SD,0,0,0,4,0,6,69,1,19.30
25,13227,Randall Cobb,WR,15,GB,OAK,0,0,0,2,0,6,70,1,19.20
26,12831,Tyrod Taylor,QB,15,BUF,WAS,227,2,1,29,0,0,0,0,18.98
27,8244,Philip Rivers,QB,15,SD,MIA,294,2,1,2,0,0,0,0,18.96
28,11611,Golden Tate,WR,15,DET,NO,0,0,0,2,0,6,67,1,18.90
29,8283,Ryan Fitzpatrick,QB,15,NYJ,DAL,250,2,1,18,0,0,0,0,18.80
30,16263,Allen Robinson,WR,15,JAX,ATL,0,0,0,0,0,5,78,1,18.80
31,3807,Ben Roethlisberger,QB,15,PIT,DEN,275,2,1,6,0,0,0,0,18.60
32,16597,Mike Evans,WR,15,TB,LA,0,0,0,0,0,5,76,1,18.60
33,9906,Danny Amendola,WR,15,NE,TEN,0,0,0,1,0,6,65,1,18.60
34,732,Matt Ryan,QB,15,ATL,JAX,279,2,1,3,0,0,0,0,18.46
35,16311,Derek Carr,QB,15,OAK,GB,272,2,1,4,0,0,0,0,18.28
36,16568,Brandin Cooks,WR,15,NO,DET,0,0,0,1,0,5,71,1,18.20
37,16763,Marcus Mariota,QB,15,TEN,NE,237,2,1,17,0,0,0,0,18.18
38,16135,Johnny Manziel,QB,15,CLE,SEA,228,2,1,20,0,0,0,0,18.12
39,16003,Sammy Watkins,WR,15,BUF,WAS,0,0,0,0,0,5,71,1,18.10
40,13799,Ryan Tannehill,QB,15,MIA,SD,249,2,1,11,0,0,0,0,18.06
41,6739,Alex Smith,QB,15,KC,BAL,218,2,1,23,0,0,0,0,18.02
42,11182,Eric Decker,WR,15,NYJ,DAL,0,0,0,0,0,5,70,1,18
43,14053,Brock Osweiler,QB,15,DEN,PIT,257,2,1,7,0,0,0,0,17.98
44,14005,TY Hilton,WR,15,IND,HOU,0,0,0,0,0,5,69,1,17.90
45,4932,Eli Manning,QB,15,NYG,CAR,267,2,1,2,0,0,0,0,17.88
46,13460,Doug Baldwin,WR,15,SEA,CLE,0,0,0,0,0,5,68,1,17.80
47,16765,Amari Cooper,WR,15,OAK,GB,0,0,0,1,0,5,67,1,17.80
48,15100,Jordan Reed,TE,15,WAS,BUF,0,0,0,0,0,6,58,1,17.80
49,8972,Jay Cutler,QB,15,CHI,MIN,238,2,1,12,0,0,0,0,17.72
50,1658,Greg Olsen,TE,15,CAR,NYG,0,0,0,0,0,5,67,1,17.70
51,14252,Kirk Cousins,QB,15,WAS,BUF,249,2,1,7,0,0,0,0,17.66
52,7580,DeAngelo Williams,RB,15,PIT,DEN,0,0,0,62,1,3,24,0,17.60
53,16762,Jameis Winston,QB,15,TB,LA,227,2,1,15,0,0,0,0,17.58
54,16116,AJ McCarron,QB,15,CIN,SF,238,2,1,9,0,0,0,0,17.42
55,10974,Rob Gronkowski,TE,15,NE,TEN,0,0,0,0,0,5,63,1,17.30
56,4577,Gary Barnidge,TE,15,CLE,SEA,0,0,0,0,0,5,63,1,17.30
