"Place_lo","Place_hi","Payout"
"1","1","20000"
"2","2","15000"
"3","3","10000"
"4","4","7500"
"5","5","5000"
"6","6","3000"
"7","8","2000"
"9","10","1500"
"11","15","1000"
"16","20","750"
"21","30","500"
"31","50","350"
"51","75","250"
"76","115","200"
"116","195","150"
"196","320","120"
"321","520","100"
"521","820","85"
