"Place_lo","Place_hi","Payout"
"1","1","5000"
"2","2","3000"
"3","3","2000"
"4","4","1500"
"5","6","1000"
"7","8","750"
"9","10","600"
"11","15","500"
"16","20","400"
"21","30","350"
"31","40","300"
"41","55","250"
"56","80","200"
"81","122","150"
"123","184","125"
