"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
14269,"Alfred Morris","RB","DAL","CHI",3,7,10,71,14,86,86,9.1,115.7
14731,"Lance Dunbar","RB","DAL","CHI",3,6,9,17,0,17,17,6.1,101.7
16834,"Tevin Coleman","RB","ATL","NO",3,27,42,44,11,56,56,29.9,99.6
15238,"Corey Lemonier","OLB","CLE","MIA",3,16,24,0,0,0,0,0,86.2
15185,"Kenjon Barner","RB","PHI","PIT",3,12,19,67,0,67,67,10.2,85
18095,"DJ White","CB","KC","NYJ",3,5,7,0,0,0,0,0,80
6198,"Darren Sproles","RB","PHI","PIT",3,24,37,8,25,33,33,27.7,77.9
16031,"Damien Williams","RB","MIA","CLE",3,11,16,9,27,36,36,11.5,77.3
16524,"Devonta Freeman","RB","ATL","NO",3,38,59,37,13,50,50,34.7,70.3
16112,"Jeremy Hill","RB","CIN","DEN",3,32,48,53,0,53,53,21.7,67.8
16668,"Carlos Hyde","RB","SF","SEA",3,40,70,53,3,55,55,28.5,61.2
16008,"Orleans Darkwa","RB","NYG","WAS",3,21,31,48,5,52,52,13.2,58.1
18070,"Wendell Smallwood","RB","PHI","PIT",3,24,37,71,0,71,71,13.9,57.9
14533,"Robert Turbin","RB","IND","SD",3,12,17,33,0,33,33,6.9,57.5
1589,"John Kuhn","FB","NO","ATL",3,11,14,9,0,9,9,6.3,57.3
12787,"Nick Bellore","ILB","SF","SEA",3,9,13,0,0,0,0,0,55.6
16463,"Caraun Reid","DT","SD","IND",3,17,24,0,0,0,0,0,52.9
15256,"Christine Michael","RB","SEA","SF",3,45,64,44,7,49,51,28.1,51.3
18092,"Jatavis Brown","ILB","SD","IND",3,31,44,0,0,0,0,0,50.3
13870,"Marvin Jones","WR","DET","GB",3,65,96,0,12,9,12,41.5,50
11932,"LeSean McCoy","RB","BUF","ARI",3,48,75,35,8,42,44,29.6,49.2
2593,"Aaron Rodgers","QB","GB","DET",3,54,100,9,0,54,54,26.4,48.9
