"ID","Player","Pos","Team","Opp","Week","Snaps","Snap.Pct","Rush.Pct","Tgt.Pct","Touch.Pct","Util.Pct","Fantasy.Points","Points.100.Snaps"
15149,"Michael Mauti","ILB","NO","NYG",2,6,8,0,0,0,0,0,165
17197,"Corey Grant","RB","JAX","SD",2,7,11,0,14,14,14,8.5,107.1
18597,"Destiny Vaeao","DT","PHI","CHI",2,7,14,0,0,0,0,0,105.7
13394,"Greg Salas","WR","BUF","NYJ",2,15,28,0,33,27,33,18.9,99.3
9906,"Danny Amendola","WR","NE","MIA",2,19,24,0,21,21,21,19.8,77.9
11256,"Ryan Mathews","RB","PHI","CHI",2,21,29,43,5,48,48,16.5,73.8
16100,"Brent Urban","DE","BAL","CLE",2,8,13,0,0,0,0,0,71.2
14269,"Alfred Morris","RB","DAL","WAS",2,10,15,50,0,50,50,6.7,67
16127,"Isaiah Crowell","RB","CLE","BAL",2,32,52,56,3,59,59,24.8,65
12317,"Danny Woodhead","RB","SD","JAX",2,5,7,60,20,80,80,4.1,62
14865,"Marquise Goodwin","WR","BUF","NYJ",2,28,53,0,18,7,18,22.2,61.4
14533,"Robert Turbin","RB","IND","DEN",2,12,16,25,8,25,33,7,58.3
6828,"Chris Johnson","RB","ARI","TB",2,21,32,76,0,76,76,11.4,54.3
16105,"Will Clarke","DE","CIN","PIT",2,11,15,0,0,0,0,0,53.6
13887,"Travis Benjamin","WR","SD","JAX",2,44,65,2,14,16,16,32.4,53.2
16868,"Justin Hardy","WR","ATL","OAK",2,13,20,0,23,8,23,7.8,52.3
16420,"Trent Murphy","OLB","WAS","DAL",2,34,50,0,0,0,0,0,51.5
16041,"Jimmy Garoppolo","QB","NE","MIA",2,42,53,0,0,62,62,21.28,50.7
16395,"Xavier Grimble","TE","PIT","CIN",2,17,23,0,24,12,24,10.6,50.6
15509,"Jaron Brown","WR","ARI","TB",2,28,42,0,7,7,7,15.8,49.3
12831,"Tyrod Taylor","QB","BUF","NYJ",2,51,96,4,0,63,63,25.38,47.8
16906,"Stefon Diggs","WR","MIN","GB",2,51,88,0,22,18,22,36.2,47.5
2699,"Matt Forte","RB","NYJ","BUF",2,61,81,49,5,53,54,33.9,47.4
13264,"Andre Holmes","WR","OAK","ATL",2,14,19,0,21,7,21,7.6,47.1
2429,"Andre Johnson","WR","TEN","DET",2,15,22,0,13,7,13,7.9,46
13022,"Von Miller","OLB","DEN","IND",2,51,70,0,0,0,0,0,45.1
2428,"Carson Palmer","QB","ARI","TB",2,54,82,0,0,56,56,27.16,44.7
15071,"Latavius Murray","RB","OAK","ATL",2,36,48,22,17,39,39,22.1,44.7
16550,"Kelvin Benjamin","WR","CAR","SF",2,52,63,0,17,14,17,32.8,43.8
16834,"Tevin Coleman","RB","ATL","OAK",2,30,47,40,7,47,47,15.1,43.7
732,"Matt Ryan","QB","ATL","OAK",2,64,100,0,0,53,53,31.84,43.5
18003,"Kenyan Drake","RB","MIA","NE",2,18,28,11,11,22,22,9.8,43.3
17938,"Corey Coleman","WR","CLE","BAL",2,53,86,0,15,9,15,30.4,42.3
17963,"Austin Hooper","TE","ATL","OAK",2,20,31,0,15,15,15,11.4,42
16764,"Dante Fowler Jr","DE","JAX","SD",2,36,53,0,0,0,0,0,40.8
11977,"Julius Peppers","OLB","GB","MIN",2,27,47,0,0,0,0,0,39.4
16905,"Bobby McCain","CB","MIA","NE",2,13,16,0,0,0,0,0,38.5
8244,"Philip Rivers","QB","SD","JAX",2,63,93,2,0,40,40,24.8,37.8
13165,"Jarvis Jenkins","DE","NYJ","BUF",2,8,15,0,0,0,0,0,37.5
16849,"Danielle Hunter","DE","MIN","GB",2,29,41,0,0,0,0,0,37.2
16786,"Shaq Thompson","OLB","CAR","SF",2,30,46,0,0,0,0,0,36.7
16830,"Tyler Lockett","WR","SEA","LA",2,27,40,0,15,15,15,13.9,36.7
17970,"Devontae Booker","RB","DEN","IND",2,14,20,64,7,71,71,6.1,36.4
5820,"Frank Gore","RB","IND","DEN",2,34,47,38,9,47,47,15.3,36.2
16824,"Frank Clark","DE","SEA","LA",2,35,57,0,0,0,0,0,36
13320,"Cam Newton","QB","CAR","SF",2,83,100,7,0,55,55,34.82,35.9
12296,"LeGarrette Blount","RB","NE","MIA",2,51,64,57,0,57,57,21.3,35.9
14731,"Lance Dunbar","RB","DAL","WAS",2,9,13,33,22,56,56,5.2,35.6
15239,"Vance McDonald","TE","SF","CAR",2,38,59,0,5,3,5,14.5,35.5
13799,"Ryan Tannehill","QB","MIA","NE",2,65,100,9,0,79,79,27.98,35.4
13124,"DeMarco Murray","RB","TEN","DET",2,41,61,29,17,46,46,21.5,35.4
16776,"Melvin Gordon","RB","SD","JAX",2,51,75,47,6,53,53,24,35.3
16492,"Joe Thomas","ILB","GB","MIN",2,17,29,0,0,0,0,0,35.3
15965,"Trey Burton","TE","PHI","CHI",2,31,43,0,23,16,23,15.9,35.2
3061,"Marcedes Lewis","TE","JAX","SD",2,22,33,0,14,9,14,9.7,35
16847,"David Johnson","RB","ARI","TB",2,41,62,29,12,37,42,17.3,34.9
18481,"Michael Pierce","NT","BAL","CLE",2,19,31,0,0,0,0,0,34.7
18061,"Deandre Washington","RB","OAK","ATL",2,15,20,47,7,53,53,6.2,34.7
14128,"Melvin Ingram","OLB","SD","JAX",2,41,72,0,0,0,0,0,34.1
13291,"Julio Jones","WR","ATL","OAK",2,49,77,0,10,10,10,24.6,33.9
14916,"Giovani Bernard","RB","CIN","PIT",2,47,62,11,23,30,34,28.7,33.4
16311,"Derek Carr","QB","OAK","ATL",2,75,100,3,0,63,63,24.96,33.3
9704,"Darius Butler","CB","IND","DEN",2,15,21,0,0,0,0,0,33.3
17203,"Thurston Armbrister","ILB","DET","TEN",2,9,13,0,0,0,0,0,33.3
