"Paul Goldschmidt_ARI","Justin Turner_LAD","Corey Seager_LAD","Jean Segura_SEA","Joey Votto_CIN","AJ Pollock_ARI","Cody Bellinger_LAD","Robinson Cano_SEA","Jake Lamb_ARI","Eric Hosmer_KC","Giancarlo Stanton_MIA","Nelson Cruz_SEA","Khris Davis_OAK","Daniel Descalso_ARI","Justin Bour_MIA","Marcell Ozuna_MIA","Chris Owings_ARI","Mike Moustakas_KC","Chris Taylor_LAD","Brandon Belt_SF","Buster Posey_SF","Christian Yelich_MIA","Yonder Alonso_OAK","Gregor Blanco_ARI","Adam Duvall_CIN","Logan Forsythe_LAD","Whit Merrifield_KC","Joc Pederson_LAD","David Peralta_ARI","Scooter Gennett_CIN","Lorenzo Cain_KC","Salvador Perez_KC","Yasmany Tomas_ARI","Adrian Gonzalez_LAD","Denard Span_SF","Dee Gordon_MIA","Ben Gamel_SEA","Franklin Barreto_OAK","Matt Chapman_OAK","Yasmani Grandal_LAD","Hunter Pence_SF","JT Realmuto_MIA","Joe Panik_SF","Jarrod Dyson_SEA","Kyle Seager_SEA","Yasiel Puig_LAD","Eduardo Nunez_SF","Matt Joyce_OAK","Mike Zunino_SEA","Austin Barnes_LAD","Ryon Healy_OAK","Guillermo Heredia_SEA","Zack Cozart_CIN","Billy Hamilton_CIN","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Brandon Drury_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Franklin Gutierrez_LAD","Jorge Bonifacio_KC","Peter O'Brien_LAD","Martin Prado_MIA","Derek Dietrich_MIA","Rajai Davis_OAK","Jed Lowrie_OAK","Leonys Martin_SEA","Mitch Haniger_SEA","Chris Iannetta_ARI","Rey Fuentes_ARI","Scott Schebler_CIN","Jose Peraza_CIN","Alex Gordon_KC","Eugenio Suarez_CIN","Socrates Brito_ARI","Phillip Ervin_CIN","Chase Utley_LAD","Kike Hernandez_LAD","Nick Hundley_SF","Gorkys Hernandez_SF","Danny Valencia_SEA","Marcus Semien_OAK","Chris Herrmann_ARI","Brandon Moss_KC","Trayce Thompson_LAD","Tyler Moore_MIA","Jaycob Brugman_OAK","Renato Nunez_OAK","Jesse Winker_CIN","Andrew Toles_LAD","Cheslor Cuthbert_KC","Willie Calhoun_LAD","Brandon Crawford_SF","Jarrett Parker_SF","Christian Arroyo_SF","Taylor Motter_SEA","Arismendy Alcantara_CIN","Paulo Orlando_KC","Billy Burns_KC","Rob Segedin_LAD","Jorge Soler_KC","Alex Verdugo_LAD","Adam Rosales_OAK","Andre Ethier_LAD","JT Riddle_MIA","Kelby Tomlinson_SF","Mac Williamson_SF","Shawn O'Malley_SEA","Josh Phegley_OAK","Mark Canha_OAK","DJ Peterson_SEA","Tyler Smith_SEA","Devin Mesoraco_CIN","Scott Van Slyke_LAD","Matt Olson_OAK","Joey Wendle_OAK","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Ryan O'Hearn_KC","Aaron Hill_SF","Destin Hood_MIA","Jae-gyun Hwang_SF","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Boog Powell_SEA","Jeff Mathis_ARI","Terrance Gore_KC","Ichiro Suzuki_MIA","Christian Colon_MIA","Conor Gillaspie_SF","Steve Lombardozzi_MIA","Tomas Telis_MIA","Tucker Barnhart_CIN","Patrick Kivlehan_CIN","Alcides Escobar_KC","Justin Ruggiano_SF","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Drew Butera_KC","Mike Freeman_LAD","Michael Morse_SF","Mike Aviles_MIA","Austin Slater_SF","Ryder Jones_SF","Raul Mondesi_KC","AJ Ellis_MIA","Tim Federowicz_SF","Ildemaro Vargas_ARI","Nick Senzel_CIN","Brett Eibner_LAD","Ramon Torres_KC","Hunter Dozier_KC","Miguel Rojas_MIA","Orlando Calixte_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","Chad Pinder_OAK","Stuart Turner_CIN","Chris Marrero_SF"
0,0,0,0,0,0,0,0,0,0,86.9337282487967,0,0,0,13.6706214689266,7.47869101978691,0,0,0,0,0,5.45338660578387,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75417032484636,0,0,0,0,0,-4.95293495505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57323232323232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,16.1248843663275,0,0,0,-1.99359959037378,0,0,0,58.1952054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7859042553191,0,0,0,0,0,0,3.17345319936542,7.03511852502195,0,0,0,9.50724637681159,0,0,1.21040974529347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08534850640114,0,0,0,0,0,0,0,0,0,0,0,0,9.33469945355191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7912234042553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,63.5236036036036,0,0,0,0,0,0,0,0,0,-4.57627118644068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07017543859649,0,0,-0.998721227621483,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.50606060606061,0.153026427962489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.18085106382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,13.6706214689266,0,0,0,78.8131080389145,6.29640401903755,0,0,0,0,0,15.2432575356954,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8167293233083,0,0,0,0,0,4.35849056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4679943100996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7.47869101978691,0,0,0,6.29640401903755,79.001025290499,0,0,0,0,0,18.7291228070175,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25983436853,0,0,0,0,0,16.5758928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03812056737589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872783687943262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.96883230904302,0,0,0,0,0,0,0,-10.5634920634921,0,0,0,0,0,0,0,61.1875776397516,0,0,0,0,0,0,0,0,0,0,0,0.249149659863946,0,0,0,20.1966966966967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16464646464646,-3.43230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.45258999122037,0,0,0,0,0,0,0,59.9868305531168,0,0,0,0,0,0,0,0,5.82634521313767,0,0,0,1.52494172494172,7.04802259887006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8530612244898,0,0,0,0,0,0,0,0,0,0,0,14.8696721311475,0,0,0,0,0,0,0,0,0,0,13.980303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.64749780509219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.2559139784946,-13.8510101010101,0,0,0,9.73724489795918,0,0,0,0,0,0,0,0,0,0,0,82.0251572327044,0,0,0,0,0,0,29.7184615384615,0,15.0750988142292,0,0,0,0,0,3.66959064327485,0,0,0,0,0,-9.53603603603604,0,0,0,0,0,9.9198606271777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43978494623656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1848648648649,3.49444738233739,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1222786647315,0,0,0,0,0,11.2682823129252,0,10.2011408730159,0,0,0,7.24444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.22513661202186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49444738233739,42.8904518329071,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46109175377468,0,0,0,0,0,14.3260869565217,0,9.5234962406015,0,0,0,5.57088989441931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42235123367199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5.45338660578387,0,0,0,15.2432575356954,18.7291228070175,0,0,0,0,0,47.6308954203691,0,0,0,0,0,0,0,0,0,0,0,0,0,7.40905432595573,0,0,0,0,0,5.79761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0078630897317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469858156028369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-4.57627118644068,0,0,0,0,0,0,0,0,0,64.1618191433104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3566763425254,0,0,12.8795454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5672268907563,10.4941558441558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25975975975976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.43264840182648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5121765601218,0,0,0,0,9.24431818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.494557329463,12.3205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11555857078245,7.09879807692308,0,11.9095431931253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.424390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.1,23.9404761904762,0,0,0,2.85344827586207,0,0,0,0,0,0,0,0,0,0,0,29.7184615384615,0,0,0,0,0,0,47.5847851335656,0,6.19607843137255,0,0,0,0,0,0.278947368421053,0,0,0,0,0,14.8990147783251,0,0,0,0,0,0.159090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6812865497076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
