Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,732,Matt Ryan,QB,7,ATL,SD,317.3,2.2,0.9,8.1,0,0,0,0,24.20
2,14252,Kirk Cousins,QB,7,WAS,DET,302.1,2,0.7,5.1,0,0,0,0,22.69
3,7242,Drew Brees,QB,7,NO,KC,307.3,1.9,1.2,4.9,0.1,0,0,0,22.58
4,12841,Andy Dalton,QB,7,CIN,CLE,272.4,2.1,0.7,14,0.2,0,0,0,21.10
5,4314,Tom Brady,QB,7,NE,PIT,291.5,2.2,0.6,6.3,0.1,0,0,0,20.89
6,13124,DeMarco Murray,RB,7,TEN,IND,0,0,0,96.3,0.7,3.3,26.7,0.2,20.80
7,4932,Eli Manning,QB,7,NYG,LA,307,1.7,1.3,1.7,0,0,0,0,20.65
8,9038,Matthew Stafford,QB,7,DET,WAS,281.4,2.1,0.7,12.1,0.1,0,0,0,20.47
9,12845,AJ Green,WR,7,CIN,CLE,0,0,0,0.1,0,6.8,94.3,0.7,20.34
10,2593,Aaron Rodgers,QB,7,GB,CHI,265,1.9,1,20.5,0.2,0,0,0,20.25
11,14967,Le'Veon Bell,RB,7,PIT,NE,0,0,0,72.1,0.4,5.2,43.8,0.2,20.19
12,13291,Julio Jones,WR,7,ATL,SD,0,0,0,0,0,6.1,90.3,0.8,19.83
13,14008,Andrew Luck,QB,7,IND,TEN,261.9,1.8,1.1,19.2,0.2,0,0,0,19.60
14,16763,Marcus Mariota,QB,7,TEN,IND,232.2,1.7,0.8,26.3,0.3,0,0,0,19.42
15,16245,Blake Bortles,QB,7,JAX,OAK,273,1.6,1.2,22.7,0.2,0,0,0,19.39
16,8244,Philip Rivers,QB,7,SD,ATL,270.9,2,0.9,7.5,0.1,0,0,0,19.09
17,16847,David Johnson,RB,7,ARI,SEA,0,0,0,66.7,0.6,3.9,37.4,0.2,18.91
18,16389,Odell Beckham Jr,WR,7,NYG,LA,0,0,0,0.2,0,6.8,87.8,0.5,18.50
19,16311,Derek Carr,QB,7,OAK,JAX,260.6,1.9,0.9,8.6,0.1,0,0,0,18.38
20,11056,Antonio Brown,WR,7,PIT,NE,0,0,0,0.9,0,7,89.6,0.4,18.35
21,12831,Tyrod Taylor,QB,7,BUF,MIA,195.2,1.3,0.6,41.9,0.3,0,0,0,18.30
22,14005,TY Hilton,WR,7,IND,TEN,0,0,0,0.1,0,6.1,82.6,0.6,17.97
23,6739,Alex Smith,QB,7,KC,NO,262.7,1.7,0.8,10,0.1,0,0,0,17.81
24,16597,Mike Evans,WR,7,TB,SF,0,0,0,0,0,5.9,91.1,0.4,17.41
25,16762,Jameis Winston,QB,7,TB,SF,252.2,1.5,1.2,13.5,0.2,0,0,0,17.24
26,10974,Rob Gronkowski,TE,7,NE,PIT,0,0,0,0,0,4.9,79.3,0.7,17.03
27,16524,Devonta Freeman,RB,7,ATL,SD,0,0,0,63.8,0.6,3.2,25,0.2,16.78
28,16765,Amari Cooper,WR,7,OAK,JAX,0,0,0,0.5,0,5.2,78.6,0.6,16.71
29,16568,Brandin Cooks,WR,7,NO,KC,0,0,0,1.1,0,5.7,73,0.6,16.71
30,4556,Jordy Nelson,WR,7,GB,CHI,0,0,0,0,0,6,77.9,0.5,16.69
31,16263,Allen Robinson,WR,7,JAX,OAK,0,0,0,0,0,5,80,0.6,16.60
32,13443,Colin Kaepernick,QB,7,SF,TB,201.5,1.1,0.8,39.2,0.2,0,0,0,16.58
33,13870,Marvin Jones,WR,7,DET,WAS,0,0,0,0.7,0,5,71.3,0.7,16.40
34,14536,Russell Wilson,QB,7,SEA,ARI,240.2,1.4,0.9,16.8,0.1,0,0,0,16.39
35,8358,Brian Hoyer,QB,7,CHI,GB,260,1.6,1,3.2,0,0,0,0,15.92
36,16771,Todd Gurley,RB,7,LA,NYG,0,0,0,72.6,0.5,3,22.3,0.1,15.89
37,611,Joe Flacco,QB,7,BAL,NYJ,253.8,1.4,1,7.3,0.1,0,0,0,15.88
38,15261,Spencer Ware,RB,7,KC,NO,0,0,0,67.2,0.7,2.3,23.4,0.1,15.86
39,17167,Cameron Meredith,WR,7,CHI,GB,0,0,0,0.3,0,7.5,72,0.2,15.83
