Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,14967,Le'Veon Bell,RB,11,PIT,CLE,0,0,0,90,0.7,6.2,56,0.4,27.30
2,11056,Antonio Brown,WR,11,PIT,CLE,0,0,0,1.8,0,8.3,114,0.7,26.98
3,4314,Tom Brady,QB,11,NE,SF,300.8,2.8,0.5,1.7,0,0,0,0,25.80
4,12845,AJ Green,WR,11,CIN,BUF,0,0,0,0,0,7.2,100.9,0.7,24.39
5,13320,Cam Newton,QB,11,CAR,NO,272.1,2,0.7,33.5,0.4,0,0,0,23.53
6,16847,David Johnson,RB,11,ARI,MIN,0,0,0,80.4,0.6,4.4,40.1,0.2,21.05
7,14008,Andrew Luck,QB,11,IND,TEN,287.1,2.1,0.9,16.3,0,0,0,0,20.51
8,16389,Odell Beckham Jr,WR,11,NYG,CHI,0,0,0,0,0,6.8,93.9,0.7,20.29
9,2593,Aaron Rodgers,QB,11,GB,WAS,281.5,1.9,0.9,11.6,0.1,0,0,0,19.32
10,13124,DeMarco Murray,RB,11,TEN,IND,0,0,0,88.9,0.7,3.3,25.1,0.1,19.30
11,7242,Drew Brees,QB,11,NO,CAR,294.1,2.1,0.9,0.7,0,0,0,0,19.03
12,14005,TY Hilton,WR,11,IND,TEN,0,0,0,0.2,0,5.9,89.1,0.7,19.03
13,16763,Marcus Mariota,QB,11,TEN,IND,241.5,2.1,0.6,17.6,0,0,0,0,19.02
14,3807,Ben Roethlisberger,QB,11,PIT,CLE,272.9,2.2,0.9,1.8,0,0,0,0,18.90
15,16597,Mike Evans,WR,11,TB,KC,0,0,0,0,0,6.7,92.9,0.5,18.89
16,18055,Dak Prescott,QB,11,DAL,BAL,246.5,1.8,0.6,12.2,0.2,0,0,0,18.68
17,17923,Ezekiel Elliott,RB,11,DAL,BAL,0,0,0,90.5,0.7,2.6,22.8,0.1,18.53
18,15261,Spencer Ware,RB,11,KC,TB,0,0,0,86.1,0.7,2.6,25.8,0.1,18.29
19,11932,LeSean McCoy,RB,11,BUF,CIN,0,0,0,82.8,0.7,3.1,21.9,0.1,18.27
20,14536,Russell Wilson,QB,11,SEA,PHI,251,1.8,0.8,12.4,0.1,0,0,0,17.98
21,14252,Kirk Cousins,QB,11,WAS,GB,276.3,2,1,1.2,0,0,0,0,17.97
22,16263,Allen Robinson,WR,11,JAX,DET,0,0,0,0,0,6.3,85.5,0.5,17.85
23,11270,Dez Bryant,WR,11,DAL,BAL,0,0,0,0,0,5.9,80.5,0.6,17.55
24,5571,Larry Fitzgerald,WR,11,ARI,MIN,0,0,0,0.2,0,6.8,78.1,0.5,17.53
