Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Fantasy Points
1,16847,David Johnson,RB,13,ARI,WAS,0,0,0,90.6,0.8,5.2,51.6,0.3,25.82
2,7242,Drew Brees,QB,13,NO,DET,302.8,2.7,0.9,1.2,0,0,0,0,24.93
3,14967,Le'Veon Bell,RB,13,PIT,NYG,0,0,0,80.9,0.6,6.5,56.4,0.2,24.83
4,11056,Antonio Brown,WR,13,PIT,NYG,0,0,0,2,0,7.7,97.4,0.7,21.74
5,2593,Aaron Rodgers,QB,13,GB,HOU,283.3,2.1,0.8,19.6,0,0,0,0,20.69
6,16776,Melvin Gordon,RB,13,SD,TB,0,0,0,90.2,0.7,3.6,29.2,0.2,20.64
7,13291,Julio Jones,WR,13,ATL,KC,0,0,0,0.2,0,6.6,97.4,0.6,19.86
8,4314,Tom Brady,QB,13,NE,LA,275.6,2.4,0.7,1.6,0,0,0,0,19.78
9,16597,Mike Evans,WR,13,TB,SD,0,0,0,0,0,6.2,93.7,0.7,19.67
10,3807,Ben Roethlisberger,QB,13,PIT,NYG,290.9,2.2,0.9,1.8,0,0,0,0,19.32
11,9038,Matthew Stafford,QB,13,DET,NO,283.5,2.2,0.9,2.6,0,0,0,0,19.20
12,14008,Andrew Luck,QB,13,IND,NYJ,269.2,2,0.9,17.2,0,0,0,0,19.19
13,13443,Colin Kaepernick,QB,13,SF,CHI,222.5,1.6,0.9,37.6,0.2,0,0,0,19.16
14,17923,Ezekiel Elliott,RB,13,DAL,MIN,0,0,0,97.1,0.7,2.6,22.1,0.1,19.12
15,732,Matt Ryan,QB,13,ATL,KC,291.3,2,1,6.4,0,0,0,0,19.09
16,14536,Russell Wilson,QB,13,SEA,CAR,262.6,1.8,0.8,18.3,0.1,0,0,0,19.03
17,16389,Odell Beckham Jr,WR,13,NYG,PIT,0,0,0,0,0,6.2,86.8,0.7,18.98
18,8244,Philip Rivers,QB,13,SD,TB,280.3,2.1,1,0.9,0,0,0,0,18.40
19,11932,LeSean McCoy,RB,13,BUF,OAK,0,0,0,83.3,0.8,2.7,19.1,0.1,18.24
20,12831,Tyrod Taylor,QB,13,BUF,OAK,230.9,1.5,0.7,26.9,0.2,0,0,0,18.13
21,16311,Derek Carr,QB,13,OAK,BUF,270.7,1.9,0.8,5.5,0,0,0,0,17.98
22,5571,Larry Fitzgerald,WR,13,ARI,WAS,0,0,0,0,0,6.9,78.6,0.5,17.66
23,16906,Stefon Diggs,WR,13,MIN,DAL,0,0,0,0.9,0,6.8,77.9,0.5,17.58
24,4932,Eli Manning,QB,13,NYG,PIT,268.7,1.9,0.9,3.2,0,0,0,0,17.57
25,18055,Dak Prescott,QB,13,DAL,MIN,239.3,1.6,0.6,18.1,0.1,0,0,0,17.48
26,18067,Jordan Howard,RB,13,CHI,SF,0,0,0,88.2,0.6,2.4,20.4,0.1,17.36
27,16762,Jameis Winston,QB,13,TB,SD,252.8,1.9,1,9.4,0,0,0,0,17.35
28,13320,Cam Newton,QB,13,CAR,SEA,246.4,1.4,1.1,20.6,0.2,0,0,0,17.32
29,8283,Ryan Fitzpatrick,QB,13,NYJ,IND,249,1.7,0.9,12,0,0,0,0,16.86
30,2428,Carson Palmer,QB,13,ARI,WAS,268,1.8,1.1,3,0,0,0,0,16.82
31,13460,Doug Baldwin,WR,13,SEA,CAR,0,0,0,0.1,0,5.8,73.5,0.6,16.76
32,16765,Amari Cooper,WR,13,OAK,BUF,0,0,0,0.2,0,5.6,76,0.6,16.72
33,14005,TY Hilton,WR,13,IND,NYJ,0,0,0,0.2,0,5.2,80.7,0.5,16.29
34,15126,Theo Riddick,RB,13,DET,NO,0,0,0,37.4,0.2,5.2,44.1,0.3,16.25
35,14252,Kirk Cousins,QB,13,WAS,ARI,269,1.5,0.8,4.8,0,0,0,0,16.14
36,6739,Alex Smith,QB,13,KC,ATL,244.8,1.5,0.5,10.7,0,0,0,0,15.96
37,4556,Jordy Nelson,WR,13,GB,HOU,0,0,0,0,0,5.5,74.8,0.5,15.88
38,8355,Julian Edelman,WR,13,NE,LA,0,0,0,3.3,0,6,66,0.5,15.83
39,16524,Devonta Freeman,RB,13,ATL,KC,0,0,0,64.8,0.6,2.8,22.8,0.1,15.66
40,16568,Brandin Cooks,WR,13,NO,DET,0,0,0,1.8,0,4.9,69,0.6,15.58
41,2699,Matt Forte,RB,13,NYJ,IND,0,0,0,72.4,0.6,2.3,19.2,0.1,15.56
42,17960,Michael Thomas,WR,13,NO,DET,0,0,0,0,0,5.5,64,0.6,15.50
43,15261,Spencer Ware,RB,13,KC,ATL,0,0,0,71.5,0.5,2.5,23.5,0.1,15.40
44,11270,Dez Bryant,WR,13,DAL,MIN,0,0,0,0,0,4.8,69.5,0.6,15.35
45,11667,Brandon Marshall,WR,13,NYJ,IND,0,0,0,0,0,5,70.8,0.5,15.08
46,11611,Golden Tate,WR,13,DET,NO,0,0,0,2.8,0,5.8,66.9,0.4,15.07
47,9331,Michael Crabtree,WR,13,OAK,BUF,0,0,0,0.1,0,5,64.5,0.6,15.06
48,13799,Ryan Tannehill,QB,13,MIA,BAL,238.7,1.4,1,10.5,0,0,0,0,15
49,16112,Jeremy Hill,RB,13,CIN,PHI,0,0,0,67.5,0.5,2.6,20.4,0.1,14.89
50,611,Joe Flacco,QB,13,BAL,MIA,259.7,1.4,1.1,1.4,0,0,0,0,14.73
51,14053,Brock Osweiler,QB,13,HOU,GB,235.7,1.4,1.1,8.6,0,0,0,0,14.69
52,12841,Andy Dalton,QB,13,CIN,PHI,238.1,1.2,0.9,14.6,0,0,0,0,14.58
53,15071,Latavius Murray,RB,13,OAK,BUF,0,0,0,61.1,0.6,2.5,18.7,0.1,14.58
54,15048,Travis Kelce,TE,13,KC,ATL,0,0,0,0,0,5.8,64.6,0.4,14.56
55,16245,Blake Bortles,QB,13,JAX,DEN,222.7,1.3,1.4,20.1,0,0,0,0,14.42
56,13791,Lamar Miller,RB,13,HOU,GB,0,0,0,74.8,0.4,2.3,17.4,0.1,14.42
57,11527,Sam Bradford,QB,13,MIN,DAL,241.9,1.4,0.6,0.7,0,0,0,0,14.35
58,14986,DeAndre Hopkins,WR,13,HOU,GB,0,0,0,0,0,5,69,0.4,14.30
59,14855,Matt Barkley,QB,13,CHI,SF,236.9,1.4,1.1,4.7,0,0,0,0,14.25
60,14385,Doug Martin,RB,13,TB,SD,0,0,0,70.5,0.5,2.1,17,0.1,14.25
61,11488,Jimmy Graham,TE,13,SEA,CAR,0,0,0,0,0,5.1,60.1,0.5,14.11
62,11197,Demaryius Thomas,WR,13,DEN,JAX,0,0,0,0.1,0,5.2,65.6,0.4,14.07
63,1658,Greg Olsen,TE,13,CAR,SEA,0,0,0,0,0,5.2,63.5,0.4,13.95
64,16668,Carlos Hyde,RB,13,SF,CHI,0,0,0,67.6,0.6,1.8,12.7,0.1,13.93
65,16909,Jay Ajayi,RB,13,MIA,BAL,0,0,0,70.9,0.5,1.9,13.6,0.1,13.85
66,18082,Tyreek Hill,WR,13,KC,ATL,0,0,0,5.4,0,5.3,57.1,0.4,13.85
67,16866,Jamison Crowder,WR,13,WAS,ARI,0,0,0,1,0,5,62.1,0.4,13.61
68,16020,Jarvis Landry,WR,13,MIA,BAL,0,0,0,1.5,0,5.7,60.6,0.3,13.61
69,17970,Devontae Booker,RB,13,DEN,JAX,0,0,0,70.1,0.4,2.1,15.8,0.1,13.59
70,11063,Emmanuel Sanders,WR,13,DEN,JAX,0,0,0,0.3,0,5,67.1,0.3,13.54
71,17920,Carson Wentz,QB,13,PHI,CIN,223.1,1.2,1,10.8,0,0,0,0,13.50
72,17050,Thomas Rawls,RB,13,SEA,CAR,0,0,0,57.7,0.5,2.4,18.1,0.1,13.48
73,17048,Tyrell Williams,WR,13,SD,TB,0,0,0,0,0,4.7,63.4,0.4,13.44
74,16141,Willie Snead,WR,13,NO,DET,0,0,0,0,0,4.5,56.8,0.5,13.18
75,16003,Sammy Watkins,WR,13,BUF,OAK,0,0,0,0.5,0,4.2,59.2,0.5,13.17
76,14918,Tyler Eifert,TE,13,CIN,PHI,0,0,0,0,0,4.8,58.9,0.4,13.09
77,8649,Rashad Jennings,RB,13,NYG,PIT,0,0,0,54.4,0.3,3,23.3,0.1,13.07
78,5820,Frank Gore,RB,13,IND,NYJ,0,0,0,57.3,0.4,2.5,19.2,0.1,13.05
79,4358,Steve Smith,WR,13,BAL,MIA,0,0,0,0,0,5,61.3,0.3,12.93
80,16550,Kelvin Benjamin,WR,13,CAR,SEA,0,0,0,0,0,4.4,61.2,0.4,12.92
81,13337,Mark Ingram,RB,13,NO,DET,0,0,0,52.2,0.4,2.7,20.8,0.1,12.90
82,17929,Paxton Lynch,QB,13,DEN,JAX,199.4,1.2,0.8,8.9,0,0,0,0,12.87
83,16470,Davante Adams,WR,13,GB,HOU,0,0,0,0,0,4.2,55.7,0.5,12.77
84,16232,Donte Moncrief,WR,13,IND,NYJ,0,0,0,0.8,0,4.5,57.6,0.4,12.74
85,16771,Todd Gurley,RB,13,LA,NE,0,0,0,63.7,0.3,2.6,19,0,12.47
86,17922,Jared Goff,QB,13,LA,NE,217.4,1.3,1.3,1.7,0,0,0,0,12.37
87,16263,Allen Robinson,WR,13,JAX,DEN,0,0,0,0,0,4.5,60.7,0.3,12.37
88,8532,Kenny Britt,WR,13,LA,NE,0,0,0,0,0,4.5,61.2,0.3,12.32
89,12296,LeGarrette Blount,RB,13,NE,LA,0,0,0,70.1,0.7,0.6,3.5,0,12.06
90,13227,Randall Cobb,WR,13,GB,HOU,0,0,0,2.3,0,4.7,52.6,0.3,11.99
91,6198,Darren Sproles,RB,13,PHI,CIN,0,0,0,34.4,0.2,3.6,30.3,0.1,11.77
92,16451,Eric Ebron,TE,13,DET,NO,0,0,0,0,0,4.2,51.7,0.4,11.77
93,16834,Tevin Coleman,RB,13,ATL,KC,0,0,0,34.6,0.3,2.6,25.5,0.2,11.51
94,8529,Mike Wallace,WR,13,BAL,MIA,0,0,0,1.2,0,3.9,56,0.3,11.42
95,14141,Cole Beasley,WR,13,DAL,MIN,0,0,0,0.1,0,4.3,48.1,0.4,11.42
96,2262,Tim Hightower,RB,13,NO,DET,0,0,0,44.7,0.3,2.5,21.4,0.1,11.41
97,18451,Rob Kelley,RB,13,WAS,ARI,0,0,0,70.1,0.4,1.3,8.8,0,11.39
98,17969,Kenneth Dixon,RB,13,BAL,MIA,0,0,0,45.1,0.3,2.5,19.1,0.1,11.22
99,7884,Antonio Gates,TE,13,SD,TB,0,0,0,0,0,3.9,42.8,0.5,11.08
100,14856,Zach Ertz,TE,13,PHI,CIN,0,0,0,0,0,4.6,46.8,0.3,11.08
101,13275,Kyle Rudolph,TE,13,MIN,DAL,0,0,0,0,0,4.5,47.4,0.3,11.04
102,17961,Sterling Shepard,WR,13,NYG,PIT,0,0,0,0.2,0,3.8,47,0.4,10.92
103,11712,Anquan Boldin,WR,13,DET,NO,0,0,0,0,0,4.1,49.6,0.3,10.86
104,13878,Mohamed Sanu,WR,13,ATL,KC,0,0,0,0.2,0,4.1,47.6,0.3,10.68
105,6767,Pierre Garcon,WR,13,WAS,ARI,0,0,0,0,0,3.9,48.9,0.3,10.59
106,16797,TJ Yeldon,RB,13,JAX,DEN,0,0,0,44.3,0.2,2.6,18.1,0.1,10.54
107,16258,Marqise Lee,WR,13,JAX,DEN,0,0,0,1.8,0,3.9,46,0.3,10.48
108,17986,Tyler Boyd,WR,13,CIN,PHI,0,0,0,0.7,0,4.3,49.7,0.2,10.44
