"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",12800,"SD@LAD 04:10PM ET",25.007,"LAD","SD",33.93,32.7,NA,NA,32.55
"SP","Noah Syndergaard",11600,"Atl@NYM 01:10PM ET",22.006,"NYM","Atl",28.04,22.4,NA,NA,24.5
"SP","Stephen Strasburg",9900,"Mia@Was 01:05PM ET",21.65,"Was","Mia",25.21,22.4,NA,NA,18.15
"SP","Rick Porcello",8800,"Pit@Bos 02:05PM ET",20.118,"Bos","Pit",22.92,15,NA,NA,18.05
"SP","Danny Duffy",8600,"KC@Min 04:10PM ET",13.418,"KC","Min",20.52,19,NA,NA,23.9
"SP","Julio Teheran",8300,"Atl@NYM 01:10PM ET",17.155,"Atl","NYM",18.93,17.8,NA,NA,21.3
"SP","Jon Gray",7800,"Col@Mil 02:10PM ET",16.779,"Col","Mil",19.6,22.5,NA,NA,8.2
"SP","Gerrit Cole",7400,"Pit@Bos 02:05PM ET",13.51,"Pit","Bos",13.48,14.3,NA,NA,0.45
"SP","Ervin Santana",7100,"KC@Min 04:10PM ET",15.177,"Min","KC",14.47,14.7,NA,NA,21.35
"SP","Marco Estrada",7000,"Tor@Bal 03:05PM ET",17.592,"Tor","Bal",18.93,13.9,NA,NA,13.3
"SP","Jeremy Hellickson",6700,"Phi@Cin 04:10PM ET",15.495,"Phi","Cin",15.62,14.9,NA,NA,10.45
"SP","Kevin Gausman",6600,"Tor@Bal 03:05PM ET",16.775,"Bal","Tor",15.42,15.6,NA,NA,10.6
"SP","Edinson Volquez",6500,"Mia@Was 01:05PM ET",9.941,"Mia","Was",10.11,12.5,NA,NA,20.25
"SP","Junior Guerra",6400,"Col@Mil 02:10PM ET",17.488,"Mil","Col",16.58,16.5,NA,NA,9.55
"SP","Scott Feldman",5300,"Phi@Cin 04:10PM ET",4.496,"Cin","Phi",16.59,13.9,NA,NA,11.1
"SP","Jhoulys Chacin",5300,"SD@LAD 04:10PM ET",9.021,"SD","LAD",10.25,14.9,NA,NA,-11.9
