"Place_lo","Place_hi","Payout"
"1","1","100"
"2","2","75"
"3","3","50"
"4","4","30"
"5","5","20"
"6","6","15"
"7","8","11"
"9","10","9"
"11","15","8"
"16","20","7"
"21","30","6"
"31","40","5"
"41","50","4"
"51","70","3.5"
"71","100","3"
"101","150","2.5"
"151","230","2"
