"Ryan Braun_MIL","Dexter Fowler_STL","Matt Carpenter_STL","Lorenzo Cain_KC","Jonathan Villar_MIL","Aledmys Diaz_STL","Stephen Piscotty_STL","Eric Hosmer_KC","Rougned Odor_TEX","Shin-Soo Choo_TEX","Adrian Beltre_TEX","Randal Grichuk_STL","Jonathan Lucroy_TEX","Alex Gordon_KC","Mike Napoli_TEX","Brandon Moss_KC","Carlos Gomez_TEX","Jorge Soler_KC","Jedd Gyorko_STL","Whit Merrifield_KC","Elvis Andrus_TEX","Peter O'Brien_KC","Yadier Molina_STL","Keon Broxton_MIL","Salvador Perez_KC","Nomar Mazara_TEX","Eric Thames_MIL","Domingo Santana_MIL","Cheslor Cuthbert_KC","Joey Gallo_TEX","Alcides Escobar_KC","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Jhonny Peralta_STL","Travis Shaw_MIL","Hernan Perez_MIL","Delino DeShields_TEX","Orlando Arcia_MIL","Matt Adams_STL","Kolten Wong_STL","Nick Franklin_MIL","Jurickson Profar_TEX","Jesus Aguilar_MIL","Harrison Bader_STL","Ryan O'Hearn_KC","Jose Martinez_STL","Robinson Chirinos_TEX","Terrance Gore_KC","Andrew Susac_MIL","Greg Garcia_STL","Kirk Nieuwenhuis_MIL","Brett Nicholas_TEX","Christian Colon_KC","Ryan Rua_TEX","Manny Pina_MIL","Carson Kelly_STL","Raul Mondesi_KC","Eric Fryer_STL","Jett Bandy_MIL","Hanser Alberto_TEX","Drew Butera_KC","Drew Robinson_TEX"
75.4102564102564,0,0,0,-27.98357238575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.2745691632965,0,0,19.1671182778353,9.08347110463536,0,0,0,0,0,0,0,-14.4008022684281,-26.7689416896874,0,-3.27830008924461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94523775646197,0,0,0,74.8048769483569,0,0,0
0,67.032967032967,-5.38131436418386,0,0,21.7264290644351,-5.86673795109303,0,0,0,0,-6.01853539311566,0,0,0,0,0,0,-9.51137640087419,0,0,0,1.21403310667508,0,0,0,0,0,0,0,0,0,0,0,6.66103219525349,0,0,0,0,0,-14.4433538663431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5.38131436418386,24.0181818181818,0,0,7.79699982159892,23.2467947042326,0,0,0,0,3.58704408192902,0,0,0,0,0,0,-6.60804828891042,0,0,0,1.21579080533564,0,0,0,0,0,0,0,0,0,0,0,-1.45919933326936,0,0,0,0,0,6.83505981724072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,22.5151515151515,0,0,0,0.0262541154528476,0,0,0,0,0,-3.96132966043042,0,-24.6557571902316,0,0,0,0,0,0,0,0,-6.37279701279699,0,0,0,0,0,2.37381736698009,-2.56331470137315,-3.72770942248448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2776062516473,0,0,0,0,0
-27.98357238575,0,0,0,97.5164835164835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27523869041502,0,0,-54.7789558875935,-6.75704063005406,0,0,0,0,0,0,0,-4.49965297895563,18.6288569735173,0,14.1344612042433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0638023193353,0,0,0,-11.0711906826054,0,0,0
0,21.7264290644351,7.79699982159892,0,0,135.356060606061,-0.679406747671489,0,0,0,0,47.6659380197473,0,0,0,0,0,0,76.1645241054388,0,0,0,24.5199969213651,0,0,0,0,0,0,0,0,0,0,0,-6.92858893492466,0,0,0,0,0,-17.505164300505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5.86673795109303,23.2467947042326,0,0,-0.679406747671489,71.969696969697,0,0,0,0,-3.12556621309763,0,0,0,0,0,0,35.2030093090891,0,0,0,9.82273031687204,0,0,0,0,0,0,0,0,0,0,0,7.41922178643423,0,0,0,0,0,-20.7838733408573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0262541154528476,0,0,0,16.6969696969697,0,0,0,0,0,7.20169269607248,0,6.52810128376972,0,0,0,0,0,0,0,0,8.1574116009066,0,0,0,0,0,-0.985060089943958,4.46748885955542,-1.156874439023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3973506173149,0,0,0,0,0
0,0,0,0,0,0,0,0,30.5934065934066,16.2625743097659,0,0,6.86786584533235,0,8.42244949424132,0,25.5466350395287,0,0,0,7.62919684508025,0,0,0,0,27.6333625345317,0,0,0,-1.85569161369092,0,0,0,0,0,0,0,0,0,0,0,0,4.53562062610488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16.2625743097659,66.0606060606061,0,0,19.0306158738562,0,-5.02782709915901,0,14.6245231073716,0,0,0,-24.1320039627923,0,0,0,0,50.6528488738754,0,0,0,-20.2665493910023,0,0,0,0,0,0,0,0,0,0,0,0,14.306143618752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6.01853539311566,3.58704408192902,0,0,47.6659380197473,-3.12556621309763,0,0,0,0,56.0227272727273,0,0,0,0,0,0,-36.1501712778641,0,0,0,4.64822845999734,0,0,0,0,0,0,0,0,0,0,0,-1.40380240006072,0,0,0,0,0,-0.0122268278441329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
