"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Charlie Blackmon",5600,"SF@COL 03:10PM ET",11,"COL","SF",8.3,10,11.11,NA,"1","1",5
"3B","Nolan Arenado",5500,"SF@COL 03:10PM ET",9.171,"COL","SF",11.93,11.3,11.06,NA,"3","3",36
"OF","Aaron Judge",5400,"NYY@OAK 04:05PM ET",12.317,"NYY","OAK",9.79,10,9.29,NA,"3","3",7
"OF","Mookie Betts",5300,"BOS@HOU 08:08PM ET",9.906,"BOS","HOU",9.08,11.5,10.43,NA,"1","1",7
"1B","Mark Reynolds",5200,"SF@COL 03:10PM ET",9.167,"COL","SF",10.56,8.7,9.63,NA,"5","4",5
"C","Gary Sanchez",5000,"NYY@OAK 04:05PM ET",10.263,"NYY","OAK",7.18,9.6,7.81,NA,"5","2",0
"OF","George Springer",5000,"BOS@HOU 08:08PM ET",9.629,"HOU","BOS",8.52,10.5,9.2,NA,"1","1",21
"3B/OF","Eduardo Nunez",4900,"SF@COL 03:10PM ET",7.938,"SF","COL",NA,0,9.24,NA,"x","x",NA
"2B","Jose Altuve",4800,"BOS@HOU 08:08PM ET",9.403,"HOU","BOS",9.31,9.7,9.9,NA,"2","2",14
"1B/OF","Ian Desmond",4800,"SF@COL 03:10PM ET",8.047,"COL","SF",10.21,10.3,9.03,NA,"6","5",0
"2B","DJ LeMahieu",4800,"SF@COL 03:10PM ET",7.338,"COL","SF",9.3,9.5,9.33,NA,"2","2",14
"2B","Joe Panik",4800,"SF@COL 03:10PM ET",6.475,"SF","COL",8.62,10.5,6.21,NA,"2","2",5
"OF","David Dahl",4800,"SF@COL 03:10PM ET",0,"COL","SF",NA,0,NA,NA,"x","x",NA
"SS","Elvis Andrus",4700,"SEA@TEX 03:05PM ET",9.031,"TEX","SEA",6.93,9.6,10.16,NA,"2","2",2
"OF","Andrew Benintendi",4700,"BOS@HOU 08:08PM ET",8.222,"BOS","HOU",8.12,9.4,8.48,NA,"5","6",7
"1B/C","Buster Posey",4700,"SF@COL 03:10PM ET",8.421,"SF","COL",10.27,11.1,8.46,NA,"4","4",7
"3B","Mike Moustakas",4600,"KC@LAA 03:37PM ET",8.883,"KC","LAA",7.14,7.9,7.37,NA,"6","6",11
"OF","Nelson Cruz",4600,"SEA@TEX 03:05PM ET",8.621,"SEA","TEX",6.57,8.4,9.28,NA,"4","4",7
"OF","Mitch Haniger",4600,"SEA@TEX 03:05PM ET",11.111,"SEA","TEX",6.07,9,8.36,NA,"2","2",4
