"Place_lo","Place_hi","Payout"
"1","1","75"
"2","2","45"
"3","3","35"
"4","4","25"
"5","5","20"
"6","6","15"
"7","8","12"
"9","10","9.25"
"11","15","8"
"16","20","7"
"21","25","6"
"26","30","5"
"31","40","4"
"41","50","3.5"
"51","75","3"
"76","100","2.5"
"101","175","2"
