"Anthony Rizzo_CHC","Charlie Blackmon_COL","Kris Bryant_CHC","Nolan Arenado_COL","Mike Trout_LAA","Ian Desmond_COL","Ben Zobrist_CHC","Kyle Schwarber_CHC","Javier Baez_CHC","Trevor Story_COL","David Dahl_COL","Carlos Gonzalez_COL","Jason Heyward_CHC","DJ LeMahieu_COL","Addison Russell_CHC","Mark Reynolds_COL","Albert Almora_CHC","Jon Jay_CHC","Willson Contreras_CHC","Miguel Montero_CHC","Khris Davis_OAK","Gerardo Parra_COL","Ian Happ_CHC","Albert Pujols_LAA","Rajai Davis_OAK","Tommy La Stella_CHC","Ryon Healy_OAK","Stephen Cardullo_COL","Raimel Tapia_COL","Yonder Alonso_OAK","Kole Calhoun_LAA","Dustin Garneau_COL","Pat Valaika_COL","Cameron Maybin_LAA","Marcus Semien_OAK","CJ Cron_LAA","Tom Murphy_COL","Trevor Plouffe_OAK","Luis Valbuena_LAA","Stephen Vogt_OAK","Jefry Marte_LAA","Yunel Escobar_LAA","Matt Joyce_OAK","Ben Revere_LAA","Josh Phegley_OAK","Mark Canha_OAK","Tony Wolters_COL","Eloy Jimenez_CHC","Jed Lowrie_OAK","Andrelton Simmons_LAA","Danny Espinosa_LAA","Ryan Hanigan_COL","Cristhian Adames_COL","Jake Smolinski_OAK","Ryan LaMarre_OAK","Alexi Amarista_COL","Bruce Maxwell_OAK","Adam Rosales_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Chad Pinder_OAK","Jaff Decker_OAK","Carlos Perez_LAA","Cliff Pennington_LAA","Matt Olson_OAK"
60.0295566502463,0,-1.03448275862069,0,0,0,8.09523809523809,-0.510769230769231,-1.18571428571429,0,0,0,27.0398550724638,0,4.41452991452991,0,-12.525641025641,14.4318181818182,25.25,5.17857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58.9556650246305,0,6.31084656084656,0,34.1333333333333,0,0,0,6.43076923076923,0,17.3415384615385,0,2.77350427350427,0,13.1861538461538,0,0,0,0,0,17.8315789473684,0,0,0,0,0,5.4,0,0,0,7.00641025641026,54,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,0,0,0,0,0,0,0,0,-17.6666666666667,0,0,0,0,0,0,0,0,0
-1.03448275862069,0,66.564039408867,0,0,0,16.4025974025974,14.9738461538462,8.08571428571429,0,0,0,4.93297101449275,0,22.6452991452991,0,17.75,15.7045454545455,-5.75,32.5178571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.31084656084656,0,56.4753694581281,0,38.7333333333333,0,0,0,6.94153846153846,0,-3.54333333333333,0,-4.24501424501424,0,2.70769230769231,0,0,0,0,0,2.29285714285714,0,0,0,0,0,14.05,0,0,0,-3.98076923076923,15,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34285714285714,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0
0,0,0,0,28.951566951567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3384615384615,0,0,0,0,0,0,4.54,0,0,-5.22222222222222,0,-6.17948717948718,0,0,0,0,-1.71428571428571,6.47692307692308,0,12.1333333333333,0,0,0,0,0,-5.71384615384615,6.80434782608696,0,0,0,0,0,0,0,-9.81168831168831,10.5,0,0,0,25,0
0,34.1333333333333,0,38.7333333333333,0,129.47619047619,0,0,0,-15.9,0,9.6,0,39.1904761904762,0,-21.75,0,0,0,0,0,-13,0,0,0,0,0,0,0,0,0,68.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
8.09523809523809,0,16.4025974025974,0,0,0,35.7835497835498,2.87857142857143,-12.9945054945055,0,0,0,19.1549707602339,0,18.0763157894737,0,18.7142857142857,-5.73611111111111,1.2,-15.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.510769230769231,0,14.9738461538462,0,0,0,2.87857142857143,34.8015384615385,23.3921568627451,0,0,0,9.26449275362319,0,11.3242753623188,0,1.42222222222222,10.6888888888889,1.0906432748538,36.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.18571428571429,0,8.08571428571429,0,0,0,-12.9945054945055,23.3921568627451,90.4142857142857,0,0,0,-10.95,0,-12.5263157894737,0,-8.76388888888889,-14.4,-23.3125,-15.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.43076923076923,0,6.94153846153846,0,-15.9,0,0,0,38.5840455840456,0,6.01383399209486,0,4.99166666666667,0,14.8233333333333,0,0,0,0,0,6.55263157894737,0,0,0,0,0,-10.25,0,0,0,-5.37179487179487,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46153846153846,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0
