"Charlie Blackmon_COL","Corey Dickerson_TB","Steven Souza_TB","Bryce Harper_WAS","Ryan Zimmerman_WAS","Logan Morrison_TB","Evan Longoria_TB","Miguel Sano_MIN","Nelson Cruz_SEA","Cameron Maybin_LAA","Brian Dozier_MIN","Nolan Arenado_COL","Trea Turner_WAS","Mike Trout_LAA","Kevin Kiermaier_TB","Daniel Murphy_WAS","Albert Pujols_LAA","Jean Segura_SEA","Mark Reynolds_COL","Trevor Story_COL","Anthony Rendon_WAS","Robinson Cano_SEA","Khris Davis_OAK","Joe Mauer_MIN","Hunter Renfroe_SD","Kyle Seager_SEA","David Dahl_COL","Andrelton Simmons_LAA","Wil Myers_SD","Adam Eaton_WAS","Tim Beckham_TB","Brad Miller_TB","Gerardo Parra_COL","Yonder Alonso_OAK","Carlos Gonzalez_COL","Ian Desmond_COL","Ryan Schimpf_SD","Robbie Grossman_MIN","Eddie Rosario_MIN","Colby Rasmus_TB","Wilson Ramos_TB","DJ LeMahieu_COL","Max Kepler_MIN","CJ Cron_LAA","Michael Taylor_WAS","Jefry Marte_LAA","Mitch Haniger_SEA","Matt Duffy_TB","Manuel Margot_SD","Pat Valaika_COL","Jayson Werth_WAS","Jed Lowrie_OAK","Ryon Healy_OAK","Kennys Vargas_MIN","Jorge Polanco_MIN","Stephen Cardullo_COL","Alex Dickerson_SD","Raimel Tapia_COL","Marcus Semien_OAK","Leonys Martin_SEA","Dustin Garneau_COL","Yunel Escobar_LAA","Jarrod Dyson_SEA","Guillermo Heredia_SEA","Jake Bauers_TB","Yangervis Solarte_SD","Tony Wolters_COL","Tom Murphy_COL","Matt Wieters_WAS","Luis Valbuena_LAA","Ben Revere_LAA","Jason Castro_MIN","Ben Gamel_SEA","Travis Jankowski_SD","Adam Lind_WAS","Stephen Vogt_OAK","Byron Buxton_MIN","Danny Valencia_SEA","Taylor Motter_SEA","Matt Szczur_SD","Alexi Amarista_COL","Rajai Davis_OAK","Martin Maldonado_LAA","Curt Casali_TB","Chase d'Arnaud_SD","Cory Spangenberg_SD","Matt Joyce_OAK","Josh Phegley_OAK","Brian Goodwin_WAS","Mark Canha_OAK","Chad Pinder_OAK","Peter Bourjos_TB","Jesus Sucre_TB","Mallex Smith_TB","Christian Bethancourt_SD","Austin Hedges_SD","Trevor Plouffe_OAK","Stephen Drew_WAS","Eduardo Escobar_MIN","Kole Calhoun_LAA","Rickie Weeks_TB","Shawn O'Malley_SEA","Derek Norris_TB","Mike Zunino_SEA","Daniel Robertson_TB","Cristhian Adames_COL","Wilmer Difo_WAS","Chris Gimenez_MIN","Shane Robinson_LAA","Danny Espinosa_LAA","Nolan Fontana_LAA","Carlos Ruiz_SEA","Boog Powell_SEA","Ryan Hanigan_COL","Allen Cordoba_SD","Chris Heisey_WAS","Jake Smolinski_OAK","Ryan LaMarre_OAK","Eric Young_LAA","Tuffy Gosewisch_SEA","Jabari Blash_SD","Franchy Cordero_SD","Bruce Maxwell_OAK","Juan Graterol_LAA","Ehire Adrianza_MIN","Carlos Perez_LAA","Michael Martinez_TB","Erick Aybar_SD","Hector Sanchez_SD","Rafael Bautista_WAS","Shane Peterson_TB","Daniel Vogelbach_SEA","Jose Lobaton_WAS","Cliff Pennington_LAA","Adam Rosales_OAK","Grant Green_WAS","Jaff Decker_OAK","Matt Olson_OAK","Luis Torrens_SD"
77.4570035460993,0,0,0,0,0,0,0,0,0,0,6.59713228492137,0,0,0,0,0,0,11.2519379844961,8.76470588235294,0,0,0,0,0,0,0,0,0,0,0,0,14.5940170940171,0,7.24841437632135,7.35177865612648,0,0,0,0,0,3.1489898989899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7953846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,64.2106280193237,7.30971659919028,0,0,1.57820512820513,17.0993657505285,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.388414634146341,-6.84259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92842741935484,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.30971659919028,58.9048309178744,0,0,2.60435435435435,14.1035940803383,0,0,0,0,0,0,0,14.9793868921776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92915214866434,27.1551235252524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.48286290322581,0,-1.34920634920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,117.539024390244,33.3111111111111,0,0,0,0,0,0,0,29.8758620689655,0,0,9.88738738738739,0,0,0,0,35.8798798798799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6847826086957,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,33.3111111111111,76.8820512820513,0,0,0,0,0,0,0,10.1814516129032,0,0,0.847619047619048,0,0,0,0,10.7117117117117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158119658119658,0,0,0,0,0,-2.58487394957983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3879310344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.57820512820513,2.60435435435435,0,0,58.2595137420719,13.516057585825,0,0,0,0,0,0,0,9.1921373200443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.7753036437247,22.1908831908832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,0,-8.77865612648221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17.0993657505285,14.1035940803383,0,0,13.516057585825,56.7749019607843,0,0,0,0,0,0,0,12.8367346938776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.10338164251208,1.42758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57142857142857,0,2.8551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,87.6468253968254,0,0,-1.07308377896613,0,0,0,0,0,0,0,0,0,0,0,0,23.0275862068966,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6524216524217,-4.24798387096774,0,0,0,32.2620689655172,0,0,0,0,0,0,0,0,0,0,0,10.1515151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08333333333333,0,0,0,0,13.7822580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,61.3191489361702,0,0,0,0,0,0,0,0,14.752380952381,0,0,0,9.61379800853485,0,0,0,9.92758985200846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96219512195122,9.54032258064516,0,0,0,0,0,0,0,0,3.825,0,0,0,0,5.7719298245614,23.6391129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,54.9378048780488,0,0,0,10.7924369747899,0,0,-5.46880570409982,0,0,0,0,0,0,0,0,0,0,15.4658536585366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.45299145299145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36096256684492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48648648648649,0,0,0,0,0,0,0,0,0,11.8440860215054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
