"Charlie Blackmon_COL","Nolan Arenado_COL","Carlos Gomez_TEX","Rougned Odor_TEX","Ian Desmond_COL","Jose Abreu_CWS","Mike Napoli_TEX","Mike Trout_LAA","Melky Cabrera_CWS","David Dahl_COL","Shin-Soo Choo_TEX","Nomar Mazara_TEX","DJ LeMahieu_COL","Raimel Tapia_COL","Adrian Beltre_TEX","Delino DeShields_TEX","Mark Reynolds_COL","Todd Frazier_CWS","Avisail Garcia_CWS","Matt Davidson_CWS","Yolmer Sanchez_CWS","Elvis Andrus_TEX","Gerardo Parra_COL","Trevor Story_COL","Joey Gallo_TEX","Kole Calhoun_LAA","Carlos Gonzalez_COL","Pat Valaika_COL","Yoan Moncada_CWS","Robinson Chirinos_TEX","Cameron Maybin_LAA","Andrelton Simmons_LAA","Tyler Saladino_CWS","Stephen Cardullo_COL","Willy Garcia_CWS","Adam Engel_CWS","Tim Anderson_CWS","Eric Young_LAA","Leury Garcia_CWS","Dustin Garneau_COL","Alen Hanson_CWS","Jacob May_CWS","Albert Pujols_LAA","Jonathan Lucroy_TEX","CJ Cron_LAA","Charlie Tilson_CWS","Kevan Smith_CWS","Tom Murphy_COL","Mike Tauchman_COL","Yunel Escobar_LAA","Nick Franklin_LAA","Jurickson Profar_TEX","Geovany Soto_CWS","Jordan Patterson_COL","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Shane Robinson_LAA","Ben Revere_LAA","Ryan Rua_TEX","Andy Ibanez_TEX","Omar Narvaez_CWS","Martin Maldonado_LAA","Luis Valbuena_LAA","Kaleb Cowart_LAA","Ronald Guzman_TEX","Jefry Marte_LAA","Hanser Alberto_TEX","Alexi Amarista_COL","Cristhian Adames_COL","Cody Asche_CWS","Drew Stubbs_TEX","David Fletcher_LAA","Ryan Hanigan_COL","Grant Green_CWS","Tony Wolters_COL","Zack Collins_CWS","Nolan Fontana_LAA","Cliff Pennington_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Drew Robinson_TEX","Danny Espinosa_LAA"
71.5494969165855,15.3108771929825,0,0,8.50724637681159,0,0,0,0,0,0,0,11.9910015649452,26.5760233918129,0,0,15.2555331991952,0,0,0,0,0,15.0836693548387,1.75573770491803,0,0,6.53497267759563,9.18095238095238,0,0,0,0,0,5.4,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7375,0,0,0,0,4.25555555555556,0,15.9867021276596,0,0,0,0,0,0,0
15.3108771929825,72.9240506329114,0,0,20.7548566142461,0,0,0,0,0,0,0,14.8192488262911,8.23391812865497,0,0,9.25271629778672,0,0,0,0,0,2.81818181818182,9.95706214689266,0,0,1.46101694915254,38.5192307692308,0,0,0,0,0,14.05,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.625,0,0,0,0,17.1636363636364,0,-5.26780758556892,0,0,0,0,0,0,0
0,0,82.8497554157932,22.4764150943396,0,0,3.77551020408163,0,0,0,10.3131359851989,4,0,0,3.44444444444444,22.3955026455026,0,0,0,0,0,4.25333333333333,0,0,-8.99557032115172,0,0,0,0,30.1210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.35917496443812,0,0,0,0,0,0,0,12.2087912087912,0,0,-5.36666666666667,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,22.4764150943396,49.6114197530864,0,0,10.171626984127,0,0,0,1.5093896713615,12.5888198757764,0,0,-7.18172043010753,7.1330612244898,0,0,0,0,0,-5.56954887218045,0,0,-2.20098039215686,0,0,0,0,-20.6724137931034,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4888953828171,0,0,0,0,0,0,0,-0.00735294117647059,0,0,-0.880952380952381,0,3.43956043956044,0,0,13.2215384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0
8.50724637681159,20.7548566142461,0,0,53.4489795918367,0,0,0,0,0,0,0,7.94449583718779,28.7424242424242,0,0,3.85191637630662,0,0,0,0,0,-20.0681818181818,1.57575757575758,0,0,4.60336134453781,-25.9469696969697,0,0,0,0,0,0,0,0,0,0,0,54.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4,0,0,0,0,10.6555555555556,0,-5.80153846153846,0,0,0,0,0,0,0
0,0,0,0,0,56.0303591262495,0,0,20.5913043478261,0,0,0,0,0,0,0,0,1.30952380952381,10.5868055555556,18.4589985486212,8.40641025641026,0,0,0,0,0,0,0,0,0,0,0,6.625,0,0.0904761904761905,-11.7105263157895,5.15376984126984,0,-10.2682926829268,0,20.3611111111111,1.98214285714286,0,0,0,0,3.98387096774194,0,0,0,0,0,-12.8055555555556,0,0,0,0,0,0,0,0,9.96349206349206,0,0,0,0,0,0,0,0,16.8076923076923,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3.77551020408163,10.171626984127,0,0,52.2725961538462,0,0,0,-12.7087662337662,-4.82837445573295,0,0,-10.8095238095238,-5.05600539811066,0,0,0,0,0,-4.53781068217874,0,0,-1.27902757619739,0,0,0,0,-15.8315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76621417797888,0,0,0,0,0,0,0,-5.92307692307692,0,0,-5.63333333333333,0,-6.57142857142857,0,0,-6.41176470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
0,0,0,0,0,0,0,50.5264270613108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496153846153846,0,0,0,0,10.7924369747899,11.0741971207087,0,0,0,0,0,0,0,0,0,0,9.81906906906907,0,11.0584795321637,0,0,0,0,2.6551724137931,0,0,0,0,0,0,0,0,21.9125,0,0,0,-5.80714285714286,6.43406593406593,0,0,13.3116883116883,0,0,0,0,0,0,0,0,0,0,-19.8333333333333,12.875,16.55,0,0,18.9019607843137
0,0,0,0,0,20.5913043478261,0,0,43.8961770623742,0,0,0,0,0,0,0,0,4.6737176097303,4.20409836065574,14.9047058823529,3.56794871794872,0,0,0,0,0,0,0,0,0,0,0,0.575098814229249,0,9.19005847953216,8.23684210526316,0.538914490527394,0,-7.01012145748988,0,71.8611111111111,-2.8,0,0,0,0,9.5307881773399,0,0,0,0,0,-7.88888888888889,0,0,0,0,0,0,0,0,15.2816399286988,0,0,0,0,0,0,0,0,9.65909090909091,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10.3131359851989,1.5093896713615,0,0,-12.7087662337662,0,0,0,56.1419330289193,14.5475409836066,0,0,-11.2758620689655,22.8792102206736,0,0,0,0,0,6.75383631713555,0,0,13.0454785827604,0,0,0,0,13.5698005698006,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.75377073906486,0,0,0,0,0,0,0,12.2058823529412,0,0,1.11904761904762,0,19,0,0,32.7947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0
