"Charlie Blackmon_COL","Nolan Arenado_COL","Carlos Gomez_TEX","Rougned Odor_TEX","Ian Desmond_COL","Jose Abreu_CWS","Mike Napoli_TEX","Mike Trout_LAA","Melky Cabrera_CWS","David Dahl_COL","Shin-Soo Choo_TEX","Nomar Mazara_TEX","DJ LeMahieu_COL","Raimel Tapia_COL","Adrian Beltre_TEX","Delino DeShields_TEX","Mark Reynolds_COL","Todd Frazier_CWS","Avisail Garcia_CWS","Matt Davidson_CWS","Yolmer Sanchez_CWS","Elvis Andrus_TEX","Gerardo Parra_COL","Trevor Story_COL","Joey Gallo_TEX","Kole Calhoun_LAA","Carlos Gonzalez_COL","Pat Valaika_COL","Yoan Moncada_CWS","Robinson Chirinos_TEX","Cameron Maybin_LAA","Andrelton Simmons_LAA","Tyler Saladino_CWS","Stephen Cardullo_COL","Willy Garcia_CWS","Adam Engel_CWS","Tim Anderson_CWS","Eric Young_LAA","Leury Garcia_CWS","Dustin Garneau_COL","Alen Hanson_CWS","Jacob May_CWS","Albert Pujols_LAA","Jonathan Lucroy_TEX","CJ Cron_LAA","Charlie Tilson_CWS","Kevan Smith_CWS","Tom Murphy_COL","Mike Tauchman_COL","Yunel Escobar_LAA","Nick Franklin_LAA","Jurickson Profar_TEX","Geovany Soto_CWS","Jordan Patterson_COL","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Shane Robinson_LAA","Ben Revere_LAA","Ryan Rua_TEX","Andy Ibanez_TEX","Omar Narvaez_CWS","Martin Maldonado_LAA","Luis Valbuena_LAA","Kaleb Cowart_LAA","Ronald Guzman_TEX","Jefry Marte_LAA","Hanser Alberto_TEX","Alexi Amarista_COL","Cristhian Adames_COL","Cody Asche_CWS","Drew Stubbs_TEX","David Fletcher_LAA","Ryan Hanigan_COL","Grant Green_CWS","Tony Wolters_COL","Zack Collins_CWS","Nolan Fontana_LAA","Cliff Pennington_LAA","Juan Graterol_LAA","Carlos Perez_LAA","Drew Robinson_TEX","Danny Espinosa_LAA"
0,0,51,77,0,0,62,0,0,0,69,66,0,0,29,48,0,0,0,0,0,78,0,0,66,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,13,0,0,8,0,13,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
32,34,0,0,12,0,0,0,0,0,0,0,32,2,0,0,28,0,0,0,0,0,34,27,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,0,0,0
61,60,0,0,33,0,0,0,0,0,0,0,57,16,0,0,58,0,0,0,0,0,27,63,0,0,47,7,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,39,0,0,0,0,0,0,0
0,0,43,69,0,0,53,0,0,0,62,65,0,0,21,39,0,0,0,0,0,66,0,0,69,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,16,0,0,3,0,14,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,62,80,0,0,0,0,0,26,0,0,0,0,72,0,27,0,0,0,0,63,2,0,0,0,0,0,0,0,35,0,0,0,64,40,0,0,26,0,0,0,0,0,0,0,0,0,0,3,24,15,3,0,58
61,60,0,0,35,0,0,0,0,0,0,0,58,8,0,0,55,0,0,0,0,0,26,47,0,0,63,13,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,39,0,0,0,0,0,0,0
15,13,0,0,12,0,0,0,0,0,0,0,13,4,0,0,16,0,0,0,0,0,4,7,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,20,30,0,0,20,0,0,0,27,24,0,0,15,21,0,0,0,0,0,30,0,0,23,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,66,65,0,0,0,0,0,16,0,0,0,0,59,0,19,0,0,0,0,49,2,0,0,0,0,0,0,0,21,0,0,0,54,34,0,0,23,0,0,0,0,0,0,0,0,0,0,4,14,11,0,0,49
0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,65,84,0,0,0,0,0,25,0,0,0,0,74,0,28,0,0,0,0,63,2,0,0,0,0,0,0,0,37,0,0,0,67,42,0,0,27,0,0,0,0,0,0,0,0,0,0,4,23,15,2,0,59
0,0,0,0,0,25,0,0,23,0,0,0,0,0,0,0,0,19,24,17,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5,0,20,0,23,0,0,5,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,21,0,0,19,0,0,0,0,0,0,0,0,19,14,14,14,0,0,0,0,0,0,0,0,0,0,0,5,0,21,7,15,0,7,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,19,13,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,18,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,64,0,0,63,0,0,0,0,0,0,0,0,57,57,47,37,0,0,0,0,0,0,0,0,0,0,0,20,0,15,18,65,0,36,0,6,7,0,0,0,0,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,16,25,0,0,0,0,0,26,0,0,0,0,24,0,9,0,0,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,22,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,19
0,0,0,0,0,42,0,0,39,0,0,0,0,0,0,0,0,35,40,30,14,0,0,0,0,0,0,0,0,0,0,0,23,0,7,0,36,0,43,0,0,4,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
15,15,0,0,7,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,8,13,0,0,12,5,0,0,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,8,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,4,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,59,74,0,0,0,0,0,24,0,0,0,0,76,0,24,0,0,0,0,61,2,0,0,0,0,0,0,0,32,0,0,0,63,34,0,0,22,0,0,0,0,0,0,0,0,0,0,3,22,10,3,0,55
0,0,38,59,0,0,52,0,0,0,52,51,0,0,24,38,0,0,0,0,0,57,0,0,50,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,13,0,0,4,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,19,28,0,0,0,0,0,9,0,0,0,0,24,0,29,0,0,0,0,21,0,0,0,0,0,0,0,0,12,0,0,0,21,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,31,0,0,29,0,0,0,0,0,0,0,0,28,25,25,25,0,0,0,0,0,0,0,0,0,0,0,6,0,11,14,26,0,12,0,4,2,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,49,63,0,0,0,0,0,23,0,0,0,0,61,0,21,0,0,0,0,65,2,0,0,0,0,0,0,0,30,0,0,0,52,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,17,10,3,0,47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,17,0,0,13,0,0,0,17,17,0,0,4,5,0,0,0,0,0,13,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,7,0,0,6,0,0,0,7,3,0,0,5,6,0,0,0,0,0,8,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,0,0,7,0,0,0,14,13,0,0,6,9,0,0,0,0,0,13,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,21,37,0,0,0,0,0,7,0,0,0,0,32,0,12,0,0,0,0,30,2,0,0,0,0,0,0,0,38,0,0,0,25,24,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,11,2,0,21
0,0,15,26,0,0,18,0,0,0,20,20,0,0,3,19,0,0,0,0,0,26,0,0,22,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,36,0,0,34,0,0,0,0,0,0,0,0,30,30,24,17,0,0,0,0,0,0,0,0,0,0,0,11,0,11,8,31,0,22,0,7,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,54,67,0,0,0,0,0,22,0,0,0,0,63,0,21,0,0,0,0,52,0,0,0,0,0,0,0,0,25,0,0,0,68,33,0,0,22,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,47
0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,34,42,0,0,0,0,0,14,0,0,0,0,34,0,6,0,0,0,0,25,2,0,0,0,0,0,0,0,24,0,0,0,33,42,0,0,5,0,0,0,0,0,0,0,0,0,0,4,18,9,0,0,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,23,27,0,0,0,0,0,4,0,0,0,0,22,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,7,0,0,0,22,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17,0,0,11,0,0,0,0,0,0,0,12,5,0,0,13,0,0,0,0,0,7,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,11,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,9,13,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
