"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",14000,"LAD@CWS 08:10PM ET",28.455,"LAD","CWS",36.18,26.1,28.5065,NA,28.95
"SP","Robbie Ray",11200,"ARI@CIN 07:10PM ET",24.018,"ARI","CIN",25.98,19.2,19.444,NA,17.9
"SP","Brad Peacock",10300,"SEA@HOU 08:10PM ET",11.883,"HOU","SEA",21.23,14.9,15.164,NA,33.35
"SP","Michael Wacha",9500,"STL@NYM 07:10PM ET",14.772,"STL","NYM",17.21,14.2,13.517,NA,42.85
"SP","Mike Clevinger",9100,"CLE@SF 10:15PM ET",17.033,"CLE","SF",NA,16.2,12.196,NA,25.1
"SP","JA Happ",7800,"TOR@BOS 07:10PM ET",15.968,"TOR","BOS",16.08,13.1,11.973,NA,7.05
"SP","Ivan Nova",7600,"MIL@PIT 07:05PM ET",15.633,"PIT","MIL",17.43,12.2,15.757,NA,17.5
"SP","Vince Velasquez",7500,"PHI@MIA 07:10PM ET",10.864,"PHI","MIA",NA,16.7,NA,NA,NA
"SP","Antonio Senzatela",7200,"SD@COL 08:40PM ET",11.263,"COL","SD",12.67,11.3,9.624,NA,9.65
"SP","Dinelson Lamet",7000,"SD@COL 08:40PM ET",16.056,"SD","COL",13.35,11.6,11.062,NA,8.8
"RP","Sean Newcomb",6800,"CHC@ATL 07:35PM ET",11.007,"ATL","CHC",11.96,14.6,15.618,NA,4.8
"SP","Blake Snell",6600,"TB@OAK 10:05PM ET",10,"TB","OAK",13.71,16.2,13.369,NA,11.4
"SP","Tyson Ross",6400,"TEX@BAL 07:05PM ET",10,"TEX","BAL",11.49,11.3,14.285,NA,-6.5
"SP","Dylan Bundy",6300,"TEX@BAL 07:05PM ET",14.167,"BAL","TEX",15.96,11.4,13.35,NA,19.9
"SP","John Lackey",6200,"CHC@ATL 07:35PM ET",12.1,"CHC","ATL",16.22,14.4,14.3635,NA,11.05
"SP","Ty Blach",6100,"CLE@SF 10:15PM ET",6.4,"SF","CLE",NA,10.2,8.446,NA,14.95
"SP","Rafael Montero",6000,"STL@NYM 07:10PM ET",4.597,"NYM","STL",10.96,15.8,12.662,NA,14.1
"SP","Adam Conley",5900,"PHI@MIA 07:10PM ET",6.043,"MIA","PHI",16.99,12.7,13.299,NA,9.5
"SP","Sal Romano",5800,"ARI@CIN 07:10PM ET",10.5,"CIN","ARI",NA,10.3,11.844,NA,-3
"SP","Brian Johnson",5700,"TOR@BOS 07:10PM ET",14.213,"BOS","TOR",13.8,11.1,10.237,NA,8.9
"SP","Matthew Boyd",5600,"DET@KC 08:15PM ET",7.064,"DET","KC",NA,14.1,NA,NA,NA
"SP","Junior Guerra",5400,"MIL@PIT 07:05PM ET",9.105,"MIL","PIT",12.24,11.2,9.618,NA,12.35
"SP","Edwin Jackson",5300,"WAS@LAA 10:07PM ET",-0.583,"WAS","LAA",9.55,12.4,8.548,NA,19.95
"SP","Jesse Chavez",5200,"WAS@LAA 10:07PM ET",10.528,"LAA","WAS",12.06,12.6,15.151,NA,14.7
"SP","Sam Gaviglio",5100,"SEA@HOU 08:10PM ET",10.341,"SEA","HOU",8.81,7.1,7.915,NA,NA
"RP","Luis Cessa",5000,"NYY@MIN 08:08PM ET",7.475,"NYY","MIN",14.06,9.6,9.925,NA,0.85
"RP","Travis Wood",4900,"DET@KC 08:15PM ET",1.75,"KC","DET",9.77,9.2,9.866,NA,-5.65
"SP","Chris Smith",4800,"TB@OAK 10:05PM ET",11.3,"OAK","TB",10.47,14,12.826,NA,18.75
"SP","Bartolo Colon",4700,"NYY@MIN 08:08PM ET",3.996,"MIN","NYY",6.67,9.8,7.26,NA,2.2
"RP","Chris Smith",4700,"TOR@BOS 07:10PM ET",1.65,"TOR","BOS",10.47,14,12.826,NA,18.75
"SP","Miguel Gonzalez",4500,"LAD@CWS 08:10PM ET",8.692,"CWS","LAD",9.59,8.3,11.813,NA,15.5
