"Place_lo","Place_hi","Payout"
"1","1","2000"
"2","2","1000"
"3","3","700"
"4","4","500"
"5","5","400"
"6","6","300"
"7","7","200"
"8","10","150"
"11","20","100"
"21","30","70"
"31","40","50"
"41","65","40"
"66","90","30"
"91","115","25"
"116","140","20"
"141","165","15"
"166","215","12"
"216","415","10"
"416","615","9"
"616","815","8"
"816","1115","7"
"1116","1515","6"
"1516","2215","5"
"2216","3640","4"
"3641","6740","3"
