"Place_lo","Place_hi","Payout"
"1","1",NA
"2","2","200"
"3","3","150"
"4","4","100"
"5","6","80"
"7","9","60"
"10","14","40"
"15","24","30"
"25","44","20"
"45","94","15"
"95","194","10"
"195","506","5"
