"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Kyle Hendricks","P","CHC","@ PIT",3.6,"Cole, R 4.70","R",6.19,0,0,5.3,7.3,1.31,NA,10200,28,10.5,17.46,17.46,"%",50,1.7,19.9,2
"Dallas Keuchel","P","HOU","@ CLE",4.2,"Tomlin, R 11.68","L",0.96,0,0,7,7.1,0.79,NA,9200,21.8,24.8,15.7,15.7,"%",88,1.7,27.35,3
"Gerrit Cole","P","PIT","vs CHC",3.9,"Hendricks, R 6.19","R",4.7,0,0,5.8,7.4,1.43,NA,8500,29.7,12.5,13.38,13.38,"%",35,1.6,30.55,3.6
"Wade Miley","P","BAL","vs TB",3.6,"Pruitt, R 7.94","L",1.89,0,0,6.3,11.4,0.84,NA,6900,32.2,25.5,15.88,15.88,"%",68,2.3,21.75,3.2
"Josh Tomlin","P","CLE","vs HOU",4.3,"Keuchel, L 0.96","R",11.68,0,0,4.1,5.9,1.95,NA,6300,32.1,0.3,9.09,9.09,"%",0,1.4,14.7,2.3
"Jose Altuve","2B","HOU","@ CLE",4.3,"Tomlin, R 11.68","R",0.324,0.375,0.135,0,0,0,3,5100,29.3,9.6,12.21,12.21,"%",56,2.4,2,0.4
"Carlos Correa","SS","HOU","@ CLE",4.3,"Tomlin, R 11.68","R",0.197,0.267,0.098,0,0,0,4,5000,20.9,5.6,11.16,11.16,"%",57,2.2,6,1.2
"Evan Longoria","3B","TB","@ BAL",3.6,"Miley, L 1.89","R",0.235,0.321,0.173,0,0,0,3,4900,21.5,7.3,8.92,8.92,"%",57,1.8,4,0.8
"Manny Machado","3B","BAL","vs TB",4.41,"Pruitt, R 7.94","R",0.197,0.294,0.182,0,0,0,3,4800,22.5,6.6,10.56,10.56,"%",55,2.2,2,0.4
"Anthony Rizzo","1B","CHC","@ PIT",3.9,"Cole, R 4.70","L",0.28,0.4,0.227,0,0,0,3,4800,25,10.5,11.07,11.07,"%",67,2.3,0,NA
"Kris Bryant","3B","CHC","@ PIT",3.9,"Cole, R 4.70","R",0.256,0.346,0.167,0,0,0,2,4800,26.9,9.2,10.47,10.47,"%",55,2.2,10,2.1
"Edwin Encarnacion","1B","CLE","vs HOU",4.2,"Keuchel, L 0.96","R",0.212,0.324,0.152,0,0,0,4,4700,23.4,7,9.87,9.87,"%",52,2.1,2,0.4
"Alex Bregman","3B/SS","HOU","@ CLE",4.3,"Tomlin, R 11.68","R",0.258,0.321,0.061,0,0,0,6,4700,16.8,5.8,8.09,8.09,"%",62,1.7,3,0.6
"Michael Brantley","OF","CLE","vs HOU",4.2,"Keuchel, L 0.96","L",0.31,0.391,0.207,0,0,0,3,4700,24.2,10,10.47,10.47,"%",66,2.2,14,3
"Chris Davis","1B","BAL","vs TB",4.41,"Pruitt, R 7.94","L",0.258,0.35,0.212,0,0,0,4,4700,23.9,7,10.05,10.05,"%",51,2.1,5,1.1
"Evan Gattis","C","HOU","@ CLE",4.3,"Tomlin, R 11.68","R",0.294,0.375,0.147,0,0,0,8,4600,18.3,6.8,5.89,5.89,"%",54,1.3,9,2
"Carlos Santana","1B/OF","CLE","vs HOU",4.2,"Keuchel, L 0.96","B",0.237,0.325,0.158,0,0,0,1,4600,25.9,8.6,9.87,9.87,"%",53,2.1,5,1.1
