"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,5100,94.1176470588235,48,"Trea Turner","WAS",NA,"SS",2,4,1,7,0,6,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,3600,105.555555555556,38,"Hernan Perez","MIL",NA,"3B/OF",7,2,1,3,0,3,0,0,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,5000,66,33,"Paul Goldschmidt","ARI",NA,"1B",3,2,1,3,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,8500,35.9411764705882,30.55,"Gerrit Cole","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,7,0,0,0,2,0,0
5,2,5500,51.2727272727273,28.2,"Jesse Hahn","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,8,0,0,0,1,2,0
6,4,4300,65.1162790697674,28,"AJ Pollock","ARI",NA,"OF",1,3,0,1,2,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,5000,55.5,27.75,"Patrick Corbin","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,0,0,2,8,2,0
8,4,14300,19.2657342657343,27.55,"Clayton Kershaw","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,1,6,1,0
9,5,4200,65.1190476190476,27.35,"J.C. Ramirez","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,0,0,0,2,2,0
10,6,9200,29.7282608695652,27.35,"Dallas Keuchel","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,9,1,0,2,6,3,0
11,5,2700,100,27,"James McCann","DET",NA,"C",8,2,1,4,0,5,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,7,7100,36.830985915493,26.15,"Ervin Santana","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,1,4,2,0
13,6,2700,96.2962962962963,26,"Alex Avila","DET",NA,"C/1B",6,3,1,1,0,5,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,7,5200,50,26,"Charlie Blackmon","COL",NA,"OF",1,2,1,3,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,8,4100,63.4146341463415,26,"Ian Kinsler","DET",NA,"2B",1,4,0,2,0,5,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,9,4200,61.9047619047619,26,"Jean Segura","SEA",NA,"SS",1,2,1,3,0,6,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,10,3900,64.1025641025641,25,"Justin Upton","DET",NA,"OF",5,1,1,3,0,4,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,11,4300,55.8139534883721,24,"Todd Frazier","NYY",NA,"3B",4,3,0,3,0,3,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,12,5500,43.6363636363636,24,"Daniel Murphy","WAS",NA,"2B",5,0,0,5,0,5,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,13,4600,52.1739130434783,24,"Miguel Sano","MIN",NA,"3B",3,1,1,2,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,14,4300,55.8139534883721,24,"Nelson Cruz","SEA",NA,"OF",4,1,1,3,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,8,8800,26.4772727272727,23.3,"Marco Estrada","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6,0,0,2,6,1,0
23,9,6600,34.9242424242424,23.05,"Zach Davies","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,0,0,0,6,1,0
24,15,2600,88.4615384615385,23,"Tyler Collins","DET",NA,"OF",2,2,0,3,0,5,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,16,3900,58.974358974359,23,"Keon Broxton","MIL",NA,"OF",8,2,0,0,2,2,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,17,3200,71.875,23,"Danny Valencia","SEA",NA,"1B",2,2,1,1,0,2,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,10,6900,31.5217391304348,21.75,"Wade Miley","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,7,0,0,2,4,6,0
28,18,3200,65.625,21,"Mike Moustakas","KC",NA,"3B",1,2,1,1,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,11,10200,19.5098039215686,19.9,"Kyle Hendricks","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,0,0,0,4,2,0
30,19,4700,40.4255319148936,19,"DJ LeMahieu","COL",NA,"2B",2,2,0,1,0,4,2,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,20,4000,47.5,19,"Kennys Vargas","MIN",NA,"1B",7,2,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,21,2600,69.2307692307692,18,"Jabari Blash","SD",NA,"OF",8,1,1,1,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,22,2300,78.2608695652174,18,"James Adduci","DET",NA,"OF",7,1,0,0,0,6,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,23,4400,40.9090909090909,18,"Mark Reynolds","COL",NA,"1B",5,1,1,2,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,12,6800,25.4411764705882,17.3,"Michael Wacha","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,2,5,1,1
36,24,3200,53.125,17,"Avisail Garcia","CHW",NA,"OF",5,2,0,1,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,25,3900,43.5897435897436,17,"Byron Buxton","MIN",NA,"OF",9,1,0,1,1,3,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,26,3600,47.2222222222222,17,"Chris Owings","ARI",NA,"SS/OF",2,1,0,3,0,4,1,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,27,2600,65.3846153846154,17,"Leury Garcia","CHW",NA,"OF",9,1,0,2,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,13,4000,41.875,16.75,"Chase Whitley","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,0,0,0,0,0,0
41,28,3100,51.6129032258064,16,"Tony Wolters","COL",NA,"C",8,2,0,1,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,29,2400,66.6666666666667,16,"Omar Narvaez","CHW",NA,"C",8,1,0,2,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,30,5300,30.188679245283,16,"Mike Trout","LAA",NA,"OF",3,1,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,31,3600,44.4444444444444,16,"Brandon Moss","KC",NA,"OF",8,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,32,3300,48.4848484848485,16,"Kevin Pillar","TOR",NA,"OF",1,2,0,1,0,5,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,33,2600,61.5384615384615,16,"Mikie Mahtook","DET",NA,"OF",5,1,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
