"Place_lo","Place_hi","Payout"
"1","1","10000"
"2","2","5000"
"3","3","3500"
"4","4","2500"
"5","5","2000"
"6","6","1500"
"7","8","1000"
"9","10","700"
"11","13","500"
"14","16","350"
"17","20","250"
"21","25","200"
"26","35","150"
"36","50","100"
"51","75","70"
"76","125","50"
"126","225","40"
"226","325","35"
"326","525","30"
"526","825","25"
"826","1170","20"
"1171","1970","15"
"1971","3670","12"
