"Mookie Betts_BOS","Aaron Judge_NYY","Kris Bryant_CHC","Nolan Arenado_COL","Miguel Sano_MIN","Charlie Blackmon_COL","Brian Dozier_MIN","Joey Votto_CIN","Anthony Rizzo_CHC","Brett Gardner_NYY","Gary Sanchez_NYY","Billy Hamilton_CIN","Hanley Ramirez_BOS","Matt Carpenter_STL","Ian Desmond_COL","Mark Reynolds_COL","Xander Bogaerts_BOS","Trevor Story_COL","David Dahl_COL","Andrew Benintendi_BOS","Joey Gallo_TEX","Starlin Castro_NYY","Elvis Andrus_TEX","Lorenzo Cain_KC","DJ LeMahieu_COL","Kyle Schwarber_CHC","Dexter Fowler_STL","Adrian Beltre_TEX","Kennys Vargas_MIN","Dustin Pedroia_BOS","Shin-Soo Choo_TEX","Aaron Altherr_PHI","Rougned Odor_TEX","Eric Hosmer_KC","Carlos Gonzalez_COL","Ben Zobrist_CHC","Adam Duvall_CIN","Stephen Piscotty_STL","Jedd Gyorko_STL","Nomar Mazara_TEX","Matt Holliday_NYY","Jacoby Ellsbury_NYY","Aaron Hicks_NYY","Max Kepler_MIN","Zack Cozart_CIN","Javier Baez_CHC","Kolten Wong_STL","Aledmys Diaz_STL","Carlos Gomez_TEX","Tommy Joseph_PHI","Cesar Hernandez_PHI","Chris Carter_NYY","Joe Mauer_MIN","Eugenio Suarez_CIN","Mike Napoli_TEX","Jonathan Lucroy_TEX","Odubel Herrera_PHI","Pat Valaika_COL","Ian Happ_CHC","Tommy Pham_STL","Randal Grichuk_STL","Maikel Franco_PHI","Salvador Perez_KC","Didi Gregorius_NYY","Jorge Soler_KC","Robbie Grossman_MIN","Scott Schebler_CIN","Addison Russell_CHC","Yadier Molina_STL","Jackie Bradley_BOS","Freddy Galvis_PHI","Delino DeShields_TEX","Brandon Moss_KC","Mike Moustakas_KC","Gerardo Parra_COL","Jorge Polanco_MIN","Eddie Rosario_MIN","Jason Heyward_CHC","Willson Contreras_CHC","Michael Saunders_PHI","Cameron Rupp_PHI","Chase Headley_NYY","Whit Merrifield_KC","Stephen Cardullo_COL","Raimel Tapia_COL","Byron Buxton_MIN","Miguel Montero_CHC","Scooter Gennett_CIN","Jose Peraza_CIN","Jeimer Candelario_CHC","Albert Almora_CHC","Pablo Sandoval_BOS","Mitch Moreland_BOS","Howie Kendrick_PHI","Jurickson Profar_TEX","Rhys Hoskins_PHI","Greg Bird_NYY","Jon Jay_CHC","Phillip Ervin_CIN","Robinson Chirinos_TEX","Paulo Orlando_KC","Billy Burns_KC","Cheslor Cuthbert_KC","Dustin Garneau_COL","Tom Murphy_COL","Chris Young_BOS","Jhonny Peralta_STL","Brock Holt_BOS","Daniel Nava_PHI","Andrew Knapp_PHI","Jorge Bonifacio_KC","Peter O'Brien_KC","Rob Refsnyder_NYY","Eduardo Escobar_MIN","Matt Adams_STL","Magneuris Sierra_STL","Pete Kozma_TEX","Brett Nicholas_TEX","Alex Gordon_KC","Arismendy Alcantara_CIN","Sandy Leon_BOS","Ryan Rua_TEX","Ryan O'Hearn_KC","Chris Gimenez_MIN","Jason Castro_MIN","Tony Wolters_COL","Tommy La Stella_CHC","Jesse Winker_CIN","Christian Vazquez_BOS","Harrison Bader_STL","Brock Stassi_PHI","Alcides Escobar_KC","Terrance Gore_KC","Gleyber Torres_NYY","Jose Martinez_STL","Chase d'Arnaud_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Andres Blanco_PHI","Hanser Alberto_TEX","Austin Romine_NYY","Christian Colon_KC","Ronald Torreyes_NYY","Ryan Hanigan_COL","Cristhian Adames_COL","Greg Garcia_STL","Ehire Adrianza_MIN","Alexi Amarista_COL","Devin Mesoraco_CIN","Deven Marrero_BOS","Josh Rutledge_BOS","Raul Mondesi_KC","Carson Kelly_STL","Ty Kelly_PHI","Kyle Higashioka_NYY","Tucker Barnhart_CIN","Eric Fryer_STL","Drew Robinson_TEX","Patrick Kivlehan_CIN","Eloy Jimenez_CHC","Drew Butera_KC","Stuart Turner_CIN"
104.464516129032,0,0,0,0,0,0,0,0,0,0,0,14.3666666666667,0,0,0,15.3756613756614,0,0,33.3310344827586,0,0,0,0,0,0,0,0,0,21.6153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.48366013071895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8653846153846,9.97586206896552,0,0,0,0,0,0,0,0,0,0,0,0,-19.6425,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,32.3958333333333,0,0,0,0,0,0,0,4.07142857142857,0,0,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,0,0,0,0,0,-5,7.69047619047619,0,0,0,0,0,0,0,0,0,0,0
0,118.758620689655,0,0,0,0,0,0,0,55.5652173913044,2.55555555555556,0,0,0,0,0,0,0,0,0,0,28.3103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1884057971015,-2.59420289855072,-12.3285714285714,0,0,0,0,0,0,0,0,24.3205128205128,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7169117647059,0,23.4285714285714,0,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0
0,0,65.5816091954023,0,0,0,0,0,-1.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,0,0,16.4025974025974,0,0,0,0,0,0,0,0,0,10.3225108225108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6452991452991,0,0,0,0,0,0,0,0,0,4.93297101449275,-5.75,0,0,0,0,0,0,0,37.3333333333333,0,0,0,19.5824175824176,0,0,0,0,0,0,17.6410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,67.397504456328,0,2.30342741935484,0,0,0,0,0,0,0,0,33.4727272727273,6.84408602150538,0,6.94153846153846,0,0,0,0,0,0,-3.33266129032258,0,0,0,0,0,0,0,0,0,5.45862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.2619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23593073593074,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6666666666667,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,79.3373015873016,0,-1.57230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.897233201581,0,0,0,0,0,0,0,0,14.2075098814229,0,0,0,0,0,0,0,0,0,0,0,0,12.5421052631579,0,0,0,0,0,0,0,0,0,0.144615384615385,-5.89538461538462,0,0,0,0,0,0,0,0,19.8840579710145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8782051282051,0,0,0,0,0,0,0,0,0,5.18888888888889,11.1764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2.30342741935484,0,59.3541666666667,0,0,0,0,0,0,0,0,5.53333333333333,9.23448275862069,0,6.43076923076923,0,0,0,0,0,0,5.20430107526882,0,0,0,0,0,0,0,0,0,13.1494252873563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8315789473684,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.57230769230769,0,40.4184615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6147186147186,0,0,0,0,0,0,0,0,-0.493506493506494,0,0,0,0,0,0,0,0,0,0,0,0,-4.50980392156863,0,0,0,0,0,0,0,0,0,-3.77536231884058,-8.98666666666667,0,0,0,0,0,0,0,0,15.1731601731602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90909090909091,0,0,0,0,0,0,0,0,0,-1.16071428571429,14.6078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,59.9378151260504,0,0,0,1.25806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870967741935484,0,0,0,0,0,0,0,7.29556650246305,0,0,0,0,0,0,0,0,8.26008064516129,0,0,0,0,0,0,0,0,0,0,0,0,-3.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.7564102564103,5.89462365591398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.9107142857143,0,0,0,0,0,0,1.4802371541502,0,0,3.66666666666667,0,0,5.33333333333333
0,0,-1.03448275862069,0,0,0,0,0,55.8538306451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94827586206897,0,0,0,0,0,0,0,0,0,8.08300395256917,0,0,0,0,0,0,0,0,0,3.08695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03439153439153,0,0,0,0,0,0,0,0,0,27.0398550724638,20.3122529644269,0,0,0,0,0,0,0,10.6666666666667,0,0,0,-5.96666666666667,0,0,0,0,0,0,14.4318181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,55.5652173913044,0,0,0,0,0,0,0,103.319088319088,48.7636363636364,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3071428571429,-16.0071428571429,27.5454545454545,0,0,0,0,0,0,0,0,15.7090909090909,0,0,0,0,0,0,0,0,0,0,0,-12.1909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.0770750988142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4487179487179,0,-3.13333333333333,0,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0
