"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mookie Betts",5300,"BOS@OAK 10:05PM ET",10.167,"BOS","OAK",8.87,8.8,9.62,NA,"1","1",5
"OF","Nelson Cruz",5000,"CWS@SEA 10:10PM ET",9.268,"SEA","CWS",9.94,8,10.7,NA,"3","3",3
"SS","Jean Segura",4800,"CWS@SEA 10:10PM ET",10.276,"SEA","CWS",8.02,7.6,10.02,NA,"1","1",22
"2B","Robinson Cano",4700,"CWS@SEA 10:10PM ET",8.889,"SEA","CWS",NA,0,NA,NA,"x","x",NA
"SS","Corey Seager",4500,"MIA@LAD 10:10PM ET",8.439,"LAD","MIA",9.27,8.4,8.78,NA,"2","2",7
"1B","Jose Abreu",4400,"CWS@SEA 10:10PM ET",7.946,"CWS","SEA",8.14,6.9,8.43,NA,"4","4",0
"OF","Giancarlo Stanton",4400,"MIA@LAD 10:10PM ET",8.692,"MIA","LAD",7.52,9.2,8.14,NA,"5","4",8
"1B/OF","Cody Bellinger",4400,"MIA@LAD 10:10PM ET",10.773,"LAD","MIA",7.64,7.8,7.87,NA,"5","4",4
"OF","Andrew Benintendi",4300,"BOS@OAK 10:05PM ET",8.368,"BOS","OAK",NA,NA,NA,NA,"4","x",NA
"1B","Yonder Alonso",4200,"BOS@OAK 10:05PM ET",8.474,"OAK","BOS",NA,NA,NA,NA,"5","x",NA
"SS","Xander Bogaerts",4200,"BOS@OAK 10:05PM ET",8.4,"BOS","OAK",7.22,6.8,8.06,NA,"3","3",2
"3B","Kyle Seager",4200,"CWS@SEA 10:10PM ET",6.842,"SEA","CWS",8.68,7.9,9.25,NA,"4","4",0
"1B","Hanley Ramirez",4100,"BOS@OAK 10:05PM ET",6.935,"BOS","OAK",7.06,7,7.52,NA,"5","4",5
"OF","Khris Davis",4000,"BOS@OAK 10:05PM ET",7.763,"OAK","BOS",8.34,7.6,8.89,NA,"4","4",19
"3B","Todd Frazier",4000,"CWS@SEA 10:10PM ET",6,"CWS","SEA",8.29,6.5,7.49,NA,"6","6",19
"1B","Adrian Gonzalez",4000,"MIA@LAD 10:10PM ET",4.533,"LAD","MIA",NA,7.2,NA,NA,"x","6",5
"OF","Marcell Ozuna",4000,"MIA@LAD 10:10PM ET",9.179,"MIA","LAD",7.2,7.4,7.07,NA,"4","3",2
"OF","Christian Yelich",4000,"MIA@LAD 10:10PM ET",7.816,"MIA","LAD",6.05,7,7.43,NA,"3","2",16
"OF","Mitch Haniger",3900,"CWS@SEA 10:10PM ET",11.429,"SEA","CWS",NA,0,NA,NA,"x","x",NA
"OF","Ben Gamel",3900,"CWS@SEA 10:10PM ET",9.2,"SEA","CWS",NA,7,8.97,NA,"2","2",6
"3B","Justin Turner",3900,"MIA@LAD 10:10PM ET",8.179,"LAD","MIA",7.15,7.3,8.33,NA,"3","3",15
"2B/3B","Logan Forsythe",3900,"MIA@LAD 10:10PM ET",5.4,"LAD","MIA",NA,0,NA,NA,"x","x",NA
